nr,Ncycles
2802,-0.7033257771764388
3446,-0.7033257771764388
1069,1.7534975600389702
498,-0.7033257771764388
1667,0.9016016208177214
2281,-0.7033257771764388
730,-0.7033257771764388
2275,-0.7033257771764388
2890,-0.7033257771764388
1129,-0.7033257771764388
736,-0.7033257771764388
2624,0.754257225120583
2536,-0.7033257771764388
3712,-0.7033257771764388
3267,-0.7033257771764388
833,1.5254957400161522
699,0.5882345532066737
1682,1.2065571195684044
840,1.3701636298746374
1065,0.34985595407589676
1124,-0.7033257771764388
2552,-0.7033257771764388
606,-0.7033257771764388
2613,0.898240759500845
2164,1.5305122249598409
694,-0.7033257771764388
745,-0.7033257771764388
2819,1.2540645361243028
688,-0.7033257771764388
1063,0.7647309773098924
3670,2.1800829842003866
2554,-0.7033257771764388
633,-0.7033257771764388
631,-0.7033257771764388
2607,1.2827386679875141
3028,-0.7033257771764388
1571,-0.7033257771764388
2438,-0.7033257771764388
2601,1.2309275271809212
709,2.3544439173853147
1204,-0.7033257771764388
2167,1.3367253019715815
3264,-0.7033257771764388
527,-0.7033257771764388
2627,1.0905569040971645
3434,-0.7033257771764388
2280,-0.7033257771764388
2435,-0.7033257771764388
3453,-0.7033257771764388
2436,-0.7033257771764388
2609,1.1093166326608084
3738,1.7018833134204745
3737,1.2503590007754235
533,-0.7033257771764388
515,-0.7033257771764388
2564,-0.7033257771764388
2283,-0.7033257771764388
1574,-0.7033257771764388
1703,-0.7033257771764388
1823,-0.7033257771764388
3429,-0.7033257771764388
2292,0.7800794541365066
3462,-0.7033257771764388
523,-0.7033257771764388
3260,-0.7033257771764388
3246,-0.7033257771764388
701,-0.7033257771764388
614,-0.7033257771764388
3708,-0.7033257771764388
3245,-0.7033257771764388
2539,-0.7033257771764388
706,-0.7033257771764388
2144,0.5959072829427118
3460,-0.7033257771764388
3431,-0.7033257771764388
3454,-0.7033257771764388
2371,-0.7033257771764388
3455,-0.7033257771764388
1678,1.2580871264645894
1118,-0.7033257771764388
2170,0.6114130394064266
2570,-0.7033257771764388
2611,0.8203152754319696
3027,-0.7033257771764388
1825,-0.7033257771764388
1068,1.459793535854037
398,-0.7033257771764388
3257,-0.7033257771764388
2560,-0.7033257771764388
528,-0.7033257771764388
516,-0.7033257771764388
1198,-0.7033257771764388
3255,-0.7033257771764388
2568,-0.7033257771764388
2141,-0.7033257771764388
2457,1.6337734177753536
1572,-0.7033257771764388
3673,0.8372177501858953
3432,-0.7033257771764388
3835,-0.7033257771764388
2181,0.9416100219000981
2779,1.5103453634520636
1859,-0.7033257771764388
3164,1.4466475264532836
3265,-0.7033257771764388
2548,-0.7033257771764388
522,-0.7033257771764388
723,-0.7033257771764388
2553,-0.7033257771764388
2150,1.5058675851390326
689,1.5129797672741363
2572,-0.7033257771764388
2165,0.6668572295872501
3162,1.9188202371305985
3711,-0.7033257771764388
2140,-0.7033257771764388
2538,-0.7033257771764388
1827,-0.7033257771764388
2272,-0.7033257771764388
715,-0.7033257771764388
3852,-0.7033257771764388
611,-0.7033257771764388
1073,2.141626232475495
3231,-0.7033257771764388
3252,-0.7033257771764388
830,1.8090454484641052
2295,1.5142640888049084
2301,1.2867300120558578
2171,0.9933644568330594
2444,1.1471136940251603
2605,1.452385499621206
3249,-0.7033257771764388
733,-0.7033257771764388
502,-0.7033257771764388
3248,-0.7033257771764388
2183,1.4129061138746577
3445,-0.7033257771764388
3709,-0.7033257771764388
739,-0.7033257771764388
749,-0.7033257771764388
1066,0.3709615461422463
2606,1.6692357923790382
1824,-0.7033257771764388
3034,-0.7033257771764388
2161,0.7022227076246533
2176,1.8409486207737689
987,-0.7033257771764388
1114,-0.7033257771764388
836,0.8071557494968236
2373,-0.7033257771764388
1676,0.951755136011504
1119,-0.7033257771764388
627,-0.7033257771764388
1701,-0.7033257771764388
2285,-0.7033257771764388
2299,1.6689504402670094
2151,0.8978738745294423
3447,-0.7033257771764388
1684,2.248488491511568
3230,-0.7033257771764388
2139,-0.7033257771764388
541,1.0257594790094315
744,-0.7033257771764388
1698,-0.7033257771764388
1199,-0.7033257771764388
2138,-0.7033257771764388
1125,-0.7033257771764388
2182,2.0057584797867816
835,1.3995581444463656
3442,-0.7033257771764388
2562,-0.7033257771764388
2179,1.8155004913331076
725,-0.7033257771764388
2788,-0.7033257771764388
520,-0.7033257771764388
1569,-0.7033257771764388
1688,0.8989267851090588
