nr,Fibre Volume Fraction,Cut angle ,taverage,waverage,area,Lnominal,R-value1,Ffatigue,smax,f,E,Temp.
1396,0.3812554026672274,1.5646027176562607,1.2042224200560057,0.10619299826490923,1.2064229849045067,-0.16265001215808852,-0.4330690947689176,-0.05828082592975366,-0.154187104379364,0.20754398537741922,-1.4437597618642641,0.004146224806158365
1187,0.17233670987636993,-0.6654351150195199,-0.7995449127384232,0.9983814167584266,-0.765926803450309,-0.16265001215808852,-0.6664452180610566,0.6778997875976847,0.739727119155975,-0.6447541944775457,1.072537010068231,0.04391096617517045
1322,0.5851093998752763,1.5646027176562607,1.4222054771800865,-0.33990121098184223,1.3945507200256433,-0.16265001215808852,-0.6664452180610566,-0.06945145687412499,-0.1656081766891109,-0.3183421255969208,-1.4744354645609676,-0.44529999671991405
955,-0.3759165869626685,-0.6654351150195199,-0.6486335654986752,0.3900711314219355,-0.6362981520417516,-0.16265001215808852,-0.6664452180610566,0.38962544064616694,0.39020486033899876,0.7576087681206944,0.5910618503504056,0.3029050053549209
1397,0.3812554026672274,1.5646027176562607,1.3802856585023782,-0.5426713060940059,1.3423668783047629,-0.16265001215808852,-0.6664452180610566,0.04153416670220933,-0.0907907915255885,-1.3459356757766658,-1.4517621190894912,0.004146224806158365
669,0.03558992914053601,-0.6654351150195199,-0.6905533841763832,-1.2320896294753452,-0.7257086833979106,-0.16265001215808852,-0.6664452180610566,0.6126777165999038,0.6549865072315247,1.1686461881925923,0.5683885048789288,-0.12795236229287396
1665,-0.1480052857362787,-0.6654351150195199,-0.7995449127384232,-1.06987355338562,-0.8340649407291658,-0.16265001215808852,-0.6664452180610566,1.1903074393040074,1.3448192747402385,-1.3580250116611334,0.804458043023126,1.011541473666183
1789,0.21412044843454123,1.5646027176562607,1.405437549709003,1.0794894548032892,1.4563736153128009,-0.16265001215808852,-0.4330690947689176,-0.041344708046352006,-0.14857018357129173,0.020159279168171607,-1.4811040955819905,0.004146224806158365
1661,-0.1480052857362787,-0.6654351150195199,-0.7743930215317983,-1.5159677626323715,-0.8224316002181417,-0.16265001215808852,-0.6664452180610566,0.6415051512950555,0.7165105131492763,-0.5419948394595713,0.7684474355096043,1.011541473666183
1213,-0.15433615521478916,-0.6654351150195199,-0.8079288764739645,-0.13713111586967855,-0.8117954031794905,-0.16265001215808852,-0.6664452180610566,0.49772832075298606,0.5506241186175423,-0.49363749592170086,0.6857564108489251,1.011541473666183
1298,0.5851093998752763,1.5646027176562607,1.4473573683867105,0.025084960220046634,1.4384250328100778,-0.16265001215808852,1.667316014860333,-0.7969838399930178,-0.6408745693294645,0.28008000068422456,-1.4126394837661593,0.004146224806158365
1189,0.17233670987636993,-0.6654351150195199,-0.8330807676805894,1.1200434738257132,-0.7958411076215146,-0.16265001215808852,-0.6664452180610566,0.9420311579920126,1.0475343794383345,-0.6447541944775457,1.3197209332474658,0.11585375483621228
1095,-0.3759165869626685,-0.6654351150195199,-0.6318656380275921,0.10619299826490923,-0.625661955003101,-0.16265001215808852,1.667316014860333,-1.6935170590122377,-1.8378778396683821,0.6608940810449537,0.6661950931872591,0.26693361102439994
1662,-0.1480052857362787,-0.6654351150195199,-0.8414647314161308,-0.9887655153407574,-0.8676354376324077,-0.16265001215808852,-0.6664452180610566,0.6461896094330177,0.736544197364734,-0.5419948394595713,0.8262422376917998,1.011541473666183
2711,-0.1176171122394264,-0.6654351150195199,-0.6905533841763832,1.0389354357808507,-0.652584828757186,-0.16265001215808852,1.667316014860333,-1.6794636845983513,-1.835780855900035,0.14709730595508125,0.6430771723143812,0.04391096617517045
1776,0.5851093998752763,1.5646027176562607,1.4138215134445442,0.9983814167584266,1.4587002834150065,-0.16265001215808852,-0.4330690947689176,0.05378582644764882,-0.08678405468249696,-1.043702278664976,-1.4188635393857802,0.004146224806158365
1651,-0.1480052857362787,-0.6654351150195199,-0.8750005863582969,-1.1104275724080586,-0.9071887953698904,-0.16265001215808852,-0.4330690947689176,0.7160961385687606,0.8312829283275527,1.887961673318414,0.8689214762263437,1.011541473666183
1649,-0.1480052857362787,-0.6654351150195199,-0.8498486951516725,-1.0293195343631816,-0.8802659216158054,-0.16265001215808852,-0.4330690947689176,0.7168168244361395,0.8229324393928853,1.887961673318414,0.8146832772553606,0.5690933234007759
2599,0.28755853438526763,-0.6654351150195199,-0.8246968039450476,-0.38045523000426634,-0.8373887523037444,-0.16265001215808852,1.667316014860333,-0.3779050081122489,-2.0380274511293566,0.6850727528138889,1.108103042180351,-0.12795236229287396
1652,-0.1480052857362787,-0.6654351150195199,-0.8330807676805894,-0.9887655153407574,-0.8626497202705399,-0.16265001215808852,-0.4330690947689176,1.0580615826399984,1.209751052375461,0.17127597772401643,0.7764497927348316,1.011541473666183
900,-0.17459493754602431,-0.6654351150195199,-0.6989373479119245,-1.962061971879123,-0.7562877498840319,-0.16265001215808852,-0.6664452180610566,0.6778997875976847,0.7366190896421749,-0.6447541944775457,0.7657799831011958,0.1734079857650458
2679,0.34327018579616275,1.5646027176562607,1.405437549709003,0.06563897924248514,1.4021954866471733,-0.16265001215808852,-0.4330690947689176,-0.10872883664626927,-0.1916332430998457,3.102939929707406,-1.4837715479903995,0.004146224806158365
1214,-0.15433615521478916,-0.6654351150195199,-0.7576250940607152,-1.3131976675202077,-0.7928496772043939,-0.16265001215808852,-0.6664452180610566,0.38962544064616694,0.42379404677127086,-0.040287400254166376,0.6835335338419177,1.011541473666183
1659,-0.15433615521478916,-0.6654351150195199,-0.7240892391185494,-1.1104275724080586,-0.7596115614586101,-0.16265001215808852,-0.6664452180610566,0.37665309503334865,0.4015884865100252,0.9026807987343051,0.7804509713474452,1.011541473666183
1165,-0.15560232911049107,-0.6654351150195199,-0.6402496017631338,-1.06987355338562,-0.671198173574825,-0.16265001215808852,-0.6664452180610566,0.5027731218246376,0.5200306232829089,0.03829328299487287,0.5688330802803305,0.6423441627647456
891,0.16094114481505087,-0.6654351150195199,-0.6486335654986752,1.0794894548032892,-0.608710515972751,-0.16265001215808852,1.667316014860333,-2.0246722150727936,-2.1817831776772865,-0.16118075909884236,0.7150983873414246,0.004146224806158365
2763,0.033057581349131275,-0.6654351150195199,-0.8330807676805894,0.26840907435464884,-0.8237611248479727,-0.16265001215808852,1.667316014860333,-1.3039863476939995,-1.4962941622601482,2.317133097217013,1.1249969074336086,-0.44529999671991405
1270,0.14574705806662427,-0.6654351150195199,-0.7073213116474663,-1.1104275724080586,-0.7383391673813083,6.148170459575759,-0.4330690947689176,1.188145381701871,1.2958397252938485,-0.8865409121668973,-0.9093801293796602,2.151834673943696
1316,-0.10622154717810646,-0.6654351150195199,-0.7240892391185494,0.10619299826490923,-0.7200582037211273,-0.16265001215808852,-0.6664452180610566,0.6778997875976847,0.7250107866388257,-0.6447541944775457,0.6408542953073739,0.004146224806158365
1086,-0.32780197892598584,-0.6654351150195199,-0.6905533841763832,0.7145032836014004,-0.6645505504256681,-0.16265001215808852,-0.6664452180610566,0.6778997875976847,0.707860455104845,-0.6447541944775457,0.49770101605609063,-0.11436316887912153
2254,0.04698549420185505,-0.6654351150195199,-0.7324732028540908,0.7550573026238244,-0.7114162936272234,-0.16265001215808852,-0.6664452180610566,0.3860220113092729,0.40177571720362765,-0.4755034920949996,0.6524132557438125,-0.12795236229287396
1299,0.5851093998752763,1.5646027176562607,1.4305894409156277,-0.09657709684725446,1.4188145445200653,-0.16265001215808852,1.667316014860333,-0.9079694635693522,-0.7149055855798568,-0.3727441370770249,-1.4713234367511574,0.004146224806158365
659,0.03558992914053601,-0.6654351150195199,-0.7743930215317983,-1.6376298196996726,-0.8204373132733945,-0.16265001215808852,-0.6664452180610566,0.779876837831784,0.8737842957752994,1.1686461881925923,0.6097340172092687,-0.12795236229287396
2213,0.04698549420185505,-0.6654351150195199,-0.7240892391185494,1.4850296450276022,-0.6761838909366924,-0.16265001215808852,-0.6664452180610566,0.6670894995870027,0.6992852893378547,-0.5419948394595713,0.6835335338419184,-0.12795236229287396
1666,-0.1480052857362787,-0.6654351150195199,-0.6905533841763832,-1.1104275724080586,-0.7227172529807899,-0.16265001215808852,-0.6664452180610566,1.1906677822376968,1.289586220127528,-1.3580250116611334,0.7640016814955894,1.0726928440280687
654,0.16094114481505087,-0.6654351150195199,-0.6905533841763832,-0.42100924902670483,-0.7004477154311147,-0.16265001215808852,-0.6664452180610566,0.42565973401510665,0.4429664697961575,1.1686461881925923,0.5701668064845351,-0.12795236229287396
947,-0.10622154717810646,-0.6654351150195199,-0.5312580732010935,0.10619299826490923,-0.5229561773486286,-0.16265001215808852,-0.6664452180610566,0.38962544064616694,0.3678869616615917,0.7576087681206944,0.4865866310210531,0.004146224806158365
1930,-6.589031893173206,-0.6654351150195199,1.438973404651169,0.7956113216462629,1.475651722445356,-0.16265001215808852,1.667316014860333,-2.6920273282655574,-1.8654756439053772,-1.4063823551990036,0.9009309051272517,-0.013643264753663065
1650,-0.15433615521478916,-0.6654351150195199,-0.7995449127384232,-1.3537516865426462,-0.8433716131379854,-0.16265001215808852,-0.4330690947689176,1.0530167815683469,1.1936866588643744,0.17127597772401643,0.7826738483544526,1.5043495759943197
1094,-0.3759165869626685,-0.6654351150195199,-0.6737854567053001,0.22785505533221034,-0.6608943576936319,-0.16265001215808852,1.667316014860333,-1.7922510228431325,-1.9619743433880585,0.30425867245315974,0.5372682267808242,0.13743659143452489
1093,-0.3759165869626685,-0.6654351150195199,-0.7157052753830077,0.5117331884892367,-0.6987858096438256,-0.16265001215808852,1.667316014860333,-1.7738735332249733,-1.96208668180422,0.30425867245315974,0.7275464985806667,0.10146519710400397
1382,0.3812554026672274,1.5646027176562607,1.2126063837915477,0.06563897924248514,1.2120734645812896,-0.16265001215808852,-0.6664452180610566,0.03504799389580019,-0.09082823766430898,-1.3459356757766658,-1.3437302965489266,0.004146224806158365
1384,0.3812554026672274,1.5646027176562607,1.3048299848825042,-0.01546905880237746,1.2978278032054125,-0.16265001215808852,1.667316014860333,-1.080213385872884,-0.8407620578193958,-0.2034934346944788,-1.3948564677100992,0.004146224806158365
905,-0.2214433716870042,-0.6654351150195199,-0.6821694204408415,-0.7859954202285937,-0.7031067646907774,-0.16265001215808852,-0.6664452180610566,0.49772832075298606,0.5224646222997401,0.03829328299487287,0.6101785926106704,0.004146224806158365
1303,0.5851093998752763,1.5646027176562607,1.464125295857794,0.10619299826490923,1.4643507630917894,-0.16265001215808852,-0.6664452180610566,-0.03846196457683682,-0.14669787663526765,-0.7656475533222216,-1.4677668335399456,-0.24386018846899687
1297,0.5851093998752763,1.5646027176562607,1.405437549709003,0.06563897924248514,1.4028602489620894,-0.16265001215808852,1.667316014860333,-0.8643679685929351,-0.6876073504526257,0.08060595859050959,-1.5060003180604746,0.004146224806158365
1210,-0.15433615521478916,-0.6654351150195199,-0.8079288764739645,-1.3943057055650705,-0.8476925681849375,-0.16265001215808852,-0.6664452180610566,0.7860026677045038,0.8911218580028823,-1.309667668123263,0.823130209881989,1.011541473666183
903,-0.2214433716870042,-0.6654351150195199,-0.6821694204408415,-1.3943057055650705,-0.7253763022404526,-0.16265001215808852,-0.6664452180610566,0.38962544064616694,0.40889048356051916,0.7576087681206944,0.7079851809190001,0.004146224806158365
