nr,smax,smean
1829,0.7934166358262192,0.8270584350292352
1859,-2.103905220838265,-1.9320487079408177
403,-0.01032645459514616,-0.5282166506302035
1690,-1.406490999455517,-1.3418728938170974
986,1.004365406107684,1.0279440416957983
2540,1.2262204981403337,1.2392156916588652
1067,-0.07744228075628386,-0.5282166506302035
989,0.9885186138196376,1.0128532095555791
539,-0.17643812434396206,-0.5282166506302035
701,0.9931172907973452,1.017232509862937
2285,1.286780102394064,1.2968863423280554
1688,-1.5618206360201132,-1.5045846131422949
519,1.0043343339659427,1.0279144518288568
2181,0.2960137908320098,0.0007436467647222083
373,-2.254574036141671,-2.0755299727406653
3215,-2.032346078408126,-1.863903244374299
2734,-0.33319707942865634,-0.3587732365757908
3178,-0.19110417524584028,-0.06872448385408617
3199,-0.18995450600141336,-0.06752017626956276
1115,1.4328813128615039,1.4360178966874872
2891,0.9202841905558145,0.9478738617518127
2612,-0.1966350164757859,-0.5282166506302035
2148,-1.4591272075652242,-1.397010651876086
837,-0.008306765381963756,-0.5282166506302035
2291,-0.16248673270213293,-0.2612331991894808
3253,0.8159439385886382,0.8485110885618995
606,1.1145161485804773,1.1328401200037919
995,-2.008700178543022,-1.841385355631737
3820,-0.24374038335554732,-0.12386224191307478
3434,0.5667453618236732,0.6112003556902194
3174,-0.3163249064631481,-0.19989636400622568
2186,0.18881490182463703,0.3292503495504324
2564,0.7862389710839864,0.8202231757657242
3176,-0.12140936132017734,0.0042825948509383665
3030,0.28007378211873957,0.33820424328696225
1116,1.229483073023167,1.2423226276877342
2283,1.3212080354433884,1.329671914899355
2443,1.4353049399173226,1.4383259063089324
3224,0.6388638028051549,0.6798784368616868
3247,0.2967595222338002,0.3540940018346047
2168,0.20985074178347504,-0.5282166506302035
3840,0.5258233511504239,0.6822752160839569
3672,-1.4063832021170597,-0.9719675539488924
2439,1.0069443938722094,1.0304000006519518
1293,0.22821437755256418,0.3705222959605844
3845,0.8610606883969587,1.0334447979602432
2138,0.8211640584011711,0.8534821862080895
2543,0.7669431710626594,0.8018478683949869
3167,-0.13234675521310343,-0.0071746016288514415
3061,-0.03167301597139692,0.09828368415103236
2567,0.7216710605456328,0.7587354322610671
1940,0.22821437755256418,0.3705222959605844
2793,-1.9569339904020702,-1.7920886373070215
2309,-0.0254275154814021,0.10482600373182141
2150,-1.5412508781873941,-1.4830372720354175
3849,0.5173717285967993,0.6734219278950285
2547,0.8722777315655561,0.9021575173270312
2173,-0.09770131717159028,-0.22421627564553168
2558,0.7747422786397176,0.8092749249973299
1186,0.6013286555817038,0.7613689304188703
2557,0.6949179465064015,0.7332585568243442
2287,0.0693735889712049,-0.1287534469185223
2185,0.44643402900148565,0.5991128950445735
2137,1.1559663856633282,1.1723130025038944
2275,0.5953938765091219,0.6384822130103802
2159,-0.05000557959874465,-0.5282166506302035
2284,1.3749939127975226,1.3808919745752752
2164,-0.06973638960444957,-0.5282166506302035
2272,0.7624066383684345,0.7975277478215126
1861,-1.9905851199078626,-1.8241344632047805
1276,-0.20095404417782203,-0.07904247045662417
1680,-1.6844934516146368,-1.6330874872963015
2545,0.8296467530965372,0.861560219883148
2370,1.055789800689482,1.0769152714841566
629,-2.1013573052154815,-1.9296223388516063
1572,1.0991354384185499,1.1181931358676966
3838,0.5796403006462992,0.738649830581105
1180,0.0960956308686949,0.2321245703013048
2373,1.0428016454416318,1.064546707102565
1182,0.28687858116007714,0.43197453162491173
3246,0.3678215103960789,0.42176602753005765
702,-0.26710663394498046,-0.5282166506302035
2371,1.0432366554260095,1.0649609652397474
2307,-0.02328353770125465,0.10707187463268943
2299,-0.21919339137994603,-0.5282166506302035
632,-2.1705860370150254,-1.9955485623975044
708,1.0373018763534276,1.0593093006539007
3431,0.33951478926978423,0.39480965874625457
634,-2.16505519578508,-1.9902815660818987
2454,0.38525298191293,0.5350242022357491
3029,0.26472414409855344,0.3235868490178089
3839,0.1542937523500889,0.2930885731610957
2447,0.23508132087738423,0.7071454992483769
3159,0.46495302547928097,1.035504252699379
1117,1.4246161231583265,1.4281469920810197
988,0.9869960788743157,1.0114033060754408
710,-2.0543140826192023,-1.8848232803020148
1938,0.6146586043887077,0.7753323886286136
2286,0.146991799040891,-0.08440415434644322
3435,0.6494283309971859,0.689938991621833
3165,0.0338892031026775,0.41975391657802846
3451,0.6822715848177056,0.7212154809791105
3028,0.23281305453027182,0.29319805566877954
3834,-0.1155336193169036,0.010437583073461796
536,0.004650317724144736,-0.5282166506302035
1824,0.799662136316214,0.833005998284498
498,0.9255664546518299,0.9529041391318858
3123,0.4235338605381715,0.5751243899150132
2165,0.08550003053492271,-0.5282166506302035
730,1.077198506349215,1.097302689806923
2568,0.840553074847722,0.8719462631796516
3217,-1.9681510335706678,-1.8027705792729412
3441,0.5041660683567605,0.5516063636698249
736,-2.1241953293953126,-1.9513708910536864
2161,0.09531882732516321,-0.5282166506302035
1185,0.5901426845548476,0.7496513431099942
1277,-0.048607333220387655,0.08054455891953954
3710,1.4647172892557827,1.466335160083969
706,0.9939251664826181,1.0180018464034186
3194,-0.01613694510076319,0.11455811096891567
833,-0.08598711973513241,-0.5282166506302035
699,-0.17463594012296849,-0.5282166506302035
3458,0.37757816290283686,0.43105724574972193
840,-0.054977122277347516,-0.5282166506302035
1071,-0.17476022868993354,-0.5282166506302035
2176,-0.1189235899808759,-0.23634220311820178
2180,0.0838221348808943,-0.12049787404181425
1670,0.14652571691477204,-0.5282166506302035
3255,0.8122463537214274,0.8449898943958485
3463,0.7343484943760699,0.7708080979732421
688,-2.1213366923551167,-1.9486486232950588
3853,0.9741943564769135,0.9992122808954991
3512,0.2466240777717847,0.3898069221348376
1275,0.7545143143661525,0.9218347788431994
631,-2.252461130503265,-2.0735178617886363
544,-0.30355425620748716,-0.5282166506302035
