nr,smax,smean
3853,1.151574044701086,1.0002081816300918
832,-1.3422082542280815,-1.5474870057880072
2162,-1.3560113565883045,-1.5474870057880072
2869,-1.5464418351219948,-1.5474870057880072
1571,1.328463091061477,1.1336635823813226
2569,0.8196454125884287,0.7497818859896531
988,1.1785260739542227,1.0205423625137853
1829,0.7709747578206289,0.7130619088598765
882,0.8968381177309072,0.8080205593944062
3227,-0.6370071004688302,-0.3492016230812265
2560,0.801393917050504,0.736011894565987
1129,0.8120569771676429,0.7440567282651182
2445,0.017102949293577373,0.990189155612155
1055,-0.5242926674514657,-0.13583091726476146
2444,0.051970501701154734,1.0296483245842738
2273,0.5446954636783979,0.5423436280911977
2543,0.7152390080058904,0.6710116124693261
3252,0.615346414147785,0.5956468206989379
3836,0.2804412836588715,0.3429748812958587
3126,-0.4481466430566817,-0.07263702113980687
880,1.4118050455966613,1.196541607735268
3431,-0.18464476482456083,-0.00791312596777909
2616,-0.406279413148897,-0.03789123632883569
3229,0.09965989326799071,0.2065828694704048
2287,-0.753384916103126,-0.8811970981912552
3831,-1.2052500783922404,-0.7009602491574571
1276,-1.3225175726620766,-0.7982810208014371
515,1.2340655711287678,1.062444594480425
1824,0.7841236847135424,0.7229822252618726
2290,-1.1248911639879857,-1.0493686708686756
2371,1.2969318335371762,1.1098745649397197
1062,-1.178664387400797,-0.6788966758024901
2551,0.8859788049735757,0.7998276612713648
3821,-1.3662164938783272,-0.8345469336978886
2622,-1.0430538130276126,-1.5474870057880072
3259,-0.3072372473982935,-0.10040403610380233
1674,-1.2442781867719035,-1.5474870057880072
1064,-0.695621222339729,-1.5474870057880072
3225,0.022270935485319703,0.14819613164174136
2156,-0.6585294733433009,-1.5474870057880072
3255,0.8106177911395627,0.7429709224897751
2540,1.682175766235528,1.400525029075814
3529,-1.178137267855275,-0.678459217142371
1051,0.3260046049569528,0.5698342561305603
3122,-0.43983861462185575,-0.06574215446638007
1115,2.117267869542837,1.7287838568851475
986,1.215094482576803,1.0481317001690875
2546,0.4736520079286254,0.4887443066356368
1122,0.35289121666335854,0.3976353311227773
1198,1.140649314397023,0.9919659286990798
1574,1.6275521147152154,1.359313764420756
3710,2.1842935509663683,1.7793519353447795
702,-1.4617915296521924,-1.5474870057880072
3193,-0.9621323077214721,-0.4991958199832478
2891,1.0380746011229505,0.9145775898019166
840,-1.0151859381202433,-1.5474870057880072
1067,-1.062482824406694,-1.5474870057880072
3253,0.8184024792005414,0.7488441446382206
834,-1.4115508537628505,-1.5474870057880072
1196,1.0741850869184149,0.9418214438014282
1119,0.11163130431974821,0.21561479932893873
3124,-0.9065928105469262,-0.4531033648199436
