nr,Fibre Volume Fraction,Cut angle ,taverage,waverage,area,Lnominal,R-value1,Ffatigue,smax,f,E
2217,0.04940370361378276,-0.6764276484550528,-0.7157931915488821,1.1204844182929405,-0.6842146103870757,-0.1499063377991721,-0.6400008956287022,0.6470863232568633,0.6735342179112239,-0.491408580062123,0.7781386955738725
1160,-0.13170710571522923,-0.6764276484550528,-0.7073480754551511,-2.091994537745433,-0.7631935068373532,-0.1499063377991721,-0.6400008956287022,0.7761285307928016,0.8436390297806932,-0.9084660090121848,0.6151099014945911
1394,0.3906805347983834,1.557420109950948,1.2941444387591288,-0.25017326961676684,1.2679304335189372,-0.1499063377991721,1.7371452881350489,-1.278282068728215,-0.9878697017300145,-1.8709062296661736,-1.400032897452595
549,0.08266895430686613,-0.6764276484550528,-0.7242383076426134,-0.8498360080772658,-0.7428656052193494,-0.1499063377991721,-0.6400008956287022,0.6650495851013548,0.7137491108090162,1.3243953029050692,0.7331498753498082
1325,-0.3460831657373255,-0.6764276484550528,-0.7157931915488821,0.6493208380739814,-0.6902130075858312,-0.1499063377991721,-0.6400008956287022,0.9418304563787222,0.9973459051894731,-1.1009540531429827,0.6894973567165578
647,0.17630447477628802,-0.6764276484550528,-0.7073480754551511,-0.33583937511112166,-0.7112073977814743,-0.1499063377991721,-0.6400008956287022,0.6650495851013548,0.7035907603797726,1.3243953029050692,0.568784779679713
898,-0.15018780054472097,-0.6764276484550528,-0.7157931915488821,-1.4494987465377647,-0.7491972467069242,-0.1499063377991721,-0.6400008956287022,0.6650495851013548,0.71572751613606,-0.2796717315182454,0.6400541978564478
1191,0.18739289167398218,-0.6764276484550528,-0.8171345846736559,1.2489835765344803,-0.7741905683684045,-0.1499063377991721,-0.6400008956287022,0.933765318407726,1.0234456370039342,-0.6004851384029084,0.9763567648779172
2706,-0.09474571605624751,-0.6764276484550528,-0.6989029593614198,1.1204844182929405,-0.6622204873249732,-0.1499063377991721,1.7371452881350489,-1.7332291697284972,-1.8917346123949617,0.7918450474765287,0.7736843569378262
650,0.17630447477628802,-0.6764276484550528,-0.7073480754551511,-0.33583937511112166,-0.7112073977814743,-0.1499063377991721,-0.6400008956287022,0.48175099485144246,0.5033533135291763,1.3243953029050692,0.5955108114959884
1079,-0.29926540550261455,-0.6764276484550528,-0.6735676110802266,0.47798862708527184,-0.6562220901262177,-0.1499063377991721,-0.6400008956287022,0.8113218601207846,0.8437531685495611,-0.6004851384029084,0.460989784687401
1153,0.14919945569303464,-0.6764276484550528,-0.7495736559238066,1.7629802095006093,-0.6945451833404875,-0.1499063377991721,1.7371452881350489,-1.5345334978975922,-1.691953720619837,0.40686895921493316,0.4235733401446149
1771,-6.391734467624826,-0.6764276484550528,1.420821180165096,1.2489835765344803,1.4668772739443205,-0.1499063377991721,1.7371452881350489,-3.037948535127373,-2.101027068242412,-1.4987626776799645,0.9892743469224501
548,0.08266895430686613,-0.6764276484550528,-0.6060066823303774,-1.5779979047792891,-0.6492239600610035,-0.1499063377991721,-0.6400008956287022,0.6650495851013548,0.6843393546973858,1.3243953029050692,0.5082057742294881
1323,0.5890399926349205,1.557420109950948,1.446156528446289,0.0924911523606676,1.437551776528183,-0.1499063377991721,-0.6400008956287022,0.022771324865662208,-0.119083439363804,-1.3447722423753266,-1.4539303949487512
1382,0.3906805347983834,1.557420109950948,1.2096932778218177,0.17815725785502243,1.2062802400872863,-0.1499063377991721,-0.6400008956287022,0.011040215089667814,-0.1191214856200933,-1.3447722423753266,-1.3265363099578371
