nr,Fibre Volume Fraction,Cut angle ,taverage,waverage,area,Lnominal,R-value1,Fmax,smax,Ncycles,f,E,Temp.
1770,0.0,0.0,6.4,25.29,161.75,145.0,10.0,-76.67,-474.0,4.893573138568593,0.6,41.36,38.8
1771,0.0,0.0,6.32,25.37,160.36,145.0,10.0,-76.01,-474.0,4.269396182694991,0.6,41.97,34.4
1772,56.66,90.0,6.27,25.22,158.11,145.0,-1.0,2.8,17.69,5.6721412852125805,5.89,16.14,30.443137254901963
1773,56.66,90.0,6.28,25.24,158.42,145.0,0.1,7.6,48.0,0.6020599913279624,0.02,15.64,30.443137254901963
1774,56.66,90.0,6.31,25.22,159.05,145.0,0.1,7.64,48.0,1.919078092376074,1.34,14.92,30.443137254901963
1775,56.66,90.0,6.32,25.24,159.5,145.0,0.1,7.66,48.0,2.0530784434834195,1.34,14.93,30.443137254901963
1776,56.66,90.0,6.31,25.35,159.96,145.0,0.1,7.68,48.0,2.8785217955012063,1.34,15.13,30.443137254901963
1777,56.66,90.0,6.31,25.09,158.3,145.0,0.1,7.6,48.0,2.9222062774390163,1.34,15.02,30.443137254901963
1778,0.0,0.0,6.35,25.17,159.89,145.0,10.0,-77.56,-485.1,1.9030899869919435,0.5,41.43,30.443137254901963
1779,0.0,0.0,6.25,25.34,158.48,145.0,10.0,-80.0,-504.79,2.942008053022313,2.0,41.02,30.443137254901963
1789,53.73,90.0,6.3,25.37,159.89,145.0,0.1,5.04,31.5,4.956869269489412,3.1,14.43,30.443137254901963
1790,56.59,60.0,6.06,25.19,152.59,145.0,0.1,8.29,54.35,3.598133645813238,1.5,14.62,27.0
1791,56.59,60.0,6.14,25.21,154.71,145.0,0.1,8.41,54.35,3.3830969299490943,2.0,13.93,27.3
1792,56.59,60.0,6.07,25.2,152.86,145.0,0.1,8.31,54.35,3.5990092398233435,2.0,14.49,30.443137254901963
1793,56.59,60.0,6.05,25.19,152.5,145.0,0.1,8.29,54.35,3.5692568333286103,1.0,13.55,30.443137254901963
1794,56.59,60.0,6.05,25.19,152.5,145.0,0.1,8.29,54.35,3.3725438007590705,2.0,13.87,30.443137254901963
1795,56.59,10.0,6.21,25.23,156.76,145.0,0.1,44.35,282.92,3.0770043267933502,1.5,36.4,30.443137254901963
1796,56.59,10.0,6.13,25.19,154.35,145.0,0.1,43.69,283.03,3.1341771075767664,1.5,36.31,30.443137254901963
1797,56.59,10.0,6.15,25.23,155.23,145.0,0.1,43.92,282.92,3.185542154854375,1.5,36.66,31.8
1798,56.59,10.0,6.08,25.09,152.46,145.0,0.1,43.13,282.92,3.070037866607755,1.5,36.2,30.443137254901963
1799,56.59,10.0,6.17,25.11,154.85,145.0,0.1,43.81,282.92,3.0141003215196207,1.5,36.71,34.2
1802,53.73,90.0,6.39,25.5,163.03,145.0,0.1,5.07,31.1,5.192034711788002,3.1,13.88,30.443137254901963
1920,56.59,60.0,6.06,25.18,152.67,145.0,0.1,5.14,33.67,5.7553968688013954,5.2,13.06,30.443137254901963
1921,56.59,60.0,6.13,25.16,154.31,145.0,0.1,5.2,33.7,5.5449741534889725,5.2,14.15,30.443137254901963
1922,53.73,90.0,6.25,25.48,159.23,145.0,0.1,6.48,40.67,3.911956189072687,1.86,14.26,30.443137254901963
1923,53.73,90.0,6.28,25.55,160.39,145.0,0.1,6.52,40.67,3.946746935033585,1.86,14.08,30.443137254901963
1924,53.73,90.0,6.27,25.5,159.95,145.0,0.1,6.51,40.67,3.9928185200666797,1.86,14.5,30.443137254901963
1926,56.66,90.0,6.32,25.18,159.05,145.0,-1.0,5.67,35.65,3.699837725867246,1.45,15.465,30.443137254901963
1927,56.66,90.0,6.38,25.13,160.41,145.0,-1.0,5.72,35.65,3.530071568837378,1.45,14.92,30.443137254901963
1928,56.66,90.0,6.33,25.03,158.54,145.0,-1.0,5.65,35.65,3.91301868374796,1.45,15.275,30.443137254901963
1929,0.0,0.0,6.37,25.04,159.48,145.0,10.0,-71.77,-450.02,4.105782597814442,0.67,42.35,30.443137254901963
1930,0.0,0.0,6.34,25.3,160.47,145.0,10.0,-68.52,-427.0,6.140764710008936,0.74,41.22,29.9
1950,53.31,0.0,3.69,25.11,92.66,145.0,10.0,-38.53,-415.79,2.776701183988411,1.58,39.98,23.0
1951,53.31,0.0,3.68,25.16,92.59,145.0,10.0,-35.71,-385.7,4.548082170520596,1.86,40.6,23.0
1952,53.31,0.0,3.76,25.13,94.49,145.0,10.0,-32.07,-339.44,4.872907622279761,2.34,39.47,23.0
1955,53.31,0.0,3.73,25.11,93.66,145.0,10.0,-22.43,-239.48,5.82911650328449,4.83,40.59,23.0
2210,51.94,0.0,3.82,10.32,39.96,136.0,1.0,-23.5,-596.4,0.0,0.0,37.2,28.12142857142857
2212,51.94,0.0,3.88,9.79,37.95,136.0,1.0,-25.5,-671.89,0.0,0.0,39.95,28.12142857142857
2213,52.41,0.0,3.76,25.47,95.73,145.0,-1.0,24.7,257.92,4.274827255438105,2.17,38.775000000000006,28.12142857142857
2214,52.28,0.0,3.76,25.23,94.79,145.0,-1.0,16.89,178.04,6.140644092283868,2.28,39.400000000000006,28.12142857142857
2215,52.41,0.0,3.78,25.36,95.62,145.0,-1.0,24.58,256.75,4.668665415454492,2.17,37.625,28.12142857142857
2217,52.28,0.0,3.79,25.34,95.81,145.0,-1.0,24.51,255.26,4.8477823530039865,2.17,39.6,28.12142857142857
2219,54.75,90.0,6.32,24.97,157.62,145.0,1.0,-23.3,-147.8,0.0,0.0,15.75,28.12142857142857
2220,54.75,90.0,6.42,25.03,160.5,145.0,1.0,-24.77,-154.18,0.0,0.0,14.75,28.12142857142857
2221,55.4,90.0,5.96,25.2,149.47,145.0,1.0,-23.0,-153.3,0.0,0.0,16.95,28.12142857142857
2222,55.4,90.0,6.06,25.26,152.71,145.0,1.0,-22.69,-148.27,0.0,0.0,16.4,28.12142857142857
2224,53.62,0.0,3.57,25.24,90.0,145.0,1.0,-39.04,-433.35,0.0,0.0,42.65,28.12142857142857
2226,52.97,0.0,3.71,25.17,93.03,145.0,1.0,-40.87,-438.35,0.0,0.0,42.05,28.12142857142857
2227,52.47,0.0,3.77,25.43,95.67,145.0,1.0,-35.75,-373.39,0.0,0.0,39.05,28.12142857142857
2228,54.75,90.0,6.24,25.07,156.19,145.0,1.0,-13.91,-88.98,0.0,0.0,11.5,60.08
2229,54.75,90.0,6.27,24.99,156.44,145.0,1.0,-15.13,-96.63,0.0,0.0,10.75,60.08
2230,54.75,90.0,6.3,24.98,157.12,145.0,1.0,-14.52,-92.32,0.0,0.0,11.15,60.08
2231,54.75,90.0,6.38,25.02,159.56,145.0,1.0,-15.01,-94.01,0.0,0.0,11.0,60.08
2232,54.75,90.0,6.11,25.05,152.93,145.0,1.0,9.39,61.38,0.0,0.0,10.0,60.08
2233,54.75,90.0,6.17,25.11,154.81,145.0,1.0,7.93,51.18,0.0,0.0,10.6,60.08
2234,54.75,90.0,6.19,24.94,154.13,145.0,1.0,8.5,55.1,0.0,0.0,9.3,60.08
2236,54.75,90.0,6.26,24.95,155.94,145.0,1.0,9.15,58.58,0.0,0.0,10.6,60.08
2239,51.61,30.0,3.82,24.78,94.58,145.0,1.0,6.95,73.46,0.0,0.0,8.4,60.08
2240,51.61,30.0,3.82,24.86,94.77,145.0,1.0,6.95,73.24,0.0,0.0,9.05,60.08
2241,51.61,30.0,3.83,24.99,95.56,145.0,1.0,6.47,67.56,0.0,0.0,7.9,60.08
2242,51.61,30.0,3.85,24.55,94.36,145.0,1.0,6.83,72.38,0.0,0.0,8.5,60.08
2244,52.41,0.0,3.64,25.38,92.09,145.0,-1.0,17.0,184.05,5.992979650690281,4.56,39.575,28.12142857142857
2245,53.4,0.0,3.65,25.38,92.29,145.0,-1.0,24.66,266.62,4.891258616904139,2.17,40.25,28.12142857142857
2247,52.41,0.0,3.68,25.34,92.9,145.0,-1.0,40.0,429.53,1.505149978319906,0.41,39.455,28.12142857142857
2248,52.41,0.0,3.68,25.49,93.6,145.0,-1.0,24.7,263.73,4.282191456275556,2.17,39.625,28.12142857142857
2250,52.41,0.0,3.71,25.3,93.55,145.0,-1.0,40.0,426.73,2.823474229170301,0.41,39.825,28.12142857142857
2251,52.28,0.0,3.72,25.37,94.26,145.0,-1.0,24.58,260.5,4.833344763389635,2.17,39.1,28.12142857142857
2252,52.41,0.0,3.72,25.33,94.19,145.0,-1.0,17.0,180.41,5.019386341792188,2.28,38.775000000000006,28.12142857142857
2253,52.41,0.0,3.73,25.44,94.7,145.0,-1.0,17.0,179.15,5.928097172117339,4.56,39.025,28.12142857142857
2254,52.41,0.0,3.75,25.29,94.67,145.0,-1.0,16.9,178.47,5.999621564673743,2.28,38.425,28.12142857142857
2279,50.82,0.0,3.63,24.77,89.8,145.0,-1.0,12.38,137.84,7.29786122948452,8.09,39.955,43.0
2367,56.59,60.0,6.14,25.22,154.83,145.0,0.1,5.22,33.71,5.628742353007628,5.2,13.23,30.443137254901963
2368,56.59,60.0,6.09,25.22,153.49,145.0,0.1,5.17,33.68,6.012196695282973,5.2,14.09,30.443137254901963
2401,51.94,0.0,3.92,10.01,39.24,136.0,1.0,-24.4,-621.83,0.0,0.0,36.1,28.12142857142857
2416,52.97,0.0,3.6,25.21,90.56,145.0,1.0,-38.31,-422.69,0.0,0.0,44.25,61.3
2441,52.38,0.0,3.69,25.6,94.26,145.0,1.0,109.1,1156.5,0.0,0.0,49.3,28.12142857142857
2575,52.38,0.0,3.73,25.6,95.36,145.0,1.0,84.18,882.94,0.0,0.0,39.8,28.12142857142857
2577,53.62,0.0,3.7,25.23,93.04,145.0,1.0,99.31,1065.26,0.0,0.0,39.55,28.12142857142857
2597,53.84,0.0,3.58,24.92,89.14,145.0,10.0,-35.0,-392.4,4.962170376600235,5.1,43.85,28.12142857142857
2598,52.3,0.0,3.58,25.21,90.14,145.0,10.0,-35.0,-387.88,5.88349563358854,5.1,43.35,28.12142857142857
2599,54.31,0.0,3.64,25.01,90.88,145.0,10.0,-43.0,-473.08,5.69320970751774,4.2,43.55,28.12142857142857
2600,54.31,0.0,3.61,24.93,89.8,145.0,10.0,-35.0,-389.52,5.9627991549544275,5.1,43.61,22.7
2679,54.75,90.0,6.3,25.12,158.26,145.0,0.1,3.17,20.0,6.129639307477761,8.2,14.4,30.443137254901963
2706,51.11,0.0,3.81,25.34,96.47,145.0,10.0,-40.42,-418.99,4.797848981363836,4.17,39.55,30.443137254901963
2707,51.11,0.0,3.77,25.3,95.29,145.0,10.0,-39.93,-419.0,0.3010299956639812,0.02,39.61,30.443137254901963
2709,51.11,0.0,3.76,25.37,95.38,145.0,10.0,-35.91,-376.49,0.0,0.02,39.66,30.443137254901963
2711,51.11,0.0,3.8,25.36,96.44,145.0,10.0,-40.42,-419.07,3.6058435390580894,3.31,38.32,30.7
2712,51.11,0.0,3.79,25.31,95.92,145.0,10.0,-42.24,-440.34,5.554016448585713,3.0,39.2,33.5
2713,51.11,0.0,3.78,25.34,95.79,145.0,10.0,-40.14,-419.05,4.969755945482622,3.31,39.08,28.4
2715,49.07,0.0,3.88,25.13,97.42,145.0,10.0,-42.89,-440.28,5.036660827605983,3.78,36.9,30.443137254901963
2718,51.2,0.0,3.74,25.24,94.31,145.0,10.0,-41.52,-440.27,3.663229634532868,3.78,39.81,30.443137254901963
2842,53.84,0.0,3.59,25.03,89.79,145.0,-1.0,16.73,186.18,5.784948770260692,4.56,44.6,26.3
2892,52.89,0.0,3.72,25.25,93.85,145.0,1.0,87.77,935.27,0.0,0.0,38.38,27.59130434782608
2893,52.89,0.0,3.74,25.19,94.22,145.0,1.0,84.58,897.62,0.0,0.0,41.51,27.59130434782608
2894,52.89,0.0,3.67,25.22,92.55,145.0,1.0,81.74,883.23,0.0,0.0,35.18,27.59130434782608
2895,52.38,0.0,3.78,25.21,95.38,145.0,1.0,87.79,920.44,0.0,0.0,37.71,27.59130434782608
2910,52.89,0.0,3.68,25.2,92.72,145.0,1.0,87.26,940.99,0.0,0.0,37.7,27.59130434782608
2911,52.89,0.0,3.65,25.17,91.88,145.0,1.0,86.18,920.42,0.0,0.0,38.6,27.59130434782608
2912,52.89,0.0,3.71,25.23,93.68,145.0,1.0,79.0,843.38,0.0,0.0,38.75,27.59130434782608
2913,52.89,0.0,3.73,25.25,94.17,145.0,1.0,-42.33,-460.12,0.0,0.0,42.34,27.59130434782608
2914,52.89,0.0,3.65,25.24,92.04,145.0,1.0,-39.16,-425.33,0.0,0.0,39.15,27.59130434782608
2915,52.89,0.0,3.67,25.17,92.3,145.0,1.0,86.13,933.16,0.0,0.0,39.91,27.59130434782608
2916,52.04,0.0,3.7,25.28,93.63,145.0,1.0,86.13,919.9,0.0,0.0,39.4,27.59130434782608
3051,53.84,0.0,3.63,24.98,90.64,145.0,0.1,26.31,290.27,5.609154556764665,6.19,40.83,31.2
3053,52.3,0.0,3.64,25.2,91.62,145.0,0.1,26.52,289.46,5.749266219519278,6.19,39.8,27.6
3064,52.38,0.0,3.67,25.51,93.58,145.0,0.1,26.84,286.83,5.556151677886138,6.19,38.325,26.3
3201,52.38,0.0,3.62,25.61,92.61,145.0,0.1,21.29,229.89,6.463868661843904,9.93,40.455,33.7
3202,53.62,0.0,3.66,25.25,92.07,145.0,10.0,-43.56,-473.12,3.9030899869919438,4.2,40.150000000000006,34.1
3204,53.4,0.0,3.74,25.43,95.07,145.0,10.0,-44.98,-473.12,4.4276808163314625,4.2,38.46,32.4
3713,53.73,90.0,6.21,25.43,157.92,145.0,1.0,39.51,250.1894943,0.0,0.0,16.32,-36.78
3714,53.73,90.0,6.21,25.44,157.98,145.0,1.0,37.34,236.3554421,0.0,0.0,16.31,-36.78
3715,53.73,90.0,6.2,25.3,156.86,145.0,1.0,37.77,240.7879638,0.0,0.0,16.84,-36.78
3716,53.73,90.0,6.2,25.44,157.73,145.0,1.0,37.79,239.5896734,0.0,0.0,16.5,-36.78
3717,53.73,90.0,6.21,25.34,157.36,145.0,1.0,34.34,218.223783,0.0,0.0,16.45,-36.78
3718,53.73,90.0,6.16,25.46,156.83,145.0,1.0,10.42,66.43984452,0.0,0.0,16.08,-36.78
3719,53.73,90.0,6.18,25.5,157.59,145.0,1.0,10.4,65.99403515,0.0,0.0,16.09,-36.78
3720,53.73,90.0,6.15,25.52,156.95,145.0,1.0,9.84,62.69592476,0.0,0.0,15.87,-36.78
3721,53.73,90.0,6.15,25.52,156.95,145.0,1.0,10.16,64.73481663,0.0,0.0,16.2,-36.78
3722,53.73,90.0,6.15,25.52,156.95,145.0,1.0,10.43,66.45513164,0.0,0.0,16.1,-36.78
3723,51.61,30.0,3.85,24.71,95.13,145.0,1.0,14.48,152.2071615,0.0,0.0,19.15,-36.78
3724,51.61,30.0,3.89,24.5,95.31,145.0,1.0,14.16,148.5756256,0.0,0.0,18.4,-36.78
3725,51.61,30.0,3.88,24.76,96.07,145.0,1.0,14.9,155.0971804,0.0,0.0,18.1,-36.78
3726,51.61,30.0,3.86,24.76,95.57,145.0,1.0,14.9,155.9007927,0.0,0.0,18.29,-36.78
3727,51.61,30.0,3.9,24.69,96.29,145.0,1.0,14.6,151.6237239,0.0,0.0,18.88,-36.78
3728,53.5,0.0,3.86,25.35,97.85,145.0,1.0,97.3,994.3689896,0.0,0.0,36.42,-36.78
3729,53.5,0.0,3.85,25.34,97.56,145.0,1.0,93.8,961.4694698,0.0,0.0,37.37,-36.78
3730,53.5,0.0,3.83,25.41,97.32,145.0,1.0,92.7,952.5248073,0.0,0.0,37.61,-36.78
3731,53.5,0.0,3.82,25.42,97.1,145.0,1.0,93.4,961.8513682,0.0,0.0,38.59,-36.78
3732,53.5,0.0,3.78,25.28,95.56,145.0,1.0,97.1,1016.132543,0.0,0.0,38.12,-36.78
3743,53.28,0.0,3.75,25.35,95.06,145.0,-1.0,20.28,213.3333333,5.992222921767967,3.2,37.93,-30.0
3744,53.28,0.0,3.75,25.37,95.14,145.0,-1.0,20.3,213.3333333,5.5550956583105675,3.2,37.0,-37.1
3745,53.28,0.0,3.75,25.4,95.25,145.0,-1.0,24.64,258.687664,5.151188984260521,2.2,37.19,-40.7
3746,53.28,0.0,3.75,25.4,95.25,145.0,-1.0,24.64,258.687664,4.905477460877743,2.2,37.4,-37.0
3747,53.28,0.0,3.75,25.23,94.61,145.0,-1.0,24.47,258.6529533,4.951619184484154,2.2,39.16,-38.8
3748,53.28,0.0,3.75,25.44,95.4,145.0,0.1,46.05,482.7044025,3.8661691476337707,3.2,36.44,-38.3
3749,53.28,0.0,3.75,25.34,95.03,145.0,0.1,45.87,482.715075,3.630427875025024,3.2,39.44,-36.2
3785,54.6,90.0,6.04,25.0,150.9,145.0,1.0,6.68,44.23560542,0.0,0.0,15.06,30.443137254901963
3786,54.6,90.0,6.07,25.03,152.0,145.0,1.0,6.34,41.70523999,0.0,0.0,13.61,30.443137254901963
3788,54.6,90.0,6.09,24.93,151.72,145.0,1.0,6.41,42.24220181,0.0,0.0,14.77,30.443137254901963
3789,54.6,90.0,6.07,25.21,153.11,145.0,1.0,7.26,47.43034471,0.0,0.0,13.89,30.443137254901963
3790,54.6,90.0,6.05,24.83,150.24,145.0,1.0,7.05,46.89111986,0.0,0.0,15.0,30.443137254901963
3791,54.6,90.0,6.19,24.98,154.69,145.0,1.0,-25.58,-165.3901014,0.0,0.0,15.29,30.443137254901963
3792,54.6,90.0,6.06,24.84,150.63,145.0,1.0,-25.14,-166.8952447,0.0,0.0,15.35,30.443137254901963
3793,54.6,90.0,6.04,24.96,150.66,145.0,1.0,-25.28,-167.7739667,0.0,0.0,15.13,30.443137254901963
3794,54.6,90.0,6.08,24.81,150.78,145.0,1.0,-25.55,-169.4627989,0.0,0.0,15.59,30.443137254901963
3795,54.6,90.0,6.07,25.0,151.73,145.0,1.0,-26.34,-173.5717426,0.0,0.0,16.14,30.443137254901963
3796,52.41,0.0,3.89,25.24,98.2,145.0,1.0,-52.0,-529.5093481,0.0,0.0,39.91,30.443137254901963
3797,52.41,0.0,3.85,25.02,96.23,145.0,1.0,-46.71,-485.374857,0.0,0.0,40.76,30.443137254901963
3798,52.41,0.0,3.86,25.16,97.05,145.0,1.0,86.36,889.8406527,0.0,0.0,41.5,30.443137254901963
3799,52.41,0.0,3.88,25.12,97.47,145.0,1.0,-49.65,-509.3899796,0.0,0.0,41.32,30.443137254901963
3800,52.41,0.0,3.84,25.16,96.63,145.0,1.0,86.27,892.7920917,0.0,0.0,42.1,30.443137254901963
3801,52.41,0.0,3.87,25.14,97.36,145.0,1.0,85.9,882.2681561,0.0,0.0,39.59,30.443137254901963
3802,52.41,0.0,3.91,25.17,98.32,145.0,1.0,91.26,928.2146328,0.0,0.0,40.34,30.443137254901963
3803,52.41,0.0,3.89,25.1,97.54,145.0,1.0,-50.43,-516.9855518,0.0,0.0,40.6,30.443137254901963
3804,52.41,0.0,3.89,25.15,97.93,145.0,1.0,-49.36,-504.0727374,0.0,0.0,39.33,30.443137254901963
3805,52.41,0.0,3.83,25.07,96.02,145.0,1.0,90.98,947.4880257,0.0,0.0,42.38,30.443137254901963
3931,52.41,0.0,3.83,25.76,98.66,145.0,1.0,-63.41,-642.7241984,0.0,0.0,40.3,23.0
3932,52.41,0.0,3.9,25.63,99.96,145.0,1.0,-57.11,-571.3439897,0.0,0.0,39.63,23.0
3933,52.41,0.0,3.9,25.57,99.72,145.0,1.0,-65.33,-655.1099179,0.0,0.0,39.74,23.0
3934,52.41,0.0,3.91,25.46,99.55,145.0,1.0,-61.59,-618.7390424,0.0,0.0,42.2,23.0
3935,52.41,0.0,3.81,25.42,96.85,145.0,1.0,-55.4,-572.0174042,0.0,0.0,40.42,23.0
