nr,Fibre Volume Fraction,Cut angle ,taverage,waverage,Lnominal,R-value1,smax,Ncycles,f,E,Temp.
1306,0.5519687401760278,1.830864424866676,1.6091122703701952,-0.11345454918673287,-0.14334554477024886,-0.6065231062994227,-0.2684973944143377,0.7781512503836436,-0.37595151878185445,0.04360173101756727,-0.29848809673837634
3052,0.15636302932999233,-0.5750044568052618,-0.759712967027474,-0.44778785606081684,-0.14334554477024886,-0.3519542532329044,0.672205833835189,5.041112277305815,1.7760108616960741,0.04360173101756727,-0.13452255797265752
661,0.1581777344256166,-0.5750044568052618,-0.7082167662144812,-2.955287657616506,-0.14334554477024886,-0.6065231062994227,0.5494447786861903,3.387389826338729,1.0646677414825365,0.80040710841394,-0.08152359594737495
1268,0.2371174060852611,-0.5750044568052618,-0.6481378652659897,-0.9074961530126897,6.976149845485451,-0.3519542532329044,0.835635964362072,4.257846501591155,-0.5493040438759098,-1.0811528340112933,2.280242649304289
560,0.026611614992875166,-0.5750044568052618,-0.6824686658079849,-1.2836211232460415,-0.14334554477024886,-0.6065231062994227,0.7261799913339196,3.0281644194244697,1.0646677414825365,0.04360173101756727,0.08906681307150417
2600,0.3387408914402064,-0.5750044568052618,-0.7854610674339707,-0.7403294995756476,-0.14334554477024886,1.93916542436576,-1.8869682903609148,5.962799154954428,1.1244444742735897,1.256634814883714,-0.4997185306781218
662,0.1581777344256166,-0.5750044568052618,-0.7082167662144812,-1.7015377568386614,-0.14334554477024886,-0.6065231062994227,0.5376850460468021,3.36285930295868,1.0646677414825365,0.8241795055359792,-0.08152359594737495
1269,0.2371174060852611,-0.5750044568052618,-0.6567205654014887,-0.6149545094978588,6.976149845485451,-0.3519542532329044,0.9719659417872879,4.100852826657301,-0.788410975040124,-1.0811528340112933,2.280242649304289
1144,0.22804388060714154,-0.5750044568052618,-0.6824686658079849,1.3910453317466895,-0.14334554477024886,-0.6065231062994227,0.2564314404214328,6.16370241453279,0.6641636317824776,0.4600066134536759,-0.21650532735551692
1267,0.2371174060852611,-0.5750044568052618,-0.7167994663499802,-0.6149545094978588,6.976149845485451,-0.3519542532329044,1.4039099675802031,3.563955464995813,-0.13086691433853478,-0.9547039131493823,2.280242649304289
1791,0.5456172723413444,1.0289081309760302,1.385962066847226,0.4298370744836758,-0.14334554477024886,-0.3519542532329044,-0.21395786515409784,3.3830969299490943,-0.7286342422490704,-1.7457683620614965,-0.15688149507707375
1666,0.026611614992875166,-0.5750044568052618,-0.6223897648594935,-1.1582461331682674,-0.14334554477024886,-0.6065231062994227,1.1474950280104648,2.401400540781544,-1.4339996891835025,0.8590794076938665,1.1622957940834802
1108,0.05655424907067193,-0.5750044568052618,-0.6738859656724859,0.09550376760957703,-0.14334554477024886,-0.3519542532329044,0.6046250626094737,6.2581867139513845,2.080872198930447,0.04360173101756727,0.055325144350294286
1391,0.4058849799782946,1.830864424866676,1.4117101672537224,-0.4895795194200847,-0.14334554477024886,-0.6065231062994227,-0.31723244025641784,4.032659046039924,-0.4058398851773812,-1.5555891850851824,0.055325144350294286
1377,0.4058849799782946,1.830864424866676,1.343048566169732,-0.5313711827793378,-0.14334554477024886,1.93916542436576,-0.9967716061395301,2.439332693830263,-0.29226409287437943,-1.5232182613445335,0.055325144350294286
2715,-0.13671184361328606,-0.5750044568052618,-0.553728163775503,0.09550376760957703,-0.14334554477024886,1.93916542436576,-2.078290094455578,5.036660827605983,0.3353916014316829,0.5778570076969767,0.055325144350294286
1302,0.5519687401760278,1.830864424866676,1.5061198687442094,-0.5731628461386057,-0.14334554477024886,-0.6065231062994227,-0.3622737239233056,5.653277170584984,0.16801674961673302,-1.6304469462354336,-0.38792384515604095
