nr,Fibre Volume Fraction,Cut angle ,taverage,waverage,Lnominal,R-value1,smax,Ncycles,f,E,Temp.
559,50.87,0.0,3.7,24.83,145.0,-1.0,399.54,2.9003671286564705,5.0,32.71769762845849,27.4
560,50.87,0.0,3.73,24.8,145.0,-1.0,303.78,3.0281644194244697,5.0,32.71769762845849,30.6
561,50.87,0.0,3.64,24.83,145.0,-1.0,348.46,2.9036325160842376,5.0,32.71769762845849,29.0
562,50.87,0.0,3.73,24.71,145.0,-1.0,332.17,2.681241237375587,5.0,32.71769762845849,35.8
647,53.31,0.0,3.8,25.0,145.0,-1.0,263.16,3.2821687783046416,5.0,37.25,27.387671232876706
649,53.31,0.0,3.8,25.1,145.0,-1.0,188.72,4.789460841626458,5.0,32.71769762845849,27.387671232876706
650,53.31,0.0,3.8,25.0,145.0,-1.0,210.53,4.413450651007325,5.0,37.55,27.387671232876706
651,53.31,0.0,3.8,25.1,145.0,-1.0,209.69,4.536987475130602,5.0,37.75,27.387671232876706
653,53.31,0.0,3.8,25.0,145.0,-1.0,263.16,2.9628426812012423,5.0,37.35,27.387671232876706
654,53.31,0.0,3.8,25.0,145.0,-1.0,189.47,5.168332455625744,5.0,37.5,27.387671232876706
659,52.32,0.0,3.7,24.7,145.0,-1.0,304.52,2.630427875025024,5.0,37.945,27.387671232876706
660,52.32,0.0,3.7,24.9,145.0,-1.0,181.24,5.804564655426015,5.0,39.195,27.387671232876706
661,52.32,0.0,3.7,24.4,145.0,-1.0,256.89,3.387389826338729,5.0,39.099999999999994,27.387671232876706
662,52.32,0.0,3.7,24.7,145.0,-1.0,253.77,3.36285930295868,5.0,39.335,27.387671232876706
665,52.32,0.0,3.7,24.8,145.0,-1.0,181.98,5.833532767592629,5.0,38.635000000000005,27.387671232876706
668,52.32,0.0,3.7,25.0,145.0,-1.0,351.01,3.4316853446860116,1.0,39.379999999999995,27.387671232876706
669,52.32,0.0,3.8,24.8,145.0,-1.0,246.09,3.55339751012388,5.0,37.480000000000004,27.387671232876706
670,52.32,0.0,3.7,24.7,145.0,-1.0,328.26,3.362670929725667,1.0,38.55,27.387671232876706
673,52.32,0.0,3.75,24.9,145.0,-1.0,198.7,5.65778321280759,5.0,38.405,27.387671232876706
677,50.66,0.0,3.8,24.7,145.0,-1.0,296.51,4.335197045077562,1.0,38.22,27.387671232876706
683,50.66,0.0,3.8,24.8,145.0,-1.0,177.19,5.870333077896974,5.0,38.5,27.387671232876706
686,50.66,0.0,3.8,24.8,145.0,-1.0,159.17,6.4067937003384055,5.0,32.71769762845849,27.387671232876706
891,53.31,0.0,3.85,25.37,145.0,10.0,-511.47,0.3010299956639812,2.8,39.13,27.387671232876706
892,53.31,0.0,3.78,25.08,145.0,10.0,-421.56,6.0,1.7,42.24,27.387671232876706
893,53.31,0.0,3.79,25.22,145.0,10.0,-397.9,5.479330527707678,4.85,41.19,49.5
894,53.31,0.0,3.81,25.62,145.0,10.0,-461.01,2.469822015978163,4.0,41.18,28.0
895,53.31,0.0,3.74,25.38,145.0,10.0,-421.4,5.0802114725318805,4.5,39.99,27.387671232876706
896,53.31,0.0,3.74,25.5,145.0,10.0,-440.78,3.7685641095135733,4.7,42.18,34.4
897,50.66,0.0,3.78,24.75,145.0,-1.0,267.42,3.3483048630481607,2.5,39.025000000000006,43.6
898,50.66,0.0,3.79,24.74,145.0,-1.0,266.35,4.215796132589833,2.5,38.05,32.6
899,50.66,0.0,3.83,24.79,145.0,-1.0,178.87,5.953092036768397,4.32,39.225,27.387671232876706
900,50.66,0.0,3.79,24.62,145.0,-1.0,267.89,4.656835780078811,2.0,39.7,32.5
901,50.29,0.0,3.77,24.61,145.0,-1.0,188.48,5.609812035461795,4.1,38.675,45.0
902,50.29,0.0,3.81,24.66,145.0,-1.0,212.87,5.497554361304037,3.13,38.6,31.0
903,50.29,0.0,3.81,24.76,145.0,-1.0,180.37,5.836186715107154,4.32,39.05,27.387671232876706
904,50.29,0.0,3.76,24.7,145.0,-1.0,215.51,5.439094161184332,3.13,39.1,27.387671232876706
905,50.29,0.0,3.81,24.91,145.0,-1.0,210.7,5.42838913831827,3.13,37.95,27.387671232876706
906,50.29,0.0,3.87,24.96,145.0,-1.0,206.84,5.311416887321614,3.13,37.175,29.1
907,50.29,0.0,3.81,24.91,145.0,-1.0,263.38,4.6652337918846865,2.0,38.95,27.387671232876706
908,50.29,0.0,3.83,24.71,145.0,-1.0,211.51,5.189158921951052,3.13,37.2,27.387671232876706
909,50.29,0.0,3.82,24.79,145.0,-1.0,184.93,5.728460921835572,4.1,38.525000000000006,40.7
910,50.29,0.0,3.76,24.75,145.0,-1.0,161.31,6.096910013008056,5.55,42.099999999999994,29.0
911,50.29,0.0,3.87,24.44,145.0,-1.0,179.74,5.820594183681315,4.32,32.71769762845849,27.387671232876706
912,50.29,0.0,3.92,24.81,145.0,-1.0,257.09,4.64423173331632,2.0,37.849999999999994,27.387671232876706
943,49.49,0.0,3.79,24.98,145.0,-1.0,179.75,5.910061698508087,4.33,38.35,27.387671232876706
944,49.49,0.0,3.84,24.86,145.0,-1.0,261.78,4.563516681843913,2.0,38.475,30.0
945,49.49,0.0,3.85,24.97,145.0,0.1,561.49,3.0751818546186915,1.5,32.71769762845849,27.387671232876706
946,49.49,0.0,3.85,24.89,145.0,-1.0,177.31,5.579934430609295,4.32,38.725,27.387671232876706
947,51.2,0.0,3.99,25.13,145.0,-1.0,169.42,6.203622974061246,4.32,36.56,27.387671232876706
948,51.2,0.0,3.76,25.19,145.0,0.1,570.66,2.6434526764861874,1.5,32.71769762845849,27.387671232876706
949,51.2,0.0,3.83,25.33,145.0,0.1,556.62,2.9222062774390163,1.5,32.71769762845849,27.387671232876706
950,51.2,0.0,3.79,25.15,145.0,0.1,567.04,3.0273496077747564,1.5,32.71769762845849,27.387671232876706
951,51.2,0.0,3.76,24.81,145.0,0.1,375.19,4.713616529020051,3.6,32.71769762845849,27.387671232876706
952,51.2,0.0,3.75,25.27,145.0,0.1,369.68,4.784774152292145,3.6,32.71769762845849,27.387671232876706
953,49.07,0.0,3.76,25.26,145.0,0.1,368.26,4.114277296561586,3.6,32.71769762845849,27.387671232876706
954,49.07,0.0,3.72,25.23,145.0,0.1,372.66,4.70008037753763,3.6,32.71769762845849,31.2
955,49.07,0.0,3.85,25.2,145.0,-1.0,175.38,6.152307000294602,4.32,37.735,34.3
956,49.07,0.0,3.79,25.24,145.0,0.1,366.17,4.860607485040609,3.6,32.71769762845849,25.8
957,50.65,0.0,3.84,25.18,145.0,0.1,558.85,2.9894498176666917,1.5,32.71769762845849,32.0
958,50.65,0.0,3.88,25.21,145.0,0.1,653.87,2.305351369446624,1.0,32.71769762845849,27.387671232876706
1075,52.55,0.0,3.78,24.9,145.0,-1.0,191.24,5.502153892871361,5.0,35.875,27.387671232876706
1078,49.45,0.0,3.88,25.31,145.0,-1.0,300.0,4.107515225651465,1.5,37.349999999999994,30.4
1079,49.45,0.0,3.84,25.19,145.0,-1.0,300.0,3.0881360887005513,2.0,36.04,30.4
1080,49.45,0.0,3.85,25.28,145.0,-1.0,300.0,3.3811150807098507,1.75,32.655,32.0
1081,49.45,0.0,3.71,25.07,145.0,-1.0,300.0,4.2069607291557105,1.5,38.129999999999995,29.3
1082,49.45,0.0,3.88,25.25,145.0,-1.0,255.18,4.701403906447556,2.0,36.24,29.8
1083,49.45,0.0,3.83,25.21,145.0,-1.0,362.18,3.197280558125619,1.02,35.349999999999994,28.1
1084,49.45,0.0,3.84,25.35,145.0,-1.0,359.29,2.7558748556724915,1.02,35.224999999999994,34.9
1085,49.45,0.0,3.83,25.22,145.0,-1.0,362.39,3.000434077479319,1.02,32.71769762845849,33.0
1086,49.45,0.0,3.8,25.28,145.0,-1.0,260.21,4.547602429785681,2.0,36.685,28.5
1087,50.65,0.0,3.77,25.02,145.0,-1.0,265.27,4.31722734917642,2.0,37.0,29.2
1088,50.65,0.0,3.83,25.19,145.0,-1.0,207.48,5.483443221373189,3.13,32.71769762845849,26.8
1089,53.09,0.0,3.73,25.46,145.0,-1.0,178.83,5.9994772292285665,4.33,34.655,28.0
1091,51.2,0.0,3.74,25.21,145.0,10.0,-469.48,5.296281174399547,3.35,38.79,27.387671232876706
1092,51.2,0.0,3.7,25.28,145.0,10.0,-470.47,3.3027637084729817,3.31,39.29,27.387671232876706
1093,49.07,0.0,3.77,25.23,145.0,10.0,-452.8,3.749427099121749,3.57,39.27,31.5
1094,49.07,0.0,3.82,25.16,145.0,10.0,-452.77,4.203848463746235,3.57,37.13,32.0
1095,49.07,0.0,3.87,25.13,145.0,10.0,-419.63,5.927176273204661,4.16,38.58,33.8
1098,49.49,0.0,3.85,24.89,145.0,10.0,-470.44,2.6711728427150834,3.31,39.33,27.387671232876706
1099,51.2,0.0,3.76,25.21,145.0,10.0,-470.46,2.5998830720736876,3.31,39.79,27.387671232876706
1100,51.2,0.0,3.72,25.26,145.0,10.0,-466.07,3.516403148447403,3.37,39.92,27.387671232876706
1104,56.66,90.0,6.36,25.13,145.0,10.0,-144.17,3.562768543016519,3.0,13.8,27.387671232876706
1105,56.66,90.0,6.3,25.03,145.0,10.0,-156.47,2.7573960287930244,2.59,14.2,30.4
1106,56.66,90.0,6.39,24.85,145.0,10.0,-157.59,2.754348335711019,2.59,14.6,28.8
1107,51.2,0.0,3.74,25.29,145.0,0.1,369.74,4.89630570746608,3.6,32.71769762845849,27.387671232876706
1108,51.2,0.0,3.74,25.13,145.0,0.1,271.53,6.2581867139513845,6.7,32.71769762845849,27.387671232876706
1109,51.2,0.0,3.82,25.1,145.0,0.1,562.82,2.9827233876685453,1.5,32.71769762845849,27.387671232876706
1110,49.07,0.0,3.8,25.21,145.0,0.1,266.19,5.543424812407923,6.7,32.71769762845849,28.0
1111,49.07,0.0,3.74,25.16,145.0,0.1,271.18,6.262675535864857,6.7,32.71769762845849,25.6
1112,49.07,0.0,3.83,25.25,145.0,0.1,263.48,6.106642641378158,6.7,32.71769762845849,27.387671232876706
1144,53.09,0.0,3.73,25.44,145.0,-1.0,179.15,6.16370241453279,4.33,35.735,26.5
1145,53.09,0.0,3.65,25.44,145.0,0.1,485.0,3.723044991643445,2.16,32.71769762845849,26.8
1146,53.09,0.0,3.74,25.39,145.0,0.1,579.12,3.083860800866573,1.5,32.71769762845849,26.3
1147,53.09,0.0,3.75,25.45,145.0,0.1,366.68,4.7423558633177745,3.57,32.71769762845849,25.3
1148,53.09,0.0,3.75,25.51,145.0,0.1,261.1,5.518799427546235,5.0,32.71769762845849,25.0
1149,53.09,0.0,3.72,25.48,145.0,0.1,210.97,5.268170629834625,5.0,32.71769762845849,23.0
1150,53.54,0.0,3.79,25.56,145.0,10.0,-206.64,5.395925428467096,5.0,35.22,23.3
1151,53.09,0.0,3.7,25.53,145.0,10.0,-423.4,0.0,2.73,36.7,22.9
1152,53.09,0.0,3.77,25.22,145.0,10.0,-315.57,5.787825185380205,3.57,35.94,26.0
1153,53.09,0.0,3.75,25.49,145.0,10.0,-366.48,5.654339251455213,3.57,35.62,27.6
1154,53.54,0.0,3.76,25.46,145.0,10.0,-418.16,0.6020599913279624,2.73,34.21,21.5
1155,53.54,0.0,3.73,25.55,145.0,10.0,-262.33,6.117437025282619,5.0,36.05,25.5
1156,52.55,0.0,3.73,24.71,145.0,-1.0,216.97,4.320914453045575,5.0,36.519999999999996,27.387671232876706
1157,50.81,0.0,3.85,24.55,145.0,-1.0,179.97,5.834315773598671,4.32,38.099999999999994,27.387671232876706
1158,50.81,0.0,3.75,24.71,145.0,-1.0,180.01,5.829535977866126,4.32,38.0,27.387671232876706
1159,50.81,0.0,3.77,24.71,145.0,-1.0,180.02,5.81868898208072,4.32,37.224999999999994,27.387671232876706
1160,50.81,0.0,3.8,24.59,145.0,-1.0,299.97,3.8294967497201826,1.52,37.769999999999996,27.387671232876706
1161,50.81,0.0,3.88,24.59,145.0,-1.0,260.04,4.407645797062556,2.0,37.275000000000006,33.2
1162,50.81,0.0,3.95,24.67,145.0,-1.0,210.27,5.130497804316687,3.13,36.36,27.387671232876706
1163,50.81,0.0,3.86,24.77,145.0,-1.0,260.01,4.608579514826188,2.0,38.05,27.387671232876706
1164,50.81,0.0,3.82,24.68,145.0,-1.0,210.02,5.332404118994238,3.13,37.615,31.9
1165,50.81,0.0,3.86,24.84,145.0,-1.0,210.05,5.2252265510880465,3.13,37.485,27.387671232876706
1166,50.81,0.0,3.85,24.62,145.0,-1.0,259.95,4.487308099109349,2.0,37.275,33.1
1168,52.97,0.0,3.72,24.85,280.0,0.1,216.45,6.293473048156108,8.3,40.0,27.387671232876706
1169,52.97,0.0,3.73,24.86,280.0,0.1,237.12,5.7135913347584735,6.8,39.6,27.387671232876706
1171,53.62,0.0,3.7,24.83,280.0,0.1,275.22,5.186560828852073,5.0,39.75,27.387671232876706
1173,53.62,0.0,3.72,24.65,280.0,0.1,314.05,4.991934549718948,3.8,40.13,27.387671232876706
1174,53.62,0.0,3.7,24.77,280.0,0.1,350.97,4.668199484198662,2.92,41.2,27.387671232876706
1175,53.62,0.0,3.78,24.84,280.0,0.1,374.25,4.280578370368076,2.7,40.0,27.387671232876706
1176,53.62,0.0,3.6,24.76,280.0,0.1,393.69,4.284656282788515,2.42,40.22,27.387671232876706
1177,53.62,0.0,3.59,24.66,280.0,0.1,411.87,4.129045059887958,2.14,41.27,27.387671232876706
1178,53.62,0.0,3.71,24.91,280.0,0.1,463.69,3.57978359661681,1.84,39.0,27.387671232876706
1187,53.4,0.0,3.67,25.35,145.0,-1.0,268.72,5.115254277416048,2.0,43.15,30.7
1188,53.4,0.0,3.62,25.36,145.0,-1.0,352.17,3.2880255353883627,2.0,41.955,30.5
1189,53.4,0.0,3.63,25.38,145.0,-1.0,350.92,3.34966598409663,2.0,45.93,31.7
1190,53.4,0.0,3.67,25.48,145.0,-1.0,345.73,3.2234959409623944,2.0,49.91,29.2
1191,53.4,0.0,3.67,25.37,145.0,-1.0,347.23,3.302114376956201,2.0,41.825,30.0
1206,53.31,0.0,3.71,25.25,145.0,-1.0,268.26,4.803491256954348,1.0,38.67,34.2
1207,50.82,0.0,3.66,24.79,145.0,-1.0,220.15,5.637010139789675,2.25,39.739999999999995,27.387671232876706
1208,50.82,0.0,3.73,24.8,145.0,-1.0,183.89,6.176683522229599,4.32,39.605000000000004,27.387671232876706
1209,50.82,0.0,3.68,24.75,145.0,-1.0,219.47,5.680830272795469,2.25,40.265,27.387671232876706
1210,50.82,0.0,3.66,24.76,145.0,-1.0,309.15,4.618894929662588,0.9,40.345,27.387671232876706
1212,50.82,0.0,3.73,24.8,145.0,-1.0,183.65,6.026698697982396,3.0,39.245000000000005,27.387671232876706
1213,50.82,0.0,3.66,25.07,145.0,-1.0,218.22,5.626219199767275,2.25,38.8,27.387671232876706
1214,50.82,0.0,3.72,24.78,145.0,-1.0,184.35,6.116287217345921,3.0,38.775,27.387671232876706
1215,50.82,0.0,3.74,24.75,145.0,-1.0,270.04,4.793434145077811,1.2,39.260000000000005,27.387671232876706
1216,50.82,0.0,3.65,24.82,145.0,-1.0,275.96,4.884846321198446,1.2,39.95,27.387671232876706
1265,53.19,0.0,3.66,24.98,280.0,0.1,202.13,6.166734043211645,7.0,23.81,60.0
1266,53.19,0.0,3.79,24.95,280.0,0.1,259.62,5.261365183658459,3.7,20.950000000000003,60.0
1267,53.19,0.0,3.69,24.96,280.0,0.1,483.59,3.563955464995813,3.0,21.75,60.0
1268,53.19,0.0,3.77,24.89,280.0,0.1,332.82,4.257846501591155,2.3,20.5,60.0
1269,53.19,0.0,3.76,24.96,280.0,0.1,368.99,4.100852826657301,1.9,20.5,60.0
1270,53.19,0.0,3.78,24.83,280.0,0.1,417.23,3.821579027912009,1.6,20.86,60.0
1283,52.28,0.0,3.81,24.89,280.0,0.1,198.67,6.751548529380677,7.0,23.37,27.387671232876706
1285,52.28,0.0,3.76,24.66,280.0,0.1,395.16,4.136720567156407,1.6,19.8,27.387671232876706
1286,52.28,0.0,3.81,25.25,280.0,0.1,404.56,4.26245108973043,1.6,20.25,27.387671232876706
1287,52.28,0.0,3.81,25.32,280.0,0.1,398.78,3.322219294733919,1.6,19.95,27.387671232876706
1288,52.97,0.0,3.8,24.94,280.0,0.1,568.1,2.510545010206612,0.8,20.27,27.387671232876706
1295,56.66,90.0,6.36,24.97,145.0,10.0,-112.71,5.549743630216195,3.56,13.74,35.6
1296,56.66,90.0,6.36,24.96,145.0,10.0,-125.16,5.273364769147035,2.66,14.41,25.4
1297,56.66,90.0,6.3,25.12,145.0,10.0,-112.45,5.595489608153664,3.2,14.15,27.387671232876706
1298,56.66,90.0,6.35,25.11,145.0,10.0,-99.97,6.2062004194604645,3.53,15.2,27.387671232876706
1299,56.66,90.0,6.33,25.08,145.0,10.0,-119.74,4.892745556320075,2.45,14.54,27.387671232876706
1302,56.66,90.0,6.28,24.97,145.0,-1.0,15.0,5.653277170584984,3.5,15.07,24.2
1303,56.66,90.0,6.37,25.13,145.0,-1.0,32.0,4.189237580166831,1.8,14.58,26.7
1304,56.66,90.0,6.37,25.1,145.0,-1.0,20.02,5.327855279161386,3.0,14.280000000000001,28.9
1306,56.66,90.0,6.4,25.08,145.0,-1.0,39.88,0.7781512503836436,2.59,32.71769762845849,25.4
1307,56.66,90.0,6.27,25.06,145.0,-1.0,34.99,3.8767949762007006,1.55,14.969999999999999,24.2
1308,56.66,90.0,6.34,25.01,145.0,-1.0,25.0,5.045932910099003,3.04,14.73,27.387671232876706
1309,56.66,90.0,6.26,25.12,145.0,-1.0,17.83,6.146134550046609,6.1,15.37,27.387671232876706
1310,56.66,90.0,6.32,25.08,145.0,0.1,36.0,4.315802469737045,1.53,32.71769762845849,23.0
1311,56.66,90.0,6.26,25.01,145.0,0.1,32.0,4.276875221131548,3.0,32.71769762845849,22.6
1312,56.66,90.0,6.34,25.11,145.0,0.1,26.99,5.080561554321455,4.5,32.71769762845849,27.387671232876706
1313,56.66,90.0,6.31,25.04,145.0,0.1,38.0,4.121723945637367,2.27,32.71769762845849,27.387671232876706
1314,54.75,90.0,6.36,25.03,145.0,0.1,24.0,5.59530438443742,5.69,32.71769762845849,27.387671232876706
1315,51.2,0.0,3.74,25.3,145.0,-1.0,179.52,6.301032384277063,4.32,39.635000000000005,27.387671232876706
1316,51.2,0.0,3.76,25.13,145.0,-1.0,264.79,4.970100365087651,2.0,38.295,27.387671232876706
1317,54.75,90.0,6.33,25.03,145.0,10.0,-136.83,4.284836637642396,2.73,15.76,27.387671232876706
1318,56.66,90.0,6.32,25.17,145.0,-1.0,26.76,4.658945794243111,2.54,32.71769762845849,27.387671232876706
1319,56.66,90.0,6.33,25.09,145.0,-1.0,26.82,4.715510306677597,2.54,15.115,27.387671232876706
1320,56.66,90.0,6.35,25.19,145.0,-1.0,26.63,4.737232411440803,2.54,14.715,27.387671232876706
1321,56.66,90.0,6.27,25.15,145.0,0.1,21.0,6.111453063933204,7.44,32.71769762845849,27.387671232876706
1322,56.66,90.0,6.32,25.02,145.0,-1.0,26.95,4.192037502713247,2.54,14.504999999999999,23.9
1323,56.66,90.0,6.35,25.1,145.0,-1.0,46.93,2.708420900134713,0.84,14.545,21.9
1324,56.66,90.0,6.49,24.95,145.0,10.0,-133.09,4.371824907328892,2.73,15.23,22.4
1325,49.07,0.0,3.79,25.23,145.0,-1.0,340.37,3.6334684555795866,1.22,38.605000000000004,33.6
1326,50.65,0.0,3.84,25.17,145.0,-1.0,335.68,3.5089335260500327,1.22,38.47,27.387671232876706
1327,51.11,0.0,3.74,25.44,145.0,-1.0,344.64,3.762453482363547,1.22,38.900000000000006,27.387671232876706
1328,50.66,0.0,3.86,24.92,145.0,-1.0,333.91,3.579440597139797,1.22,38.349999999999994,27.387671232876706
1329,51.11,0.0,3.82,25.28,145.0,-1.0,337.43,3.682145076373832,1.22,37.485,27.387671232876706
1330,49.07,0.0,3.81,25.23,145.0,-1.0,175.97,6.2391219703552405,4.56,38.525,27.387671232876706
1369,51.11,0.0,3.82,25.3,145.0,-1.0,175.53,6.071128699937522,4.56,39.545,27.387671232876706
1370,55.05,90.0,6.39,25.12,145.0,-1.0,26.95,4.2484392081415105,2.54,15.315,27.387671232876706
1371,55.05,90.0,6.14,24.98,145.0,-1.0,26.95,4.315655525231531,2.54,14.795,27.387671232876706
1372,55.05,90.0,6.14,25.05,145.0,10.0,-153.36,2.693726948923647,2.73,15.76,27.387671232876706
1373,55.05,90.0,6.09,25.18,145.0,-1.0,46.91,2.45484486000851,0.84,15.455,27.387671232876706
1374,55.05,90.0,6.0,25.04,145.0,10.0,-153.35,2.8488047010518036,2.73,15.32,27.387671232876706
1375,55.05,90.0,6.17,25.11,145.0,10.0,-153.35,2.690196080028514,2.73,15.48,27.387671232876706
1376,55.05,90.0,6.1,25.13,145.0,-1.0,26.95,3.9146604305892216,2.54,14.48,27.387671232876706
1377,55.05,90.0,6.09,24.98,145.0,10.0,-153.34,2.439332693830263,2.73,16.13,27.387671232876706
1378,55.05,90.0,6.06,25.1,145.0,-1.0,46.92,0.7781512503836436,0.84,15.665000000000001,27.387671232876706
1379,55.05,90.0,6.11,25.14,145.0,-1.0,26.95,4.00650882777529,2.54,16.185000000000002,27.6
1380,55.05,90.0,5.98,25.03,145.0,10.0,-153.36,2.6866362692622934,2.73,15.81,27.5
1381,55.05,90.0,6.12,25.07,145.0,10.0,-149.61,2.2329961103921536,2.73,14.98,27.387671232876706
1382,55.05,90.0,6.07,25.12,145.0,-1.0,46.92,2.568201724066995,0.84,15.975,27.387671232876706
1383,55.05,90.0,6.09,25.08,145.0,-1.0,26.95,3.994449137014036,2.54,15.149999999999999,27.387671232876706
1384,55.05,90.0,6.18,25.1,145.0,10.0,-153.35,2.1931245983544616,2.73,15.4,27.387671232876706
1385,55.05,90.0,6.01,25.12,145.0,10.0,-136.84,4.397679353778606,2.73,15.5,27.387671232876706
1386,55.05,90.0,6.31,25.14,145.0,10.0,-136.84,3.714078164981856,2.73,15.52,27.387671232876706
1387,55.05,90.0,6.04,25.13,145.0,10.0,-115.01,6.3829077837185055,3.86,16.61,27.5
1388,55.05,90.0,6.09,25.1,145.0,-1.0,46.93,2.3710678622717363,0.84,14.835,27.387671232876706
1389,55.05,90.0,6.08,25.18,145.0,-1.0,46.93,2.290034611362518,0.84,14.51,27.387671232876706
1390,55.05,90.0,6.0,25.14,145.0,10.0,-114.05,6.193868664274395,4.94,14.91,27.387671232876706
1391,55.05,90.0,6.17,24.99,145.0,-1.0,26.95,4.032659046039924,2.54,15.809999999999999,27.387671232876706
1392,55.05,90.0,6.07,25.06,145.0,10.0,-136.84,4.510531605849078,2.73,16.05,27.387671232876706
1393,55.05,90.0,6.1,25.06,145.0,10.0,-136.84,4.016615547557177,2.73,16.62,27.387671232876706
1394,55.05,90.0,6.17,25.02,145.0,10.0,-181.42,0.0,0.02,15.15,27.387671232876706
1395,55.05,90.0,6.21,24.96,145.0,-1.0,46.92,2.5728716022004803,0.84,15.315000000000001,27.387671232876706
1396,55.05,90.0,6.06,25.13,145.0,0.1,30.0,3.8534548413680665,3.41,32.71769762845849,27.387671232876706
1397,55.05,90.0,6.27,24.97,145.0,-1.0,46.93,2.7363965022766426,0.84,14.760000000000002,27.387671232876706
1623,53.73,90.0,6.29,25.5,145.0,10.0,-31.5,5.731044549070627,3.1,14.52,27.387671232876706
1624,53.73,90.0,6.23,25.52,145.0,-1.0,17.69,6.398843269814454,5.89,14.879999999999999,27.6
1625,53.73,90.0,6.21,25.51,145.0,10.0,-113.86,5.033142177060625,4.96,14.63,27.387671232876706
1626,53.73,90.0,6.27,25.56,145.0,10.0,-113.86,5.177646141838193,4.96,14.93,25.0
1627,53.73,90.0,6.35,25.46,145.0,0.1,30.74,5.162624140307846,3.25,32.71769762845849,21.8
1649,50.87,0.0,3.61,24.85,145.0,0.1,290.94,5.72113186048972,6.19,32.71769762845849,38.0
1650,50.82,0.0,3.67,24.77,145.0,0.1,389.95,4.273325424275121,3.35,32.71769762845849,51.0
1651,50.87,0.0,3.58,24.83,145.0,0.1,293.17,5.726819272957204,6.19,32.71769762845849,27.387671232876706
1652,50.87,0.0,3.63,24.86,145.0,0.1,394.24,4.3437432950100945,3.35,32.71769762845849,27.387671232876706
1653,50.87,0.0,3.6,24.93,145.0,0.1,291.92,5.407016791185454,6.19,32.71769762845849,27.387671232876706
1654,50.82,0.0,3.58,24.74,145.0,0.1,399.91,4.45638121798532,3.35,32.71769762845849,27.387671232876706
1655,50.82,0.0,3.64,24.85,145.0,0.1,496.5,3.570776368794748,2.09,32.71769762845849,49.0
1656,50.82,0.0,3.68,24.75,145.0,0.1,492.41,3.401745082237063,2.09,32.71769762845849,27.387671232876706
1657,50.82,0.0,3.62,24.8,145.0,0.1,500.68,3.4720246977002813,2.09,32.71769762845849,27.387671232876706
1658,50.82,0.0,3.68,24.66,145.0,-1.0,181.88,6.254246358796541,4.56,39.685,27.387671232876706
1659,50.82,0.0,3.76,24.83,145.0,-1.0,178.42,6.262245997359259,4.56,39.864999999999995,27.387671232876706
1660,50.87,0.0,3.71,24.8,145.0,-1.0,180.73,6.172820315900704,4.56,39.655,49.0
1661,50.87,0.0,3.7,24.73,145.0,-1.0,262.52,3.5626496722119168,2.17,39.730000000000004,27.387671232876706
