nr,Fibre Volume Fraction,Cut angle ,taverage,waverage,Lnominal,R-value1,smax,Ncycles,f,E,Temp.
3201,0.16362184971248886,-0.5750044568052618,-0.7768783672984717,2.1015036088541255,-0.14334554477024886,-0.3519542532329044,0.4476778616145611,6.463868661843904,4.011660668081477,0.937477738628251,0.32010916315047133
2254,0.16634390735592436,-0.5750044568052618,-0.6653032655369874,0.7641703813577597,-0.14334554477024886,-0.6065231062994227,0.2538684217692584,5.999621564673743,-0.5612593904341205,0.7321246911485078,-0.08152359594737495
1771,-4.58909079572681,-0.5750044568052618,1.5404506692862048,1.0985036882318586,-0.14334554477024886,1.93916542436576,-2.2053856664428126,4.269396182694991,-1.5655085013238201,1.090733830712887,0.3722800163941088
1654,0.022074852253815384,-0.5750044568052618,-0.8112091678404669,-1.5343711034016194,-0.14334554477024886,-0.3519542532329044,1.0885079075596873,4.45638121798532,0.07835165043015273,0.803441882514626,1.0989454722876342
3053,0.15636302932999233,-0.5750044568052618,-0.759712967027474,0.3880454111244079,-0.14334554477024886,-0.3519542532329044,0.672205833835189,5.749266219519278,1.7760108616960741,0.8712185040966096,-0.13452255797265752
2712,0.04838807614036354,-0.5750044568052618,-0.6309724649949922,0.8477537080762808,-0.14334554477024886,1.93916542436576,-2.0785162431601814,5.554016448585713,-0.13086691433853478,0.8105230220828931,0.30520320508086035
1208,0.022074852253815384,-0.5750044568052618,-0.6824686658079849,-1.2836211232460415,-0.14334554477024886,-0.6065231062994227,0.2742971880851187,6.176683522229599,0.6581859585033724,0.8514924724421515,1.0989454722876342
1312,0.5519687401760278,1.830864424866676,1.5576160695572019,0.011920440891056039,-0.14334554477024886,-0.3519542532329044,-0.3170816744533488,5.080561554321455,0.7657840775272686,-1.6881076541484652,0.055325144350294286
951,0.05655424907067193,-0.5750044568052618,-0.6567205654014887,-1.2418294598867885,-0.14334554477024886,-0.3519542532329044,0.9953346412629955,4.713616529020051,0.22779348240778663,0.04360173101756727,0.055325144350294286
1658,0.022074852253815384,-0.5750044568052618,-0.7253821664854788,-1.8687044102757033,-0.14334554477024886,-0.6065231062994227,0.2667212064808975,6.254246358796541,0.8016501172019006,0.8595852033773144,1.0989454722876342
2707,0.04838807614036354,-0.5750044568052618,-0.6481378652659897,0.8059620447170277,-0.14334554477024886,1.93916542436576,-1.9980826872228272,0.3010299956639812,-1.912213551511931,0.8519982681255994,0.055325144350294286
2021,0.2452835790155695,-0.5750044568052618,-0.7082167662144812,1.2238786783096327,-0.14334554477024886,-0.6065231062994227,0.2637812733210504,5.934750874663579,0.6581859585033724,0.04360173101756727,-0.06744574665940913
1389,0.4058849799782946,1.830864424866676,1.3344658660342332,0.3044620844058869,-0.14334554477024886,-0.6065231062994227,-0.2419249216234122,2.290034611362518,-1.4220443426252918,-1.6870960627815696,0.055325144350294286
1157,0.021167499706003557,-0.5750044568052618,-0.5794762641819993,-2.328412707227576,-0.14334554477024886,-0.6065231062994227,0.25952213938434887,5.834315773598671,0.6581859585033724,0.6992479717244113,0.7164721390923939
910,-0.026014832780221153,-0.5750044568052618,-0.6567205654014887,-1.4925794400423513,-0.14334554477024886,-0.6065231062994227,0.18918989225262295,6.096910013008056,1.393439771833331,1.1038845184825261,-0.030180851485382177
2685,0.2861144436671095,1.830864424866676,1.5404506692862048,1.6417953119022524,-0.14334554477024886,-0.3519542532329044,-0.3400734594213835,5.880813592280791,2.2841130904200293,-1.7133974383208472,0.055325144350294286
1328,0.007557211488822918,-0.5750044568052618,-0.5708935640465006,-0.7821211629349007,-0.14334554477024886,-0.6065231062994227,0.8397443324957046,3.579440597139797,-1.1948927580192883,0.7245377558967936,0.055325144350294286
1109,0.05655424907067193,-0.5750044568052618,-0.6052243645884958,-0.029871222468197033,-0.14334554477024886,-0.3519542532329044,1.702539332009284,2.9827233876685453,-1.0275179062043382,0.04360173101756727,0.055325144350294286
2618,0.15454832423436865,-0.5750044568052618,-0.6824686658079849,1.0985036882318586,-0.14334554477024886,-0.6065231062994227,1.1805127388825933,2.4471580313422194,-1.4339996891835025,0.04360173101756727,-0.08152359594737495
3772,-4.58909079572681,-0.5750044568052618,1.729270072267178,0.5970037279207178,-0.14334554477024886,-0.3519542532329044,0.44852499430862286,5.080330604196845,-1.0275179062043382,0.04360173101756727,-0.06744574665940913
1381,0.4058849799782946,1.830864424866676,1.3687966665762286,-0.15524621254598595,-0.14334554477024886,1.93916542436576,-0.9827126950033386,2.2329961103921536,-0.29226409287437943,-1.6395512685374913,0.055325144350294286
3054,0.3387408914402064,-0.5750044568052618,-0.8541226685179611,-0.44778785606081684,-0.14334554477024886,-0.3519542532329044,0.7077865633594919,5.424927349433793,1.811876901370706,0.04360173101756727,-0.13452255797265752
1370,0.4058849799782946,1.830864424866676,1.6005295702346958,0.05371210425032396,-0.14334554477024886,-0.6065231062994227,-0.31723244025641784,4.248439208141511,-0.4058398851773812,-1.6056629577464994,0.055325144350294286
1330,-0.13671184361328606,-0.5750044568052618,-0.6138070647239945,0.5134204012021968,-0.14334554477024886,-0.6065231062994227,0.24444555907744087,6.2391219703552405,0.8016501172019006,0.7422406048174608,0.055325144350294286
3593,0.04748072359255172,-0.5750044568052618,-0.5880589643174983,0.5970037279207178,-0.14334554477024886,-0.3519542532329044,0.8251313694714127,4.855900585780354,-0.13086691433853478,0.04360173101756727,-0.06744574665940913
668,0.1581777344256166,-0.5750044568052618,-0.7082167662144812,-0.44778785606081684,-0.14334554477024886,-0.6065231062994227,0.9041967133077363,3.431685344686012,-1.3264015701596061,0.8287316666870082,-0.08152359594737495
551,0.17904684302529253,-0.5750044568052618,-0.7082167662144812,-0.4895795194200847,-0.14334554477024886,-0.6065231062994227,0.3842431499732456,5.235639531288081,1.0646677414825365,0.04360173101756727,0.29029724701124937
651,0.2480056366590056,-0.5750044568052618,-0.6223897648594935,-0.029871222468197033,-0.14334554477024886,-0.6065231062994227,0.37154113106467557,4.536987475130602,1.0646677414825365,0.6638422738830762,-0.08152359594737495
1320,0.5519687401760278,1.830864424866676,1.5661987696927007,0.34625374776515483,-0.14334554477024886,-0.6065231062994227,-0.31843856668097054,4.737232411440803,-0.4058398851773812,-1.6663584397602165,0.055325144350294286
2019,0.2452835790155695,-0.5750044568052618,-0.6223897648594935,1.0149203615133375,-0.14334554477024886,-0.6065231062994227,0.3733503207015045,5.193124598354461,-0.011313448756427556,0.04360173101756727,-0.06744574665940913
1773,0.5519687401760278,1.830864424866676,1.5061198687442094,0.5552120645614499,-0.14334554477024886,-0.3519542532329044,-0.23789193639131434,0.6020599913279624,-1.912213551511931,-1.5727862383224023,0.055325144350294286
2849,0.2761335656411774,-0.5750044568052618,-0.759712967027474,0.17908709432809802,-0.14334554477024886,1.93916542436576,-2.067962636945346,5.0799947857458445,0.7657840775272686,0.04360173101756727,-0.5891542790957864
555,0.026611614992875166,-0.5750044568052618,-0.7511302668919754,-1.4925794400423513,-0.14334554477024886,-0.6065231062994227,0.3321912564636456,5.612730890748342,1.0646677414825365,0.04360173101756727,0.2045879881109875
1372,0.4058849799782946,1.830864424866676,1.385962066847226,-0.23882953926450692,-0.14334554477024886,1.93916542436576,-0.9968469890410648,2.693726948923647,-0.29226409287437943,-1.560647141919659,0.055325144350294286
2024,0.26524533506743353,-0.5750044568052618,-0.7082167662144812,1.4328369951059425,-0.14334554477024886,-0.6065231062994227,0.5802763854138172,4.535914097995172,-0.7286342422490704,0.04360173101756727,-0.06744574665940913
3527,0.15636302932999233,-0.5750044568052618,-0.768295667162973,-1.2000377965275206,-0.14334554477024886,1.93916542436576,-1.8724756678468037,6.530893502445866,1.1244444742735897,0.9847696350306058,0.41699789060294123
958,0.006649858941011091,-0.5750044568052618,-0.553728163775503,0.4298370744836758,-0.14334554477024886,-0.3519542532329044,2.045719991245278,2.305351369446624,-1.3264015701596061,0.04360173101756727,0.055325144350294286
1092,0.05655424907067193,-0.5750044568052618,-0.7082167662144812,0.7223787179985067,-0.14334554477024886,1.93916542436576,-2.192080584321966,3.3027637084729817,0.05444095731373129,0.8196273443849502,0.055325144350294286
1923,0.2861144436671095,1.830864424866676,1.5061198687442094,1.8507536286985624,-0.14334554477024886,-0.3519542532329044,-0.2655197698037233,3.946746935033585,-0.8123216681565454,-1.7305944915580669,0.055325144350294286
561,0.026611614992875166,-0.5750044568052618,-0.759712967027474,-1.1582461331682674,-0.14334554477024886,-0.6065231062994227,0.8945853933620824,2.9036325160842376,1.0646677414825365,0.04360173101756727,-0.030180851485382177
3750,0.2452835790155695,-0.5750044568052618,-0.6653032655369874,1.2238786783096327,-0.14334554477024886,-0.3519542532329044,1.0184500997962025,4.541279627182781,1.1244444742735897,0.04360173101756727,-4.904429140248108
