Temperature,Fiber orientation,Fiber volume ,Youngs Modulus,Thickness,Width,Length,Max Stress,R,log(Nf)
0.064575973,0.881653434,-0.036180425,-27.80118015,0.919296094,-0.08782669,1.982207295,-0.036180425,-0.272674082,5.733881482
0.064575973,1.644388505,-0.397378038,-27.80118015,-0.685015968,0.012365308,0.210040052,-0.397378038,-0.272674082,5.973771426
0.064575973,1.644388505,-0.397391318,-27.80118015,-0.673390518,0.013301681,0.210040052,-0.397391318,-0.272674082,6.168728123
0.064575973,1.644388505,-0.397364759,-27.80118015,-0.685015968,-0.005425795,0.210040052,-0.397364759,-0.272674082,6.263703515
0.064575973,1.644388505,-0.397355906,-27.80118015,-0.681140818,-0.0016803,0.210040052,-0.397355906,-0.272674082,5.807701408
0.064575973,1.644388505,-0.397378038,-27.80118015,-0.692766268,0.009556186,0.210040052,-0.397378038,-0.272674082,5.935767664
0.064575973,1.644388505,-0.397391318,-27.80118015,-0.673390518,-0.081272073,0.210040052,-0.397391318,-0.272674082,6.275166412
-4.442184659,-1.025213905,0.991373668,-27.80118015,0.345773907,-0.060671849,-0.306842061,0.991373668,-0.272674082,2.609594409
-4.442184659,-1.025213905,0.730656273,-27.80118015,0.388400556,-0.103745044,-0.306842061,0.730656273,-0.272674082,3.097951071
-4.442184659,-1.025213905,0.476401482,-27.80118015,0.365149657,-0.10280867,-0.306842061,0.476401482,-0.272674082,3.829432434
-4.442184659,-1.025213905,0.465335379,-27.80118015,0.376775107,-0.088763063,-0.306842061,0.465335379,-0.272674082,4.18178644
-4.442184659,-1.025213905,0.204396662,-27.80118015,0.361274507,-0.080335699,-0.306842061,0.204396662,-0.272674082,6.167309062
-4.442184659,-1.025213905,0.437050419,-27.80118015,0.326398158,-0.099063175,-0.306842061,0.437050419,-0.272674082,4.546061218
-4.442184659,-1.025213905,0.344050886,-27.80118015,0.326398158,-0.06816284,-0.306842061,0.344050886,-0.272674082,5.071053113
-4.442184659,-1.025213905,0.318952964,-27.80118015,0.403901156,-0.074717456,-0.306842061,0.318952964,-0.272674082,5.579148834
-4.442184659,-1.025213905,1.013992783,-27.80118015,0.365149657,-0.112172408,-0.306842061,1.013992783,-0.272674082,3.216429831
-4.442184659,-1.025213905,0.725787187,-27.80118015,0.384525406,-0.091572185,-0.306842061,0.725787187,-0.272674082,4.011781831
-4.442184659,-1.025213905,0.619375538,-27.80118015,0.365149657,-0.070971961,-0.306842061,0.619375538,-0.272674082,4.19119942
-4.442184659,-1.025213905,0.489680806,-27.80118015,0.299272109,-0.070971961,-0.306842061,0.489680806,-0.272674082,4.940939616
-4.442184659,-1.025213905,0.432491184,-27.80118015,0.322523008,-0.085017568,-0.306842061,0.432491184,-0.272674082,5.080330604
-4.442184659,-1.025213905,0.432491184,-27.80118015,0.322523008,-0.085017568,-0.306842061,0.432491184,-0.272674082,5.239414608
-4.442184659,-1.025213905,0.377470518,-27.80118015,0.330273308,-0.088763063,-0.306842061,0.377470518,-0.272674082,5.209182464
-4.442184659,-1.025213905,0.37698361,-27.80118015,0.345773907,-0.101872297,-0.306842061,0.37698361,-0.272674082,5.17248617
-4.442184659,-1.025213905,0.346131314,-27.80118015,0.345773907,-0.091572185,-0.306842061,0.346131314,-0.272674082,5.39575436
-4.408460061,-1.025213905,1.102078966,-27.80118015,-0.758643816,-0.076590204,-0.306842061,1.102078966,-0.272674082,4.594171479
-4.293796426,-1.025213905,1.101857644,-27.80118015,-0.758643816,-0.07565383,-0.306842061,1.101857644,-0.272674082,4.67329744
-4.334265944,-1.025213905,1.101813379,-27.80118015,-0.758643816,-0.070971961,-0.306842061,1.101813379,-0.272674082,4.541279627
-4.320776105,-1.025213905,1.550654531,-27.80118015,-0.758643816,-0.076590204,-0.306842061,1.550654531,-0.272674082,3.630427875
-4.462419418,-1.025213905,1.550566003,-27.80118015,-0.758643816,-0.067226466,-0.306842061,1.550566003,-0.272674082,3.866169148
-4.496144016,-1.025213905,0.55882182,-27.80118015,-0.758643816,-0.086890316,-0.306842061,0.55882182,-0.566791465,4.951619184
-4.374735462,-1.025213905,0.558998878,-27.80118015,-0.758643816,-0.070971961,-0.306842061,0.558998878,-0.566791465,4.905477461
-4.62429749,-1.025213905,0.558998878,-27.80118015,-0.758643816,-0.070971961,-0.306842061,0.558998878,-0.566791465,5.151188984
-4.381480382,-1.025213905,0.358215498,-27.80118015,-0.758643816,-0.073781082,-0.306842061,0.358215498,-0.566791465,5.555095658
-3.902591085,-1.025213905,0.358215498,-27.80118015,-0.758643816,-0.07565383,-0.306842061,0.358215498,-0.566791465,5.992222922
-4.570338133,0.881653434,0.593879235,-27.80118015,0.361274507,-0.07565383,-0.282228627,0.593879235,-0.272674082,5.025428761
-3.902591085,0.881653434,0.593967764,-27.80118015,0.361274507,-0.094381306,-0.282228627,0.593967764,-0.272674082,4.923129988
-4.475909257,0.881653434,0.900543092,-27.80118015,0.361274507,-0.094381306,-0.282228627,0.900543092,-0.272674082,3.965107586
-4.347755783,0.881653434,0.90063162,-27.80118015,0.361274507,-0.077526578,-0.282228627,0.90063162,-0.272674082,4.038620162
-4.442184659,0.881653434,0.207406642,-27.80118015,0.403901156,-0.07565383,-0.282228627,0.207406642,-0.566791465,5.439943435
-3.963295362,0.881653434,0.447319763,-27.80118015,0.361274507,-0.088763063,-0.282228627,0.447319763,-0.566791465,4.418715497
-4.071214077,0.881653434,0.445593451,-27.80118015,0.365149657,-0.085953942,-0.282228627,0.445593451,-0.566791465,4.308671107
-3.902591085,0.881653434,0.21320528,-27.80118015,0.384525406,-0.084081194,-0.282228627,0.21320528,-0.566791465,5.229817458
-3.936315683,0.881653434,0.608220905,-27.80118015,0.345773907,-0.083144821,-0.282228627,0.608220905,2.374382369,5.891781575
-4.226347229,0.881653434,0.953262008,-27.80118015,0.345773907,-0.083144821,-0.282228627,0.953262008,2.374382369,5.614343454
0.485653659,0.881653434,0.294563272,-27.80118015,0.341898758,-0.063480971,-0.282228627,0.294563272,-0.272674082,6.085344817
0.518703766,0.881653434,0.254149863,-27.80118015,0.462028405,-0.090635811,-0.306842061,0.254149863,-0.272674082,6.589926379
0.090401366,0.881653434,0.30416865,-27.80118015,0.314772708,-0.061608223,-0.306842061,0.30416865,-0.272674082,5.670455526
0.064575973,-1.025213905,0.12795202,-27.80118015,8.971857602,10.62428964,8.726288191,0.12795202,-0.272674082,6.307353746
0.064575973,-1.025213905,0.239055698,-27.80118015,8.940856402,10.64114437,8.726288191,0.239055698,-0.272674082,5.318851865
0.064575973,-1.025213905,0.18943529,-27.80118015,8.855603104,10.6505081,8.726288191,0.18943529,-0.272674082,5.478779983
0.064575973,-1.025213905,0.317138123,-27.80118015,8.719972858,10.56436171,8.726288191,0.317138123,-0.272674082,4.202869588
0.064575973,-1.025213905,0.17438539,-27.80118015,8.878854004,10.40517817,8.726288191,0.17438539,-0.272674082,5.428178545
0.064575973,-1.025213905,0.16154871,-27.80118015,8.654095309,10.59994392,8.726288191,0.16154871,-0.272674082,5.668091317
0.064575973,0.881653434,-1.913921106,-27.80118015,0.279896359,-0.080335699,-0.282228627,-1.913921106,-0.967860625,3.484299839
0.064575973,0.881653434,-1.692466246,-27.80118015,0.318647858,-0.089699437,-0.282228627,-1.692466246,-0.967860625,4.969154884
0.064575973,0.881653434,-1.803348602,-27.80118015,0.25664546,-0.080335699,-0.282228627,-1.803348602,-0.967860625,3.440121603
0.064575973,0.881653434,-1.251636953,-27.80118015,0.287646659,-0.089699437,-0.282228627,-1.251636953,-0.967860625,6.52150394
0.064575973,0.881653434,0.266676692,-27.80118015,0.423276906,-0.063480971,-0.282228627,0.266676692,-0.272674082,6.139100435
0.064575973,0.881653434,0.092894604,-27.80118015,0.415526606,-0.058799102,-0.282228627,0.092894604,-0.272674082,7.04597737
0.387177832,0.881653434,0.279469107,-27.80118015,0.384525406,-0.066290092,-0.282228627,0.279469107,-0.272674082,6.304082539
0.717678896,0.881653434,0.586442814,-27.80118015,0.376775107,-0.064417344,-0.282228627,0.586442814,-0.272674082,4.957770057
