nr,taverage,waverage,area,Lnominal,smax,smean,smin
3847,-0.3643874964788679,0.2520919743056574,-0.051681730230293495,1.2020852874989345,0.5952248880758175,0.7233213617732341,0.7429391761897396
606,-0.27283231662667246,0.06877178824848769,-0.13438979210260776,-0.19992704192859584,1.4876100375391446,1.1049382641702061,0.5039616373140573
995,-0.1965363334165105,0.23851270126438584,0.03854524635768639,-0.8783201045548201,-1.595344775081529,-2.0237146190734054,-2.1549458257099583
3828,1.7871592300477088,0.1808007908389799,1.220142693924437,1.2020852874989345,-0.39771766237633055,0.10428292430669722,0.6346153137064158
2166,-0.33386910319480234,0.21474897344216,-0.07499036584885507,-0.8783201045548201,-0.11894684456133597,-0.6423637131840532,-1.1066967670770873
2454,-0.21179553005854262,0.265671247346929,0.03929713782925327,-0.8783201045548201,0.19865198117233526,0.47608261415454717,0.6996755362012396
3466,0.6884970718213717,0.10950960737230238,0.4817852688461362,1.2020852874989345,-0.18495994996197093,0.1569889674564401,0.5039616373140573
3164,-0.8526817890239053,0.3030142482104264,-0.32198671425844916,-0.8783201045548201,-0.07638431820069357,0.6489701391477153,1.3325073753018244
1116,0.3985723356227545,0.15703706301675405,0.3494523698504334,1.2020852874989345,1.6908117762931794,1.2201053105613056,0.5039616373140573
2537,-0.8221633957398411,0.4116484325406013,-0.25469242755324795,1.2020852874989345,1.7957627283901956,1.2795875337108706,0.5039616373140573
3433,2.8095254050638827,0.1774059725786614,1.8536112587192108,1.2020852874989345,0.1659749448051321,0.35588556919674424,0.5039616373140573
3671,-0.898459378950003,0.2520919743056574,-0.3866493808131679,-0.8783201045548201,-0.9912352462824747,-1.1559433008030433,-1.1436532597586784
3831,2.2296759326666487,0.2113541551818415,1.5239068484373013,1.2020852874989345,-0.739008712460945,-0.10849099526144697,0.5973825807962184
3450,1.9244919998260008,0.16722151779770833,1.2949558953453029,1.2020852874989345,0.7561936168023244,0.6903991496197567,0.5039616373140573
3843,-0.13549954684838067,0.23851270126438584,0.08065116876541041,1.2020852874989345,-0.17518429874623645,0.24301875111059143,0.6588923209399572
3830,1.527752887133156,0.22493342822311307,1.099088167002231,1.2020852874989345,-0.6886311570666002,-0.07708369666144393,0.6028784590625875
2275,0.8868666281677933,0.46257070644537146,0.9047242216022909,1.2020852874989345,0.5700718079813992,0.5849123603712605,0.5039616373140573
2136,-0.34912829983683447,0.18759042735961567,-0.10957737354091349,-0.8783201045548201,-1.595344775081529,-1.9547700223825173,-2.0222371114397357
3168,-0.8832001823079709,0.08914069781039503,-0.4922901325682608,1.2020852874989345,-0.7008726888418093,-0.08471553668972329,0.6015429840101797
