nr,taverage,waverage,area,Lnominal,smax,smean,smin
3853,0.13410059595248666,0.7231884932889527,0.1953620307226054,1.115594892938288,1.151574044701086,1.0002081816300918,0.30354515916835584
832,-0.5914583469575952,0.37882042701478696,-0.5650631681374926,-0.9583449474575829,-1.3422082542280815,-1.5474870057880072,-1.2356015890850314
2162,-0.39797596218157294,0.09184703845297192,-0.4304305099786557,-0.9583449474575829,-1.3560113565883045,-1.5474870057880072,-1.2115435133845005
2869,-0.462470090440247,-0.13773167239647197,-0.5133293226412737,-0.9583449474575829,-1.5464418351219948,-1.5474870057880072,-0.879633284170069
1571,-0.8655583920569598,-0.7116784495201021,-0.9845436261972021,1.115594892938288,1.328463091061477,1.1336635823813226,0.30354515916835584
2569,-0.41409949424624254,0.9527672041384069,0.8099351832439647,1.115594892938288,0.8196454125884287,0.7497818859896531,0.30354515916835584
988,-0.5269642186989212,0.40751776587096233,-0.493383743654778,-0.9583449474575829,1.1785260739542227,1.0205423625137853,0.30354515916835584
1829,0.021235871499808042,-0.769073127232463,-0.13934971664450388,-0.282060216893712,0.7709747578206289,0.7130619088598765,0.30354515916835584
882,0.10185353182315032,-0.424705060958287,-0.009703453232289558,-0.9358021231054539,0.8968381177309072,0.8080205593944062,0.30354515916835584
3227,3.8747600349555817,0.20663639387769386,3.768113866678415,1.115594892938288,-0.6370071004688302,-0.3492016230812265,0.30354515916835584
2560,-0.31735830185823066,1.5554113201182123,1.1546197201043211,1.115594892938288,0.801393917050504,0.736011894565987,0.30354515916835584
1129,1.440106693190637,0.7518858321451384,1.4868382700981173,1.115594892938288,0.8120569771676429,0.7440567282651182,0.30354515916835584
2445,-0.7204466034749435,-0.33861304438974044,-0.8206158989019516,-0.9583449474575829,0.017102949293577373,0.990189155612155,2.2577222180849272
1055,-0.41409949424624254,0.37882042701478696,-0.39178595069232247,-0.9583449474575829,-0.5242926674514657,-0.13583091726476146,0.600018184933854
2444,-0.8655583920569598,-0.3960077221021014,-0.9446524682242142,-0.9583449474575829,0.051970501701154734,1.0296483245842738,2.28810836582991
2273,0.6500536220218796,2.358936808091276,0.9576571276126891,1.115594892938288,0.5446954636783979,0.5423436280911977,0.30354515916835584
2543,0.2469653204051667,-1.170835871219,0.8005856930940451,1.115594892938288,0.7152390080058904,0.6710116124693261,0.30354515916835584
3252,0.40820064105185266,1.6415033366867486,0.6129725907523328,1.115594892938288,0.615346414147785,0.5956468206989379,0.30354515916835584
3836,1.6013420138373216,-0.25252102782120406,1.4631528950516555,1.115594892938288,0.2804412836588715,0.3429748812958587,0.30354515916835584
3126,-0.6881995393456071,1.957174064104739,-0.4366635034119348,1.115594892938288,-0.4481466430566817,-0.07263702113980687,0.613290033329787
880,-0.672076007280939,-1.1421385323628144,-0.8667400503082204,-0.9358021231054539,1.4118050455966613,1.196541607735268,0.30354515916835584
3431,2.762236322493455,-0.6542837718077309,2.5265015747691377,1.115594892938288,-0.18464476482456083,-0.00791312596777909,0.30354515916835584
2616,-0.9300525203156339,0.9814645429945822,-0.8206158989019516,-0.9583449474575829,-0.406279413148897,-0.03789123632883569,0.6205872695612276
3229,2.7461127904287874,-0.769073127232463,2.488480314826134,1.115594892938288,0.09965989326799071,0.2065828694704048,0.30354515916835584
2287,-1.0267937127036457,-0.13773167239647197,-1.061209445426541,-0.9583449474575829,-0.753384916103126,-0.8811970981912552,-0.7226286858779797
3831,2.391395085006079,0.09184703845297192,2.295257518394468,1.115594892938288,-1.2052500783922404,-0.7009602491574571,0.48133091801579475
1276,-0.8494348599922916,-0.08033699468411098,-0.8810759352047627,-0.3722315143022281,-1.3225175726620766,-0.7982810208014371,0.46089181540879415
515,-0.5430877507635907,0.4362151047271479,-0.5095895265813059,-0.9583449474575829,1.2340655711287678,1.062444594480425,0.30354515916835584
1824,-0.23674064153488839,-1.2569278877875363,-0.4597255791150692,-0.282060216893712,0.7841236847135424,0.7229822252618726,0.30354515916835584
2290,-0.8333113279276235,0.37882042701478696,-0.8012936192587851,-0.9583449474575829,-1.1248911639879857,-1.0493686708686756,-0.46362240738828464
2371,-0.462470090440247,0.40751776587096233,-0.4347936053819509,-0.9583449474575829,1.2969318335371762,1.1098745649397197,0.30354515916835584
1062,-0.3334818339228988,0.37882042701478696,-0.3132502334330014,-0.9583449474575829,-1.178664387400797,-0.6788966758024901,0.48596466302275976
2551,-0.07550532088820383,-0.7116784495201021,0.6883918112950135,1.115594892938288,0.8859788049735757,0.7998276612713648,0.30354515916835584
3821,1.746453802419338,0.06314969959679653,1.6613620862299439,1.115594892938288,-1.3662164938783272,-0.8345469336978886,0.45327532509222784
2622,-0.39797596218157294,0.5510044601518699,-0.36373748024256547,-0.9583449474575829,-1.0430538130276126,-1.5474870057880072,-1.757011921684686
3259,2.9073481110754718,-0.5394944163830089,2.6767167165111734,1.115594892938288,-0.3072372473982935,-0.10040403610380233,0.30354515916835584
1674,-0.5430877507635907,0.321425749302426,-0.525795309507832,-0.9583449474575829,-1.2442781867719035,-1.5474870057880072,-1.4062885053110719
1064,-0.25286417359955654,0.26403107159005484,-0.25466009516017424,-0.9583449474575829,-0.695621222339729,-1.5474870057880072,-2.36256850957814
3225,3.133077559980832,-0.367310383245926,2.9322694472756328,1.115594892938288,0.022270935485319703,0.14819613164174136,0.30354515916835584
