nr,Ncycles
575,-0.8572554136570211
896,0.7316965427126992
1450,-0.8572554136570211
3718,-0.8572554136570211
1232,-0.8572554136570211
1652,0.9742112155427728
1105,0.30535445235964026
929,-0.8572554136570211
1094,0.9152269023234298
1795,0.4401119397266693
1214,1.7215746811228516
1662,1.1767976448069355
1047,-0.8572554136570211
1157,1.6026861431644464
1146,0.4430028572156256
1769,1.403211470155589
3748,0.7728500727484791
2367,1.5160095524700894
2401,-0.8572554136570211
3202,0.7884171264655392
1012,-0.8572554136570211
1189,0.5550751621129744
1030,-0.8572554136570211
1106,0.30406944360183724
1303,0.9090664679051388
1382,0.22558384161972214
2416,-0.8572554136570211
963,-0.8572554136570211
1159,1.5960973681741133
1144,1.741566505102053
1010,-0.8572554136570211
1310,0.9624304344043758
1150,1.4178461944975458
1046,-0.8572554136570211
1018,-0.8572554136570211
1322,0.9102470083652519
1041,-0.8572554136570211
1381,0.08425000725820443
514,-0.8572554136570211
975,-0.8572554136570211
2712,1.4845026260725909
1924,0.8262496600322004
1299,1.205688826593017
935,-0.8572554136570211
1001,-0.8572554136570211
1304,1.3891455558015924
2895,-0.8572554136570211
968,-0.8572554136570211
1039,-0.8572554136570211
1000,-0.8572554136570211
511,-0.8572554136570211
1152,1.5830841650752254
944,1.0668749842407843
1206,1.1680562457292443
984,-0.8572554136570211
1023,-0.8572554136570211
928,-0.8572554136570211
959,-0.8572554136570211
1195,-0.8572554136570211
651,1.0556893884321217
3799,-0.8572554136570211
1796,0.4642178854494905
587,-0.8572554136570211
917,-0.8572554136570211
1449,-0.8572554136570211
2254,1.6723845621099804
1171,1.3295711166467958
590,-0.8572554136570211
657,-0.8572554136570211
2253,1.642227499584826
3797,-0.8572554136570211
938,-0.8572554136570211
592,-0.8572554136570211
1221,-0.8572554136570211
1098,0.26899988966104843
1768,-0.8572554136570211
1216,1.202358246367872
930,-0.8572554136570211
888,-0.8572554136570211
659,0.2518204562636163
1045,-0.8572554136570211
1158,1.6006708223261723
2368,1.6776866553748127
2713,1.2381589677302516
1447,-0.8572554136570211
1165,1.3458738710131608
508,-0.8572554136570211
2241,-0.8572554136570211
450,-0.8572554136570211
1656,0.5770334418374217
666,-0.8572554136570211
1323,0.2847049093948193
1791,0.56917076066773
2597,1.2349606396228914
668,0.5896572521826889
962,-0.8572554136570211
976,-0.8572554136570211
1775,0.008390735526985627
655,-0.8572554136570211
2575,-0.8572554136570211
683,1.6178722364521998
647,0.5266160954562809
1156,0.9645858165719533
755,-0.8572554136570211
923,-0.8572554136570211
1005,-0.8572554136570211
2226,-0.8572554136570211
3785,-0.8572554136570211
594,-0.8572554136570211
1926,0.7027192137949373
974,-0.8572554136570211
589,-0.8572554136570211
2215,1.1112091871693086
2706,1.1656772747001223
942,-0.8572554136570211
1759,-0.8572554136570211
939,-0.8572554136570211
1955,1.6004939578924597
1266,1.3611111203353419
1380,0.27551978454683285
475,-0.8572554136570211
1080,0.56833514711986
1209,1.5379715516944574
1391,0.8430477507236056
1079,0.4448054607458919
1215,1.163815832901634
1320,1.1401193129489935
505,-0.8572554136570211
457,-0.8572554136570211
2916,-0.8572554136570211
1797,0.4858750975836139
1371,0.9623684777140475
1044,-0.8572554136570211
3934,-0.8572554136570211
1145,0.7125041688296663
3717,-0.8572554136570211
1309,1.7341593091957699
1218,-0.8572554136570211
510,-0.8572554136570211
2210,-0.8572554136570211
1022,-0.8572554136570211
916,-0.8572554136570211
1798,0.4371746484350261
3796,-0.8572554136570211
1657,0.6066656649436398
1771,0.9428640004946592
445,-0.8572554136570211
576,-0.8572554136570211
1792,0.6602065709151709
476,-0.8572554136570211
458,-0.8572554136570211
1153,1.526802056108972
1923,0.8068243476203493
943,1.6346231441213932
3731,-0.8572554136570211
2892,-0.8572554136570211
1777,0.37484393413725836
1174,1.1110127350567875
1313,0.8806004743463695
1104,0.6449262879166581
3728,-0.8572554136570211
3727,-0.8572554136570211
469,0.9866027974963323
663,-0.8572554136570211
1773,-0.603406899137261
1027,-0.8572554136570211
595,-0.8572554136570211
1193,-0.8572554136570211
1149,1.3639805227659096
3804,-0.8572554136570211
1042,-0.8572554136570211
2893,-0.8572554136570211
1040,-0.8572554136570211
1314,1.5019109929039847
1017,-0.8572554136570211
2233,-0.8572554136570211
1002,-0.8572554136570211
1093,0.7236277427089012
661,0.5709807885506532
3933,-0.8572554136570211
580,-0.8572554136570211
908,1.3306665590998064
1793,0.6476619668875601
1779,0.3831930212532886
3732,-0.8572554136570211
679,-0.8572554136570211
1166,1.0347429113585536
2245,1.2050618834854312
1387,1.8339907786695648
1761,-0.8572554136570211
1048,-0.8572554136570211
1463,-0.8572554136570211
1790,0.6598373913616558
1799,0.4135895191604752
3720,-0.8572554136570211
667,-0.8572554136570211
454,-0.8572554136570211
3719,-0.8572554136570211
1952,1.1973244938690184
1091,1.3758328632019639
3788,-0.8572554136570211
2217,1.186730844773525
2251,1.180643476853984
979,-0.8572554136570211
669,0.6409751488049804
2715,1.2663682910298681
1265,1.742844740573248
673,1.528254144747906
901,1.508027901043962
2213,0.9451539213795319
999,-0.8572554136570211
1220,-0.8572554136570211
1311,0.9460174118232689
1437,-0.8572554136570211
1038,-0.8572554136570211
1395,0.22755281754280057
1081,0.9165391369219192
887,-0.8572554136570211
2244,1.6695841102903024
912,1.1009071342105292
751,-0.8572554136570211
1173,1.2475102048504843
1178,0.6521004003691082
965,-0.8572554136570211
918,-0.8572554136570211
585,-0.8572554136570211
983,-0.8572554136570211
1148,1.4696539588210698
1162,1.3059330810643246
1231,-0.8572554136570211
1028,-0.8572554136570211
3790,-0.8572554136570211
973,-0.8572554136570211
654,1.3218854282897117
1016,-0.8572554136570211
1378,-0.5291609682083462
513,-0.8572554136570211
670,0.5605584796841349
980,-0.8572554136570211
1651,1.5573620435780913
2718,0.6872840250454936
933,-0.8572554136570211
2229,-0.8572554136570211
1015,-0.8572554136570211
924,-0.8572554136570211
1627,1.3194786127152993
2279,2.2197655792008946
1089,1.6723237054862583
685,-0.8572554136570211
1666,0.15525491558735827
1770,1.206037762791162
1084,0.30471307518371643
1661,0.6448761680322567
664,-0.8572554136570211
586,-0.8572554136570211
462,1.8720532900102942
1649,1.5549640413405608
940,-0.8572554136570211
1438,-0.8572554136570211
977,-0.8572554136570211
459,-0.8572554136570211
3747,1.2305119061351006
1270,0.7540493953796661
3201,1.8681265773314504
599,-0.8572554136570211
1465,-0.8572554136570211
3729,-0.8572554136570211
1177,0.883687299586231
931,-0.8572554136570211
969,-0.8572554136570211
926,-0.8572554136570211
677,0.9706078323561521
3803,-0.8572554136570211
1043,-0.8572554136570211
1312,1.2848782973806967
3724,-0.8572554136570211
1950,0.3134941478044631
1034,-0.8572554136570211
1327,0.7291200990905333
961,-0.8572554136570211
1930,1.7318952060558728
3789,-0.8572554136570211
1233,-0.8572554136570211
674,-0.8572554136570211
3802,-0.8572554136570211
754,-0.8572554136570211
1658,1.779742843143411
966,-0.8572554136570211
1031,-0.8572554136570211
1439,-0.8572554136570211
1386,0.7087234565073279
1024,-0.8572554136570211
2600,1.6568590096020508
1013,-0.8572554136570211
1774,-0.04810826883086481
1325,0.6747357222576209
1234,-0.8572554136570211
981,-0.8572554136570211
3053,1.5668264227468822
2222,-0.8572554136570211
1026,-0.8572554136570211
1663,1.1600291856586011
934,-0.8572554136570211
1308,1.2702777093623605
1319,1.130960551188027
3723,-0.8572554136570211
3798,-0.8572554136570211
548,0.4048768511782233
1268,0.9379942708437671
1161,1.001154635557003
1207,1.5194955263318626
964,-0.8572554136570211
1650,0.944520699416149
3792,-0.8572554136570211
652,-0.8572554136570211
3801,-0.8572554136570211
1390,1.754285599205363
1458,-0.8572554136570211
1664,0.252248790953706
1464,-0.8572554136570211
1083,0.49082439877645145
1653,1.422522681875232
895,1.2847306912558523
449,-0.8572554136570211
477,-0.8572554136570211
3800,-0.8572554136570211
1032,-0.8572554136570211
2709,-0.8572554136570211
1396,0.7674892983984358
1927,0.6311401562284215
662,0.5606379041037349
902,1.4606963323650077
1086,1.0601650063268484
1229,-0.8572554136570211
447,-0.8572554136570211
893,1.4530125580668891
970,-0.8572554136570211
1269,0.8718005164920553
1789,1.2327255165707445
682,-0.8572554136570211
1665,0.21645166137926244
1297,1.5019890893825742
2242,-0.8572554136570211
1772,1.5343079855675474
3791,-0.8572554136570211
582,-0.8572554136570211
1092,0.5352996029226049
506,-0.8572554136570211
512,-0.8572554136570211
2894,-0.8572554136570211
922,-0.8572554136570211
1928,0.7926033952077497
2227,-0.8572554136570211
1370,0.934027843075371
960,-0.8572554136570211
884,-0.8572554136570211
1168,1.7962821199046692
1393,0.8362832782188603
684,-0.8572554136570211
