nr,taverage,waverage,area,Lnominal,R-value1,smax,smean,smin
1829,0.11674820502512097,0.09427911441370147,0.11465915889064898,-0.12144980240407999,-0.15367040273763882,0.9365207447285634,0.8270584350292352,0.5679502085532369
1859,-0.040461593267044835,-5.030732203617057,-4.009041181264576,-0.9201138271781144,-0.15367040273763882,-1.4014852760880312,-1.9320487079408182,-2.2376481065903295
403,-0.5496846355612313,0.14304561917305098,-0.23660865766099748,-0.787003156382442,-0.5923173362235908,-0.3838845157505172,-0.5282166506302036,-0.6109297613556431
1690,-0.44715650624025327,0.20922873277502546,-0.12631296099631695,-0.8099532720368683,4.232798932121882,-1.529089910183427,-1.3418728938170974,-0.9103362969788513
986,-0.17374816138431406,0.257995237534375,0.07070072906052277,-0.8099532720368683,-0.15367040273763882,1.283071613147494,1.0279440416957983,0.5679502085532369
2540,-0.7376528726496883,0.47047786541439673,-0.16108008277105237,1.3014573681703492,-0.15367040273763882,1.6475396055633378,1.2392156916588652,0.5679502085532369
1067,-0.31045233381228365,0.20574541100649998,-0.05078438610637182,-0.8099532720368683,-0.5923173362235908,-0.49414374034690695,-0.5282166506302036,-0.48319558854384576
989,-0.1908361829378114,0.23012866338617471,0.04192793862625823,-0.8099532720368683,-0.15367040273763882,1.2570381851177908,1.0128532095555791,0.5679502085532369
539,-0.15666013983081825,0.21967869808059948,0.05231811294974343,-0.8099532720368683,-0.5923173362235908,-0.656776096626582,-0.5282166506302036,-0.29478768364644453
701,-0.1395721182773224,0.20574541100649998,0.05231811294974343,-0.8099532720368683,-0.15367040273763882,1.264592983840136,1.017232509862937,0.5679502085532369
2285,-0.9427091312916427,0.27889516814552423,-0.3668854587939173,1.3014573681703492,-0.15367040273763882,1.7470281373866543,1.2968863423280554,0.5679502085532369
1688,-0.3958924415797643,0.188328802163875,-0.11192656577918411,-0.8099532720368683,4.232798932121882,-1.5546077742462674,-1.504584613142295,-1.2059581163705995
519,-0.43006848468675746,0.20922873277502546,-0.1163224087621973,-0.8099532720368683,-0.15367040273763882,1.2830205672101809,1.0279144518288568,0.5679502085532369
2181,-0.25918826915179466,0.2545119157658495,0.008759305208981636,-0.8099532720368683,-0.3291291761320197,0.11937738021976371,0.0007436467647221243,-0.13681126269763197
373,-0.532596614007734,0.08034582733960197,-0.27377351197192284,-0.8099532720368683,-0.15367040273763882,-1.4014852760880312,-2.0755299727406653,-2.524399497314591
3215,-0.4642445277937491,0.27889516814552423,-0.08874848459602602,-0.8099532720368683,-0.15367040273763882,-1.4014852760880312,-1.863903244374299,-2.101457458448862
2734,-0.48133254934724645,0.1709121933212512,-0.1754664779881852,-0.8099532720368683,-0.3291291761320197,-0.9143028503713904,-0.3587732365757909,0.34219188534660827
3178,0.8173570887184648,0.2754118463769987,0.6749293281800792,1.3014573681703492,-0.10980570938904363,-0.6808697790383856,-0.06872448385408625,0.6514327695525028
3199,0.7831810456114716,0.28934513345109947,0.6665372643034184,1.3014573681703492,-0.10980570938904363,-0.6789810793577993,-0.06752017626956286,0.6516515734596342
1115,0.6806529162904952,0.1325956538674757,0.4767167718551451,1.3014573681703492,-0.15367040273763882,1.9870461346330552,1.4360178966874872,0.5679502085532369
2891,-0.37880442002626846,0.21271205454354972,-0.08075604280873076,-0.8099532720368683,-0.15367040273763882,1.1449413067781282,0.9478738617518127,0.5679502085532369
2612,-0.9085330881846511,0.06989586203402672,-0.4999596145523915,-0.8099532720368683,-0.5923173362235908,-0.6899559558801251,-0.5282166506302036,-0.25634915942067216
2148,-0.532596614007734,0.25102859399732397,-0.1530876409837571,-0.8099532720368683,4.232798932121882,-1.5377370919642734,-1.3970106518760863,-1.0105130047303261
837,-0.44715650624025327,0.23361198515470022,-0.10793034488553647,-0.8099532720368683,-0.5923173362235908,-0.38056652982516287,-0.5282166506302036,-0.6147736137782204
2291,-0.3958924415797643,0.21271205454354972,-0.09354394966840364,-0.8099532720368683,-0.3291291761320197,-0.6338564707729805,-0.26123319918948085,0.21223419174882777
3253,0.1338362265786168,0.05247925319140296,0.09068183352876207,1.3014573681703492,-0.15367040273763882,0.9735290492805924,0.8485110885618995,0.5679502085532369
606,-0.17374816138431406,0.05247925319140296,-0.0871499962385672,-0.12144980240407999,-0.15367040273763882,1.4640294609225875,1.1328401200037919,0.5679502085532369
995,-0.08830805361683344,0.22664534161765046,0.09667616486923407,-0.8099532720368683,-0.15367040273763882,-1.4014852760880312,-1.841385355631737,-2.05645481700915
