nr,Laminate,smax,smean
683,-0.12468642410321547,-0.036320920533475846,0.1420828688521544
668,-0.12468642410321547,0.31387227373772675,0.1420828688521544
3596,-0.12468642410321547,0.3570567393462372,0.43560308490210153
2978,-0.12468642410321547,0.29068320650690443,0.1420828688521544
959,-0.12468642410321547,-1.4754735178395866,0.1420828688521544
443,-0.12468642410321547,1.2108721350043679,0.1420828688521544
3744,-0.12468642410321547,0.03649664556901941,0.1420828688521544
3777,4.469819385275877,0.01862596350781951,0.3032183263531254
473,-0.12468642410321547,1.2872892783636285,0.1420828688521544
569,-0.12468642410321547,1.2456053686324633,0.1420828688521544
1211,-0.12468642410321547,-1.493343806835016,0.1420828688521544
912,-0.12468642410321547,0.12465270863617714,0.1420828688521544
684,-0.12468642410321547,-1.3089796415619879,0.1420828688521544
983,-0.12468642410321547,-1.4772867376925611,0.1420828688521544
288,-0.12468642410321547,0.13238911334220307,0.1420828688521544
16,-2.4219393287927615,1.2431273015000643,0.1420828688521544
841,-2.4219393287927615,-0.010371729748680723,0.1420828688521544
666,-0.12468642410321547,-1.2900012737675184,0.1420828688521544
930,-0.12468642410321547,1.1489406035816503,0.1420828688521544
2830,-0.12468642410321547,0.995542204019981,0.1420828688521544
2200,-0.12468642410321547,1.0185499492655057,0.1420828688521544
2249,-0.12468642410321547,0.46995020930434783,0.1420828688521544
2399,-0.12468642410321547,0.31151508792885946,0.1420828688521544
3072,-0.12468642410321547,-1.397182713965585,0.1420828688521544
2990,-0.12468642410321547,0.2765602385409561,0.1420828688521544
754,-0.12468642410321547,1.2976649253000958,0.1420828688521544
2981,-0.12468642410321547,0.6724062793326137,0.1420828688521544
478,-0.12468642410321547,-1.5357328576201161,0.1420828688521544
1836,-0.12468642410321547,1.0186103899272716,0.1420828688521544
1078,-0.12468642410321547,0.2111030018485653,0.1420828688521544
3334,-0.12468642410321547,0.7446027666638403,0.1420828688521544
2915,-0.12468642410321547,1.486723315303603,0.1420828688521544
664,-0.12468642410321547,1.3091486510356027,0.1420828688521544
562,-0.12468642410321547,0.27591553814878733,0.1420828688521544
3201,-0.12468642410321547,0.06985317530182719,0.3232569946677495
669,-0.12468642410321547,0.10249113265537389,0.1420828688521544
942,-0.12468642410321547,1.1487189878218422,0.1420828688521544
1986,-0.12468642410321547,1.2413543754216,0.7815158605568802
3935,4.469819385275877,-1.5457406308569945,0.1420828688521544
3333,-0.12468642410321547,0.808955710358775,0.1420828688521544
1593,-0.12468642410321547,-1.6069118102930053,0.1420828688521544
446,-0.12468642410321547,-1.1942632655304481,0.1420828688521544
1162,-0.12468642410321547,0.03032498250697627,0.1420828688521544
902,-0.12468642410321547,0.035563173193347945,0.1420828688521544
3778,4.469819385275877,0.030035443330006906,0.30768139927457516
480,-0.12468642410321547,-1.50897779134511,0.1420828688521544
1350,-0.12468642410321547,0.8256032100217302,0.1420828688521544
572,-0.12468642410321547,1.0350703968148318,0.1420828688521544
3017,-0.12468642410321547,0.3615196620964539,0.1420828688521544
3613,-0.12468642410321547,0.5202531485972803,0.4994410062059084
926,-0.12468642410321547,1.180853272994007,0.1420828688521544
651,-0.12468642410321547,0.029156463046170252,0.1420828688521544
3752,-0.12468642410321547,0.37505835884827343,0.4426448205284307
896,-0.12468642410321547,-1.2813381122477496,-3.331662451822865
1983,-0.12468642410321547,-1.4709606150944048,-0.2794667413908394
1282,-0.12468642410321547,0.1647853080486864,0.36039181918569657
1543,-0.12468642410321547,-1.2391505303352024,-0.18878904807515634
661,-0.12468642410321547,0.12424977089107164,0.1420828688521544
454,-0.12468642410321547,-1.409593196514835,0.1420828688521544
963,-0.12468642410321547,-1.416765488377713,0.1420828688521544
31,-2.4219393287927615,1.337515468291031,0.1420828688521544
1767,2.1725664805863305,-1.5168149304874121,0.1420828688521544
3069,-0.12468642410321547,0.07674341074313153,0.32595226418921347
322,-0.12468642410321547,0.06495748169879523,0.1420828688521544
939,-0.12468642410321547,1.2696204582407518,0.1420828688521544
1659,-0.12468642410321547,-0.033842853401076955,0.1420828688521544
