nr,taverage,waverage,area,Lnominal,smax,smean,smin
3179,0.7700130121754081,0.2902482859200706,0.6756631255849442,1.2675435035463163,-0.16642658561555068,0.2565827739476613,0.704615426392764
2298,-0.38028488856036863,0.2503920450493226,-0.049473156507135775,-0.8325792645339997,-0.6967939970310852,-0.507121746198593,-0.20584912031325847
3444,1.0416111276269104,0.08764572816043072,0.6661767796653723,1.2675435035463163,0.19985699920660485,0.3995122154516928,0.5660600486155882
3120,-0.7477411624065184,0.26699881207880033,-0.2619673051055471,1.2675435035463163,0.367947756852325,0.5973734187023723,0.7664434963875228
1115,0.578296695386112,0.15407279627834528,0.44874973118878264,1.2675435035463163,1.9609031967106367,1.4204990225628338,0.5660600486155882
1667,-0.5080957664198994,0.23378527801984367,-0.1378859004775457,-0.8325792645339997,-0.19001739218621055,-0.507121746198593,-0.792198742777378
3445,1.4569964806703848,0.06439625431916045,0.8923312663879667,1.2675435035463163,0.16965475639958164,0.3820021174799061,0.5660600486155882
1940,-0.26845037043327885,0.09760978837811832,-0.09918160912569286,-0.23906630833738862,0.01904423546970044,0.37486450208775834,0.7260747330935412
837,-0.47614304695501597,0.2503920450493226,-0.10639123202456745,-0.8325792645339997,-0.36221525416058087,-0.507121746198593,-0.5929627275538514
3430,3.5498996056201997,0.17732227011961554,2.2382540254568344,1.2675435035463163,0.26356720293883246,0.43644893953148145,0.5660600486155882
3258,2.4954598632790717,0.08764572816043072,1.5248808123050246,1.2675435035463163,0.024704025581132605,0.29796526253736794,0.5660600486155882
606,-0.2205212912359545,0.07768166794274431,-0.08665963251185742,-0.14775662276867924,1.4477155021820156,1.1229725485679318,0.5660600486155882
995,-0.14063949257374814,0.24374933823753125,0.08788913240826617,-0.8325792645339997,-1.3639480172459233,-1.7958126879729197,-2.00575354056559
2891,-0.4122376080252506,0.2304639246139474,-0.0805883711233315,-0.8325792645339997,1.134623927079692,0.9414541034242532,0.5660600486155882
2154,-0.26845037043327885,0.22049986439626099,-0.014942857359894025,-0.8325792645339997,-1.508317743061783,-1.4278218628364963,-1.104323576399808
2467,0.7700130121754081,0.47956543005612784,0.8312391986659239,1.2675435035463163,0.9086330157276388,0.8104332708393422,0.5660600486155882
