nr,smax,smean
3321,0.0070892439996452766,0.09919717231240957
2851,-1.1895672902988994,-0.08121694837914428
3171,0.06460107862933603,0.2126903303943226
3843,0.34927573887237084,0.2794022303278946
3949,0.2820100874078619,0.24868965616685798
2802,-1.9282107548112513,-0.22217650743367928
2633,0.6127477423982551,2.5186795224572815
3199,0.0012012692030171105,0.1978329428816959
2299,-0.02678147970419022,0.09919717231240957
1715,0.41362714018501356,0.09919717231240957
3846,0.36015957107219865,0.2819527949759347
3325,0.14956039173017702,0.09919717231240957
2890,1.3518372656073214,0.4766059844775601
1861,-1.7220721624363724,-0.17826067499400322
3190,-0.003318792257020578,0.1967736919896137
1508,0.8513594078939318,0.3970627044194468
1069,0.021868655484110787,0.09919717231240957
2285,1.4144936438724496,0.48995431958292607
1682,-1.2942423977945103,-1.950244241190587
2077,1.3195426159652095,4.1750134173921385
3011,0.5851218404484191,0.33467143312463116
3240,-1.2766676851439689,-1.9090588940050224
1493,0.7792465852584612,0.38016347143721424
3046,0.28584619219960444,0.24950690117330898
1486,0.9418498488340296,0.41826862852869784
3031,0.4690871048098187,0.28854460450471175
3160,0.636032006366739,0.43656731439407004
3953,0.3894507588231012,0.2715788515800937
2746,0.5700747937459251,0.09919717231240957
1203,-1.7591247715101028,-0.1861543748237546
2795,0.2564955299558067,0.09919717231240957
2602,-1.7242132441806008,-0.7345447798501886
3179,0.29128810829951834,0.26581315638341896
2828,1.2237886824038835,3.9506194784115665
3125,0.6199738932850261,0.3428388150030546
635,-1.695962860055365,-0.17269834076405005
3441,0.6655016175963272,0.3303888158815237
2955,0.6633605358520988,0.09919717231240957
2827,0.9434556601422007,0.09919717231240957
2782,0.6624684184586703,0.09919717231240957
3205,0.2617292853305873,0.09919717231240957
3695,0.30663252746648856,0.09919717231240957
2616,0.4071741577058807,0.2929703980047634
728,1.1698453173479069,0.43783436091569944
836,0.32376118142031574,0.09919717231240957
3823,-0.02924967115934236,0.19069693687187897
3465,0.46510231378583816,0.28769568333522
1673,0.02677530114796748,0.09919717231240957
2970,0.2787092530521765,0.09919717231240957
3645,-1.1923766571825452,-1.7115276273352136
1481,0.358345599038894,0.28152770086792794
527,1.2887645658919262,0.46316895611567993
2788,-1.8362631887952205,-0.2025879682092883
1858,-1.770900721103359,-0.18866312693658083
2041,-1.2749726620964548,-1.905086703159714
1827,0.9886265374961305,0.39922745340165067
2565,0.8681312148903876,0.3735570908734384
3255,0.960346416124447,0.3932026471913027
2815,0.25251073893182613,0.09919717231240957
2747,0.6396004759404531,0.3474381938765693
3196,0.36155722165523674,0.2656364033936517
2456,0.017913601706577725,-0.04064675227983073
2854,0.562015999958621,0.32925670981444777
605,1.1988986071272283,0.4440238831738592
1628,0.12532453587536935,0.09919717231240957
3148,-1.5807607673172976,-0.6428612935450829
1494,0.8115114976541252,0.3877245715550379
2628,0.38838021795098693,0.35742758865309576
2273,0.8394645093148851,0.3674499266391845
606,1.2496303495668626,0.45483179000335827
725,-1.8158634377321554,-0.19824199864009934
827,-0.01830636446661947,0.09919717231240957
2624,0.11429201744330353,0.09919717231240957
3697,-1.8982058731456062,0.09919717231240957
2293,0.41267554829868985,0.20559486987319778
1637,-1.780684275184625,-0.2197418775423684
3644,-1.2777070943901494,-1.911494690909532
3025,0.6399275856513768,0.32494051583851713
1707,0.3789535108270924,0.2863570486851186
2966,0.8791042588295581,0.09919717231240957
2289,0.1260084925436645,0.16895188446767465
2646,0.26045058373333974,0.09919717231240957
2569,0.9644501561342181,0.394076909291227
1058,0.3236719696809729,0.27340213152471843
2805,-1.3355176958638024,-2.046970572651778
3607,1.0141132671303326,0.4352031527540895
4001,0.949492321171067,0.42005959878702104
2752,0.4588872292782862,2.158116093797194
3624,-0.0057695098087877355,0.09919717231240957
3464,0.3672965102196266,0.26685910328702406
1511,0.9637959367123706,0.42341157035999166
530,-1.9315115891669368,-0.22287971825318362
1113,1.5207448254297842,0.5125901056918358
3217,-1.700601870501193,-0.17368663705092097
835,0.13037986777146418,0.09919717231240957
