nr,smax,Ncycles,smean
2801,328.07,3.7781512503836434,0.0
2802,-507.28,0.0,-253.64
2803,329.25,3.659440781870318,1810.875
2804,227.05,3.0644579892269186,0.0
2805,-307.97,5.42141635011384,-1693.835
2806,329.13,3.710540447933297,0.0
2807,326.2,2.885361220031512,179.41
2808,325.86,2.9370161074648142,179.223
2809,328.39,3.0,180.6145
2810,328.13,3.4471580313422194,1804.715
2811,-283.92,4.217483944213907,-1561.5600000000002
2812,226.53,3.469822015978163,0.0
2813,-310.56,5.18782518424518,-1708.08
2814,230.93,3.146128035678238,0.0
2815,226.05,3.198106998873401,0.0
2816,-500.6,4.778180202384048,-2753.3
2817,456.16,6.699024982537381,250.88800000000003
2819,274.31,4.427096432549316,0.0
2820,483.18,6.917695937698817,265.749
2821,563.94,5.903070986192715,3101.67
2822,356.74,5.854054503354937,0.0
2824,404.35,6.717609764086168,0.0
2827,458.4,6.3028577810026585,0.0
2828,552.67,5.301038681466761,3039.685
2829,345.8,5.300932268410825,0.0
2831,599.78,3.0013009330204183,3298.79
2832,425.69,6.242964584663652,0.0
2833,453.38,6.176095022924881,0.0
2836,-492.64,5.6989369967010886,-0.0
2837,-506.79,3.3991543339582164,-2787.3450000000003
2838,-481.66,3.3991543339582164,-2649.13
2840,102.82,6.844334251327874,0.0
2841,135.35,5.527372082827612,0.0
2846,-411.58,5.6276300403193495,-617.37
2847,189.29,4.352182518111363,0.0
2851,-258.89,5.650051923437536,-142.3895
2852,-303.73,4.3979400086720375,-1670.515
2853,330.1,4.3979400086720375,0.0
2854,330.13,3.397940008672037,181.5715
2855,332.75,5.698970004336019,183.0125
2856,228.63,5.698970004336019,0.0
2857,240.64,3.397940008672037,0.0
2858,230.17,3.398287305357401,0.0
2859,225.02,3.397940008672037,0.0
2861,-321.14,3.90848501887865,-1766.27
2862,349.85,3.356790460351716,192.4175
2863,351.16,2.4771212547196626,193.13800000000003
2864,345.72,2.5390760987927767,190.14600000000004
2865,345.76,2.4885507165004443,190.168
2866,240.33,2.6148972160331345,0.0
2867,242.22,2.740362689494244,0.0
2868,233.11,3.0791812460476247,0.0
2869,103.77,5.775708726500088,0.0
2889,598.78,0.0,299.39
2890,595.73,0.0,297.865
2891,498.85,0.0,249.425
2951,469.89,5.301029995663981,258.4395
2952,452.01,5.698970004336019,248.6055
2953,398.09,4.3979400086720375,218.9495
2954,398.56,5.301029995663981,0.0
2955,364.21,5.698970004336019,0.0
2956,505.75,2.6989700043360187,278.1625
2957,183.33,4.522770158085897,0.0
2958,236.3,2.862131379313037,0.0
2959,302.75,5.903089986991944,0.0
2960,131.27,5.900648918918906,0.0
2961,226.26,3.1277525158329733,0.0
2962,453.65,3.0,0.0
2963,-503.69,5.301029995663981,-0.0
2964,388.88,5.301029995663981,0.0
2965,-419.66,4.0,-0.0
2966,436.76,4.0,0.0
2967,-455.39,3.0,-0.0
2968,234.15,2.8573324964312685,0.0
2969,390.92,4.3979400086720375,0.0
2970,234.86,2.890421018800914,0.0
2971,453.41,3.397940008672037,0.0
2972,401.2070963,2.3010299956639813,220.663902965
2973,-453.44,5.698970004336019,-249.392
2974,-481.93,2.6989700043360187,-265.0615
2975,520.3,2.6989700043360187,286.165
2976,-497.07,2.3010299956639813,-273.3885
2992,296.53,5.698970004336019,0.0
2993,-500.42,5.698970004336019,-0.0
3008,274.39,4.899273187317604,205.7925
3009,203.12,5.217215388244694,111.716
3010,337.86,5.698970004336019,185.82300000000004
3011,337.9,5.698970004336019,185.845
3012,343.06,3.397940008672037,188.683
3013,343.06,3.485437481076301,188.683
3014,340.48,3.397940008672037,187.26400000000004
3018,284.5,6.987004444795566,142.25
3019,355.15,5.916734438509109,177.575
3020,354.64,5.937880321475072,177.32
3021,280.85,7.08961827645491,140.425
3022,356.19,5.74744443701529,178.095
3023,354.99,5.663695272930106,177.495
3025,356.33,0.0,178.165
3026,297.4,0.0,148.7
3027,307.66,0.0,153.83
3028,277.6,0.0,138.8
3029,287.87,0.0,143.935
3030,292.81,0.0,146.405
3031,298.88,0.0,149.44
3032,293.58,0.0,146.79
3033,290.18,0.0,145.09
3034,296.59,0.0,148.295
3046,237.26,6.377804019857449,118.63
3047,239.0,6.576461484555249,119.5
3048,265.49,6.155885694595958,132.745
3049,237.99,6.5049092853478925,118.995
3050,235.85,6.752504332966523,117.925
3057,212.16,5.141377646306111,116.688
3058,191.95,5.980762155232885,105.5725
3059,193.1,5.7807557066191215,106.205
3060,194.03,6.060019811962086,106.7165
3061,192.48,5.8275702170114085,105.864
3062,192.36,5.731339719776532,105.79800000000002
3063,193.94,6.203226045232798,106.667
3073,-431.49,6.698971828369013,-237.31950000000003
3074,-461.36,6.543527445692663,-0.0
3075,-464.81,6.335493003905478,-0.0
3076,-453.27,6.698953761418651,-249.2985
3079,427.65,6.356495100805616,0.0
3081,-485.46,4.00021709297223,-2670.03
3118,206.35,5.126748141560192,113.4925
3119,205.04,5.070809670157845,112.772
3120,345.78,3.187520720836463,190.179
3121,201.9,4.696670854360099,111.04500000000002
3122,272.93,4.021272013951038,150.1115
3123,338.98,3.3326404103874627,186.439
3124,201.58,5.048511720110709,110.869
3125,349.62,3.2949069106051923,192.29100000000005
3126,271.66,3.965718970244221,149.41300000000004
3127,272.74,4.0349491466763725,150.007
3128,352.08,3.341038631677523,193.644
3129,274.2,4.043480170022551,150.81
3130,203.77,5.025625322927667,112.0735
3131,246.32,6.460794441311891,123.16
3132,249.26,6.321041173787391,124.63
3133,277.04,5.439537948165413,138.52
3134,247.24,6.5081589628015895,123.62
3135,267.21,6.848874576242086,133.605
3136,-305.36,5.65439700350908,-1679.48
3137,187.02,4.490070903572991,0.0
3138,-271.31,5.57030704925702,-1492.205
3139,-324.91,3.3279716236230104,-1787.005
3140,236.68,3.5060989599284405,0.0
3141,189.94,4.212666928793423,0.0
3142,138.12,5.506718744698499,0.0
3143,189.33,4.12251077061032,0.0
3144,237.91,3.3613500243522663,0.0
3145,268.02,5.849935714501074,134.01
3146,264.24,6.109492489355369,132.12
3148,-390.44,5.4641928620343245,-585.66
3149,-261.26,5.698970004336019,-1436.9299999999998
3150,-262.24,6.1777724842337545,-1442.3200000000002
3151,-307.0,4.3979400086720375,-0.0
3152,181.05,4.3979400086720375,0.0
3153,328.72,3.397940008672037,180.796
3154,-310.09,5.698970004336019,-1705.495
3155,-311.11,5.698970004336019,-1711.105
3159,352.31,4.681087397502494,264.2325
3160,355.02,3.9414120403735495,266.265
3161,355.02,4.035029282202368,266.265
3162,272.31,5.930597074421362,204.2325
3163,274.42,4.916885396562972,205.815
3164,276.58,4.862667950228588,207.435
3165,213.58,7.123427784830979,160.185
3166,271.43,0.0,135.715
3167,160.08,4.575672690363307,88.04400000000001
3168,162.87,4.451709698271347,89.5785
3169,161.54,4.44021617608011,88.84700000000001
3170,100.52,6.794466087394256,55.286
3171,162.86,4.644014921144215,89.57300000000002
3172,214.26,3.285557309007774,117.843
3173,201.74,3.5644293269979834,110.957
3174,100.87,6.515931304484982,55.4785
3175,136.69,4.438130800243104,75.1795
3176,163.6,5.216297886630392,89.98
3177,162.3,4.578192080540258,89.26500000000001
3178,141.17,5.67568395941143,77.6435
3179,239.09,3.6953941082911097,131.4995
3180,236.47,3.013679697291193,130.0585
3185,243.62,5.40149703994468,0.0
3186,282.81,5.910599328193922,141.405
3189,178.34,4.8620120512502165,98.087
3190,140.02,5.585661473801782,77.01100000000001
3191,140.2,5.694871835293001,77.11
3192,176.18,5.009535876619218,96.89900000000002
3193,193.09,4.046729222266487,106.1995
3194,197.48,4.7429763682670325,108.614
3195,205.66,5.219985107733892,113.113
3196,262.72,6.702524364938188,131.36
3197,248.89,7.05828272919584,124.445
3199,141.54,5.708003402869322,77.84700000000001
3200,238.36,3.639884741916304,131.098
3205,229.15,5.698970004336019,0.0
3206,186.7,4.247826022935442,0.0
3215,-451.4,0.0,-225.7
3216,-466.77,0.0,-233.385
3217,-430.74,0.0,-215.37
3218,-416.08,0.0,-208.04
3219,-259.28,5.301029995663981,-1426.04
3220,-260.2,5.301029995663981,-1431.1
3221,-258.18,4.8510136068236696,-1419.99
3222,-260.18,5.698970004336019,-1430.99
3223,-259.24,5.301029995663981,-1425.8200000000002
3224,408.28,0.0,204.14
3225,343.57,0.0,171.785
3226,338.31,0.0,169.155
3227,242.79,0.0,121.395
3228,305.17,0.0,152.585
3229,355.4,0.0,177.7
3230,286.66,0.0,143.33
3231,332.91,0.0,166.455
3232,-423.01,0.0,-211.505
3235,-305.81,3.0,-1681.955
3236,-304.23,3.0,-1673.265
3237,-306.91,3.1528995963937474,-1688.005
3238,-308.47,3.1072099696478683,-1696.585
3239,-286.86,3.3416323357780544,-1577.73
3240,-288.18,3.3575537197430814,-1584.99
3241,-288.16,3.316808752053022,-1584.88
3242,-305.6,3.0,-1680.8000000000002
3243,-311.06,2.7151673578484576,-1710.83
3244,-311.47,3.0569048513364727,-1713.085
3245,336.85,0.0,168.425
3246,321.05,0.0,160.525
3247,298.18,0.0,149.09
3248,383.09,0.0,191.545
3249,314.59,0.0,157.295
3250,331.78,0.0,165.89
3251,448.1,0.0,224.05
3252,434.23,0.0,217.115
3253,465.27,0.0,232.635
3254,490.38,0.0,245.19
3255,464.08,0.0,232.04
3256,474.88,0.0,237.44
3257,327.87,0.0,163.935
3258,277.25,0.0,138.625
3259,293.2,0.0,146.6
3260,358.11,0.0,179.055
3261,322.69,0.0,161.345
3262,318.88,0.0,159.44
3263,332.16,0.0,166.08
3264,485.54,0.0,242.77
3265,432.28,0.0,216.14
3266,446.79,0.0,223.395
3267,460.56,0.0,230.28
3289,163.61,5.675019037297233,89.98550000000002
3290,162.5,5.644717196995341,89.37500000000001
3291,164.04,5.690082616853732,90.222
3292,161.83,5.725450970608291,89.00650000000002
3293,162.84,5.877655214853191,89.56200000000001
3294,165.61,5.718307333895968,91.0855
3321,143.52,5.739888655084543,0.0
3322,249.2,3.1903316981702914,0.0
3323,247.58,3.403120521175818,0.0
3324,192.08,4.222013750171359,0.0
3325,191.43,3.650987094383445,0.0
3326,422.57,2.831229693867064,232.41350000000003
3327,381.0957952,4.6020599913279625,209.60268736
3340,-476.7776408,5.903089986991944,-0.0
3341,349.7209358,4.6020599913279625,0.0
3342,458.5475389,4.0,0.0
3343,230.29,2.8819549713396007,0.0
3344,230.63,2.807535028068853,0.0
3345,231.02,2.970346876230093,0.0
3346,-492.3929709,2.3010299956639813,-270.81613399500003
3348,478.181497,2.903089986991944,262.99982335
3349,-510.4216011,2.6989700043360187,-280.731880605
3429,287.3,0.0,143.65
3430,324.94,0.0,162.47
3431,311.94,0.0,155.97
3432,267.4,0.0,133.7
3433,320.71,0.0,160.355
3434,385.07,0.0,192.535
3435,411.68,0.0,205.84
3436,411.62,0.0,205.81
3437,408.05,0.0,204.025
3438,396.32,0.0,198.16
3439,346.19,0.0,173.095
3440,349.48,0.0,174.74
3441,364.93,0.0,182.465
3442,379.66,0.0,189.83
3443,342.94,0.0,171.47
3444,312.22,0.0,156.11
3445,306.19,0.0,153.095
3446,340.35,0.0,170.175
3447,314.84,0.0,157.42
3448,300.87,0.0,150.435
3449,392.78,0.0,196.39
3450,428.18,0.0,214.09
3451,422.25,0.0,211.125
3452,402.64,0.0,201.32
3453,433.15,0.0,216.575
3454,305.94,0.0,152.97
3455,276.75,0.0,138.375
3456,233.05,0.0,116.525
3457,300.43,0.0,150.215
3458,324.19,0.0,162.095
3459,434.24,0.0,217.12
3460,465.57,0.0,232.785
3461,391.28,0.0,195.64
3462,412.72,0.0,206.36
3463,439.01,0.0,219.505
3464,264.65,0.0,132.325
3465,297.54,0.0,148.77
3466,256.81,0.0,128.405
3467,252.78,0.0,126.39
3489,273.126245,5.393141569735512,136.5631225
3490,322.7091633,4.806559815499114,161.35458165
3491,367.0357938,4.220918363556553,183.5178969
3492,287.3877785,5.203370177781849,143.69388925
3493,279.7222718,5.342923804312931,139.8611359
3494,363.6133094,4.496929648073215,181.8066547
3495,324.3892671,4.837537935940913,162.19463355
3496,289.8335315,5.076909746507607,144.91676575
3497,287.4728191,5.148470002001389,143.73640955
3512,282.044825,2.8254261177678237,155.12465375000002
3513,199.2440305,3.718418641829656,109.58421677500002
3514,236.1769352,3.71575271682286,129.89731436000002
3528,159.5740796,6.13745444333047,87.76574378000001
3529,160.0705777,6.183122016010959,88.03881773500001
3530,163.3448841,6.125313696554519,89.839686255
3532,276.8039178,4.036349388031838,152.24215479000003
3533,203.4329307,5.076640443670342,111.888111885
3597,278.1171398,5.903089986991944,0.0
3598,-494.0375891,4.0,-0.0
3599,425.3349731,2.751279103983342,233.934235205
3600,482.1553534,3.0,0.0
3601,211.5942029,5.178565466919628,116.376811595
3602,386.64943,4.3979400086720375,0.0
3603,208.5761338,5.201386198535676,114.71687359000002
3604,387.3652133,4.6020599913279625,0.0
3607,482.1606421,4.0,265.188353155
3624,139.1958761,5.835928892550724,0.0
3628,137.5622739,5.556859488028632,0.0
3629,-288.215449,4.3979400086720375,-1585.1849695
3630,-260.4087812,6.903089986991944,-1432.2482966000002
3631,-307.960354,3.397940008672037,-1693.781947
3632,-309.5100197,3.0,-1702.30510835
3633,-286.4610559,4.0,-1575.53580745
3634,-258.4542459,5.301029995663981,-1421.49835245
3635,-287.0601919,4.0,-1578.83105545
3636,-283.7471913,4.0,-1560.60955215
3637,-286.1440555,4.0,-1573.7923052499998
3638,-309.5805945,3.397940008672037,-1702.69326975
3639,-310.0203311,3.397940008672037,-1705.11182105
3640,-308.7879137,3.397940008672037,-1698.33352535
3641,-285.1937536,4.3979400086720375,-1568.5656448
3642,-288.2935352,4.096910013008056,-1585.6144436
3643,-284.8329647,4.3979400086720375,-1566.58130585
3644,-288.5295311,5.698970004336019,-1586.91242105
3645,-259.83473,5.698970004336019,-1429.091015
3646,-258.2404828,5.698970004336019,-1420.3226554
3647,-258.3871155,5.903089986991944,-1421.12913525
3648,-259.3542371,3.6020599913279625,-1426.44830405
3649,-308.8722329,5.903089986991944,-1698.7972809499995
3650,-259.3864602,3.0569048513364727,-1426.6255311
3669,203.0884705,5.698970004336019,111.698658775
3670,-150.3629876,6.521503940390399,112.7722407
3671,-274.9982936,3.440121603187804,206.2487202
3672,-249.9453074,4.969154884451621,187.45898055
3673,-299.9772558,3.484299839346786,224.98294185000003
3690,252.32,6.171589856063832,126.16
3691,242.66,3.5520595341878844,0.0
3692,254.73,6.132394504870072,127.365
3693,190.44,4.436321700139733,0.0
3694,190.24,4.299986436134468,0.0
3695,244.25,3.230448921378274,0.0
3696,326.18,5.9857434337842,0.0
3697,-497.19,5.903070443300521,-0.0
3703,191.11,4.411872129383242,0.0
3704,193.55,4.321370557660815,0.0
3705,432.73,4.601940543920668,0.0
3706,-476.19,4.601973123744534,-0.0
3708,649.9456603,0.0,324.97283015
3709,660.81863,0.0,330.409315
3710,674.0658262,0.0,337.0329131
3711,649.1398896,0.0,324.5699448
3712,632.8053419,0.0,316.40267095
3735,180.5698349,5.229817458192203,0.0
3736,233.0707911,4.308671106715418,0.0
3737,233.4606176,4.418715496865596,0.0
3738,179.2621813,5.439943434971297,0.0
3739,335.8677505,4.038620161949702,184.727262775
3740,335.8463676,3.965107585849056,184.71550218
3741,266.5932118,4.923129988403675,146.62626649
3742,266.5692355,5.025428761407241,146.61307952500002
3820,124.23,5.733881482206561,68.32650000000001
3821,131.32,5.599989995742487,72.226
3823,131.3,5.477121254719663,72.21500000000002
3824,244.06,2.8041394323353503,134.233
3825,244.28,3.150756439860309,134.354
3826,223.82,3.4718781993072905,123.101
3827,162.27,4.809276826115209,89.2485
3828,218.07,3.4983105537896004,119.9385
3829,210.983,3.68403703748652,116.04065
3830,165.099,4.9095453322010165,90.80445
3831,155.926,4.837853478976071,85.7593
3832,125.221,5.61859297746707,68.87155000000001
3833,254.84,3.011993114659257,140.162
3834,165.491,4.501771085899107,91.02005
3835,355.65,0.0,177.825
3836,383.035,0.0,191.5175
3837,359.992,0.0,179.996
3838,389.22,2.646403726223069,214.07100000000003
3839,252.33,6.544391163297452,138.78150000000002
3840,371.9,5.527607992288499,204.545
3841,318.78,5.167154813209906,175.329
3842,318.89,5.331139696342204,175.3895
3843,258.59,6.2515250701722085,142.2245
3844,401.17,3.930796262983301,220.6435
3845,479.79,1.8195439355418688,263.88450000000006
3846,262.25,6.08315920511823,144.2375
3847,398.87,3.302330928684399,219.37850000000003
3849,369.18,3.1550322287909704,203.049
3850,370.9,3.5979144712025284,203.995
3851,371.38,3.871514558708382,204.259
3852,422.41,0.0,211.205
3853,516.2,0.0,258.1
3854,491.73,0.0,245.865
3855,491.56,0.0,245.78
3947,285.25,5.290319593192473,142.625
3948,257.45,5.782144988106084,128.725
3949,235.97,6.287835531948137,117.985
3950,230.52,6.743686738943199,115.26
3951,246.36,6.109385484228657,123.18
3952,246.95,6.302973667643781,123.475
3953,272.1,5.117195038785051,136.05
3954,244.88,6.239085658494934,122.44
4000,383.89,2.869231719730976,211.1395
4001,460.43,2.0,253.23650000000004
