nr,taverage,waverage,area,Lnominal,R-value1,Fmax,smax,Ncycles,smean
2289,6.43,25.23,162.23,150.0,-0.4,29.77,183.51,4.843650048599647,55.053
2290,6.42,25.28,162.3,150.0,-0.4,27.3,168.21,5.066255090442671,50.463
2291,6.65,25.22,167.71,150.0,-0.4,25.22,150.38,6.363288112367281,45.114
2292,6.6,25.2,166.32,150.0,-0.4,54.93,330.27,3.3550682063488506,99.08099999999999
2293,6.68,25.27,168.8,150.0,-0.4,47.25,279.91,4.161936705245781,83.973
2294,6.63,25.22,167.21,150.0,-0.4,40.1,239.82,4.566425706567533,71.946
2295,6.64,25.33,168.19,150.0,-0.4,35.97,213.86,5.015598635505834,64.158
2297,6.75,25.27,170.57,150.0,-0.4,35.82,210.0,4.795038408286419,63.0
2298,6.68,25.28,168.85,150.0,-1.0,22.5,133.2,5.287187911368403,0.0
2299,6.73,25.26,169.99,150.0,-1.0,22.47,132.13,5.365458032514468,0.0
2300,6.74,25.19,169.78,150.0,-1.0,30.48,179.53,4.2534833920870145,0.0
2301,6.72,25.21,169.27,150.0,-1.0,30.49,180.09,4.5009770535891995,0.0
2302,6.72,25.17,169.02,150.0,10.0,-44.29,-261.99,4.998097974154078,-144.0945
2303,6.66,25.26,168.29,150.0,0.1,33.09,196.56,5.727476189310718,108.108
2304,6.67,25.23,168.18,150.0,0.1,44.65,265.42,3.804275767129094,145.98100000000002
2305,6.7,25.19,168.64,150.0,0.1,44.57,264.2,4.566284254084595,145.31
2307,6.71,24.99,167.64,150.0,0.1,32.73,195.18,5.673945679080203,107.34900000000002
2308,6.63,25.17,166.66,150.0,0.1,32.95,197.59,5.55870137222243,108.67450000000001
2309,6.73,25.25,169.95,150.0,0.1,33.06,194.49,5.729698417060987,106.96950000000001
2310,6.68,25.23,168.58,150.0,0.1,33.04,195.97,5.755737688387494,107.7835
2369,6.67,25.29,168.68,150.0,0.0,90.31,535.4,0.0,267.7
2370,6.74,25.23,170.05,150.0,0.0,92.25,542.46,0.0,271.23
2371,6.65,25.29,168.18,150.0,0.0,90.55,538.42,0.0,269.21
2372,6.7,25.3,169.51,150.0,0.0,90.58,534.34,0.0,267.17
2373,6.77,25.2,170.6,150.0,0.0,91.83,538.28,0.0,269.14
2434,6.41,24.88,159.16,150.0,0.0,102.84,645.22,0.0,322.61
2435,6.47,25.43,164.47,150.0,0.0,119.2,724.17,0.0,362.085
2436,6.33,25.5,161.22,150.0,0.0,118.1,731.92,0.0,365.96
2437,6.38,25.42,161.99,150.0,0.0,115.66,713.84,0.0,356.92
2438,6.4,25.48,162.94,150.0,0.0,117.85,723.27,0.0,361.635
2439,6.64,25.08,166.53,150.0,0.0,87.72,526.74,0.0,263.37
2443,6.54,25.29,165.27,150.0,0.0,109.92,664.6,0.0,332.3
2444,6.4,25.01,160.0,150.0,0.5,55.72,348.11,4.185202065187894,261.0825
2445,6.49,25.03,161.99,150.0,0.5,55.65,342.78,4.288047909592119,257.085
2446,6.44,24.8,159.59,150.0,0.5,43.86,274.83,5.187506620137363,206.1225
2447,6.38,24.97,159.18,150.0,0.5,44.34,278.33,4.8782344686750445,208.7475
2448,6.45,25.04,161.38,150.0,0.1,44.27,274.21,4.159717546180215,150.81550000000001
2449,6.44,25.07,161.13,150.0,0.1,44.3,274.6,4.037864555774374,151.03000000000003
2450,6.45,24.75,159.51,150.0,0.1,43.7,273.8,4.0277979433503,150.59000000000003
2451,6.56,25.31,165.84,150.0,0.1,33.1,199.36,5.5397095057782515,109.64800000000001
2452,6.75,25.32,170.58,150.0,0.1,33.11,193.87,6.174703354779472,106.62850000000002
2453,6.76,25.17,169.88,150.0,0.1,44.42,261.12,4.865180991389705,143.616
2454,6.82,25.34,172.49,150.0,0.1,56.4,326.66,3.400365273349939,179.66300000000004
2456,6.49,25.12,162.96,150.0,-2.5,60.0,147.16,2.0211892990699383,-110.37
2457,6.47,25.12,162.14,150.0,-2.5,38.55,94.88,5.285896960957969,-71.16
2458,6.36,25.0,158.87,150.0,-2.5,50.18,126.3,3.017450729510536,-94.725
2460,6.36,25.2,160.08,150.0,-2.5,32.5,81.18,6.164439705996086,-60.885000000000005
2467,7.4,25.97,192.06,610.0,0.0,87.15,453.73,0.0,226.865
2468,7.37,25.9,190.92,610.0,0.0,79.41,415.9,0.0,207.95
2469,7.22,25.97,187.64,610.0,0.0,83.71,446.2,0.0,223.1
2536,6.53,25.29,165.36,610.0,0.0,92.2,558.21,0.0,279.105
2537,6.42,25.77,164.67,610.0,0.0,102.1,617.47,0.0,308.735
2538,6.46,25.75,165.32,610.0,0.0,101.2,607.95,0.0,303.975
2539,6.47,25.98,166.73,610.0,0.0,106.2,632.0,0.0,316.0
2540,6.45,25.96,166.02,610.0,0.0,100.0,597.31,0.0,298.655
2541,6.31,25.63,160.9,610.0,0.0,101.2,625.95,0.0,312.975
2542,6.32,25.62,161.67,610.0,0.0,103.6,639.62,0.0,319.81
2543,7.09,24.74,188.0,610.0,0.0,78.8,449.5,0.0,224.75
2544,7.12,24.73,188.94,610.0,0.0,74.3,422.27,0.0,211.135
2545,7.06,24.79,188.82,610.0,0.0,82.2,469.68,0.0,234.84
2546,7.11,24.78,189.15,610.0,0.0,72.7,412.57,0.0,206.285
2547,7.05,24.76,187.58,610.0,0.0,84.4,483.4,0.0,241.7
2548,6.84,24.8,183.99,610.0,0.0,77.3,455.86,0.0,227.93
2549,6.85,24.8,183.2,610.0,0.0,74.3,437.4,0.0,218.7
2550,6.88,24.93,185.68,610.0,0.0,76.0,442.87,0.0,221.435
2551,6.89,24.9,186.2,610.0,0.0,81.6,475.6,0.0,237.8
2552,6.98,24.76,186.59,610.0,0.0,80.8,467.79,0.0,233.895
2553,7.19,25.9,196.04,610.0,0.0,83.8,449.91,0.0,224.955
2554,7.22,25.97,197.66,610.0,0.0,79.9,426.3,0.0,213.15
2555,7.24,25.96,199.09,610.0,0.0,81.4,433.16,0.0,216.58
2556,7.21,25.96,198.57,610.0,0.0,74.5,398.26,0.0,199.13
2557,7.23,25.91,196.3,610.0,0.0,79.9,426.32,0.0,213.16
2558,6.73,25.66,191.98,610.0,0.0,78.1,452.01,0.0,226.005
2559,6.68,25.67,191.13,610.0,0.0,81.4,474.46,0.0,237.23
2560,6.74,25.69,193.68,610.0,0.0,80.1,462.67,0.0,231.335
2561,6.75,25.63,192.53,610.0,0.0,76.0,439.2,0.0,219.6
2562,6.71,25.6,190.9,610.0,0.0,73.8,429.7,0.0,214.85
2563,7.55,25.71,200.8,610.0,0.0,92.4,476.3,0.0,238.15
2564,7.47,25.88,198.09,610.0,0.0,88.1,455.71,0.0,227.855
2565,7.43,25.87,198.24,610.0,0.0,83.3,433.07,0.0,216.535
2566,7.44,25.89,197.98,610.0,0.0,86.8,450.31,0.0,225.155
2567,7.47,25.92,198.51,610.0,0.0,84.2,434.93,0.0,217.465
2568,6.6,25.46,187.02,610.0,0.0,79.5,473.19,0.0,236.595
2569,6.68,25.48,188.15,610.0,0.0,79.2,465.46,0.0,232.73
2570,6.63,25.43,187.8,610.0,0.0,80.5,477.24,0.0,238.62
2571,6.59,25.48,186.4,610.0,0.0,80.1,476.78,0.0,238.39
2572,6.59,25.4,185.73,610.0,0.0,85.3,509.41,0.0,254.705
2601,6.4,25.08,161.15,150.0,-2.5,50.58,126.08,4.374766670285203,-94.56
2602,6.84,25.08,171.56,150.0,2.0,-75.2,-438.68,3.772028165324855,-329.01
2604,6.65,25.03,166.72,150.0,0.1,55.87,335.66,3.65359838184329,184.61300000000003
2605,6.8,24.95,169.86,150.0,2.0,-70.0,-412.59,4.875645719848249,-309.4425
2606,6.88,24.96,171.92,150.0,2.0,-70.0,-407.48,5.3661034231187825,-305.61
2607,6.92,24.98,173.0,150.0,2.0,-76.0,-439.75,4.4919496945765545,-329.8125
2608,6.83,25.5,174.04,150.0,-0.4,51.19,294.13,3.5485122563410356,88.23899999999999
2609,6.47,24.92,161.04,150.0,-1.0,30.2,187.27,4.099715162351024,0.0
2610,6.52,25.27,164.5,150.0,10.0,-44.3,-269.13,6.129281824572188,-148.0215
2611,6.43,25.28,162.42,150.0,-1.0,39.06,240.2,3.446070935701005,0.0
2612,6.35,24.81,157.54,150.0,-1.0,21.96,139.39,5.804342555557652,0.0
2613,6.4,24.7,158.08,150.0,-1.0,29.98,189.65,3.6223176608338443,0.0
2614,6.39,24.89,158.92,150.0,0.5,32.57,204.86,6.332622238690065,153.645
2615,6.51,24.67,160.35,150.0,-1.0,29.92,186.44,4.605272715323677,0.0
2616,6.36,25.49,161.99,150.0,0.1,45.06,278.06,4.158754386632288,152.93300000000002
2622,6.69,25.34,169.32,150.0,-1.0,30.63,180.72,3.5169318088680126,0.0
2623,6.74,25.25,169.86,150.0,-1.0,22.45,132.01,6.161994431855405,0.0
2624,6.74,25.17,169.45,150.0,-1.0,30.44,179.57,3.296665190261531,0.0
2625,6.75,25.1,169.22,150.0,10.0,-48.9,-288.62,5.109183554169652,-158.741
2626,6.47,25.08,162.27,150.0,0.1,44.36,273.38,4.193597610298094,150.359
2627,6.33,25.1,158.69,150.0,0.5,55.87,351.71,4.057285644418215,263.78249999999997
2628,6.45,24.99,161.19,150.0,0.5,43.8,271.74,4.96900099093947,203.805
2629,6.4,25.07,160.45,150.0,-2.5,15.28,-238.08,5.889618201838019,-71.424
2734,6.6,25.1,165.66,150.0,-0.4,15.81,95.44,7.595429055305109,28.631999999999998
2779,6.82,24.72,168.45,150.0,10.0,-52.12,-309.15,5.0067355207188475,-170.0325
2784,6.78,25.09,170.06,150.0,0.0,97.84,574.99,0.0,287.495
2788,6.84,25.05,171.27,150.0,0.0,-81.62,-476.36,0.0,-238.18
2793,6.77,24.74,167.34,150.0,0.0,-71.49,-427.13,0.0,-213.565
2797,6.78,25.04,169.5,150.0,0.0,107.0,630.26,0.0,315.13
2802,6.72,24.82,166.37,150.0,0.0,-84.55,-507.28,0.0,-253.64
2805,6.84,25.02,171.01,150.0,10.0,-52.73,-307.97,5.42141635011384,-169.38350000000003
2813,6.78,24.91,168.48,150.0,10.0,-52.44,-310.56,5.18782518424518,-170.80800000000002
2819,6.66,25.28,167.84,150.0,-1.0,46.15,274.31,4.427096432549316,0.0
2846,6.73,25.29,170.68,150.0,2.0,-70.0,-411.58,5.6276300403193495,-308.685
2847,6.41,24.92,159.67,150.0,-1.0,30.23,189.29,4.352182518111363,0.0
2869,6.65,25.1,166.92,150.0,-1.0,17.32,103.77,5.775708726500088,0.0
2889,6.36,24.98,158.85,150.0,0.0,95.12,598.78,0.0,299.39
2890,6.45,25.19,162.39,150.0,0.0,96.74,595.73,0.0,297.865
2891,6.66,25.22,168.03,150.0,0.0,83.82,498.85,0.0,249.425
3008,6.45,25.2,162.54,150.0,0.5,44.6,274.39,4.899273187317604,205.7925
3013,6.5,25.1,163.15,150.0,0.1,55.97,343.06,3.485437481076301,188.68300000000002
3025,6.35,23.76,150.76,610.0,0.0,53.72,356.33,0.0,178.165
3026,6.52,23.07,150.3,610.0,0.0,44.7,297.4,0.0,148.7
3027,6.49,22.8,147.86,610.0,0.0,45.49,307.66,0.0,153.83
3028,6.49,23.29,151.15,610.0,0.0,41.96,277.6,0.0,138.8
3029,6.74,23.76,160.14,610.0,0.0,46.1,287.87,0.0,143.935
3030,6.63,24.12,159.8,610.0,0.0,46.79,292.81,0.0,146.405
3031,6.72,24.39,163.78,610.0,0.0,48.95,298.88,0.0,149.44
3032,6.53,23.63,154.3,610.0,0.0,45.3,293.58,0.0,146.79
3033,6.63,24.62,163.11,610.0,0.0,47.33,290.18,0.0,145.09
3034,6.68,24.53,163.86,610.0,0.0,48.6,296.59,0.0,148.295
3057,6.17,25.11,154.93,150.0,0.1,32.87,212.16,5.141377646306111,116.688
3058,6.82,24.93,169.87,150.0,0.1,32.62,191.95,5.980762155232885,105.5725
3059,6.77,25.06,169.54,150.0,0.1,32.77,193.1,5.7807557066191215,106.20500000000001
3060,6.75,24.85,167.45,150.0,0.1,32.49,194.03,6.060019811962086,106.71650000000001
3061,6.8,24.84,168.69,150.0,0.1,32.49,192.48,5.8275702170114085,105.864
3062,6.8,24.88,169.2,150.0,0.1,32.56,192.36,5.731339719776532,105.79800000000002
3063,6.76,25.5,172.32,150.0,0.1,33.4,193.94,6.203226045232798,106.667
3118,6.35,25.22,160.02,610.0,0.1,33.02,206.35,5.126748141560192,113.4925
3119,6.39,25.26,161.29,610.0,0.1,33.07,205.04,5.070809670157845,112.772
3120,6.45,25.33,163.25,610.0,0.1,56.45,345.78,3.187520720836463,190.179
3121,6.49,25.38,164.59,610.0,0.1,33.23,201.9,4.696670854360099,111.04500000000002
3122,6.48,25.32,164.07,610.0,0.1,44.78,272.93,4.021272013951038,150.1115
3123,6.58,25.13,165.23,610.0,0.1,56.01,338.98,3.3326404103874627,186.43900000000002
3124,6.5,25.74,167.18,610.0,0.1,33.7,201.58,5.048511720110709,110.86900000000001
3125,6.38,25.61,163.26,610.0,0.1,57.08,349.62,3.2949069106051923,192.29100000000003
3126,6.51,25.83,168.15,610.0,0.1,45.68,271.66,3.965718970244221,149.41300000000004
3127,6.49,25.9,167.96,610.0,0.1,45.81,272.74,4.0349491466763725,150.007
3128,6.33,25.8,163.31,610.0,0.1,57.5,352.08,3.341038631677523,193.644
3129,6.45,25.58,164.99,610.0,0.1,45.24,274.2,4.043480170022551,150.81
3130,6.43,25.58,164.35,610.0,0.1,33.49,203.77,5.025625322927667,112.07350000000001
3148,6.7,24.87,166.48,150.0,2.0,-65.0,-390.44,5.4641928620343245,-292.83
3159,6.5,25.1,163.15,150.0,0.5,57.48,352.31,4.681087397502494,264.2325
3160,6.45,25.25,162.86,150.0,0.5,57.82,355.02,3.9414120403735495,266.265
3161,6.45,25.25,162.86,150.0,0.5,57.82,355.02,4.035029282202368,266.265
3162,6.5,25.0,162.5,150.0,0.5,44.25,272.31,5.930597074421362,204.23250000000002
3163,6.45,25.35,163.51,150.0,0.5,44.87,274.42,4.916885396562972,205.815
3164,6.4,25.45,162.88,150.0,0.5,45.05,276.58,4.862667950228588,207.435
3165,6.6,24.9,164.34,150.0,0.5,35.1,213.58,7.123427784830979,160.185
3166,6.63,24.45,162.1,610.0,0.0,44.0,271.43,0.0,135.715
3167,6.49,24.41,158.42,610.0,0.1,25.36,160.08,4.575672690363307,88.04400000000001
3168,6.38,24.82,158.35,610.0,0.1,25.79,162.87,4.451709698271347,89.5785
3169,6.43,25.56,164.35,610.0,0.1,26.55,161.54,4.44021617608011,88.84700000000001
3170,6.51,24.45,159.17,610.0,0.1,16.0,100.52,6.794466087394256,55.286
3171,6.38,24.58,156.82,610.0,0.1,25.54,162.86,4.644014921144215,89.57300000000002
3172,6.11,25.2,153.97,610.0,0.1,32.99,214.26,3.285557309007774,117.843
3173,6.49,24.28,157.58,610.0,0.1,31.79,201.74,3.5644293269979834,110.95700000000001
3174,6.49,24.73,160.5,610.0,0.1,16.19,100.87,6.515931304484982,55.478500000000004
3175,6.47,24.83,160.65,610.0,0.1,21.96,136.69,4.438130800243104,75.1795
3176,6.35,24.7,156.85,610.0,0.1,25.66,163.6,5.216297886630392,89.98
3177,6.4,24.55,157.12,610.0,0.1,25.5,162.3,4.578192080540258,89.26500000000001
3178,7.36,25.4,186.94,610.0,0.1,26.39,141.17,5.67568395941143,77.6435
3179,7.4,25.4,187.96,610.0,0.1,44.94,239.09,3.6953941082911097,131.4995
3180,7.48,24.31,181.84,610.0,0.1,43.0,236.47,3.0136796972911926,130.0585
3189,7.34,25.37,186.22,610.0,0.1,33.21,178.34,4.8620120512502165,98.087
3190,7.42,25.42,188.62,610.0,0.1,26.41,140.02,5.585661473801782,77.01100000000001
3191,7.41,25.45,188.58,610.0,0.1,26.44,140.2,5.694871835293001,77.11
3192,7.43,25.37,188.5,610.0,0.1,33.21,176.18,5.009535876619218,96.89900000000002
3193,6.78,25.23,171.06,610.0,0.1,33.03,193.09,4.046729222266487,106.19950000000001
3194,6.63,25.35,168.07,610.0,0.1,33.19,197.48,4.7429763682670325,108.614
3195,6.37,25.21,160.46,610.0,0.1,33.0,205.66,5.219985107733892,113.11300000000001
3199,7.34,25.44,186.73,610.0,0.1,26.43,141.54,5.708003402869322,77.84700000000001
3200,7.42,25.46,188.91,610.0,0.1,45.03,238.36,3.6398847419163043,131.098
3215,6.61,25.41,167.83,150.0,0.0,-75.76,-451.4,0.0,-225.7
3216,6.63,25.38,168.07,150.0,0.0,-78.45,-466.77,0.0,-233.385
3217,6.76,25.2,170.22,150.0,0.0,-73.32,-430.74,0.0,-215.37
3218,6.77,25.16,170.06,150.0,0.0,-70.76,-416.08,0.0,-208.04
3224,8.04,24.51,197.0,610.0,0.0,80.43,408.28,0.0,204.14
3225,8.88,25.02,222.2,610.0,0.0,76.34,343.57,0.0,171.785
3226,8.92,24.78,220.94,610.0,0.0,74.74,338.31,0.0,169.155
3227,9.34,25.22,235.61,610.0,0.0,57.2,242.79,0.0,121.395
3228,8.85,24.99,221.23,610.0,0.0,67.51,305.17,0.0,152.585
3229,8.64,24.88,215.08,610.0,0.0,76.44,355.4,0.0,177.7
3230,7.16,24.93,178.46,610.0,0.0,51.16,286.66,0.0,143.33
3231,9.07,25.06,227.38,610.0,0.0,75.69,332.91,0.0,166.455
3232,6.81,25.29,172.1,150.0,0.0,-72.8,-423.01,0.0,-211.505
3245,9.27,24.83,230.07,610.0,0.0,77.5,336.85,0.0,168.425
3246,9.42,24.67,232.34,610.0,0.0,74.59,321.05,0.0,160.525
3247,8.83,24.91,219.91,610.0,0.0,65.57,298.18,0.0,149.09
3248,9.07,24.95,226.28,610.0,0.0,86.69,383.09,0.0,191.545
3249,8.52,25.24,215.01,610.0,0.0,67.64,314.59,0.0,157.295
3250,9.17,24.91,228.41,610.0,0.0,75.78,331.78,0.0,165.89
3251,7.08,24.73,175.01,610.0,0.0,78.42,448.1,0.0,224.05
3252,7.19,25.72,184.99,610.0,0.0,80.33,434.23,0.0,217.115
3253,6.96,24.76,172.32,610.0,0.0,79.19,465.27,0.0,232.635
3254,6.88,24.75,170.21,610.0,0.0,83.47,490.38,0.0,245.19
3255,6.88,24.8,170.65,610.0,0.0,79.19,464.08,0.0,232.04
3256,6.95,25.73,178.91,610.0,0.0,84.96,474.88,0.0,237.44
3257,7.4,24.76,183.35,610.0,0.0,60.12,327.87,0.0,163.935
3258,8.48,24.79,210.34,610.0,0.0,58.31,277.25,0.0,138.625
3259,8.74,24.96,218.1,610.0,0.0,63.95,293.2,0.0,146.6
3260,7.0,24.64,172.37,610.0,0.0,61.73,358.11,0.0,179.055
3261,7.43,24.8,184.13,610.0,0.0,59.42,322.69,0.0,161.345
3262,7.15,24.92,178.31,610.0,0.0,56.86,318.88,0.0,159.44
3263,7.33,24.94,182.76,610.0,0.0,60.7,332.16,0.0,166.08
3264,7.08,24.7,174.83,610.0,0.0,84.89,485.54,0.0,242.77
3265,7.08,25.74,181.21,610.0,0.0,78.77,432.28,0.0,216.14
3266,7.04,25.74,181.25,610.0,0.0,80.98,446.79,0.0,223.395
3267,7.05,25.69,181.18,610.0,0.0,83.44,460.56,0.0,230.28
3429,8.92,24.82,221.33,610.0,0.0,63.59,287.3,0.0,143.65
3430,9.14,25.06,229.14,610.0,0.0,74.46,324.94,0.0,162.47
3431,8.65,24.92,215.69,610.0,0.0,67.28,311.94,0.0,155.97
3432,8.78,24.67,216.6,610.0,0.0,57.92,267.4,0.0,133.7
3433,8.8,25.08,220.75,610.0,0.0,70.8,320.71,0.0,160.355
3434,8.5,25.1,213.23,610.0,0.0,82.11,385.07,0.0,192.535
3435,7.95,24.86,197.69,610.0,0.0,81.38,411.68,0.0,205.84
3436,8.04,24.68,198.36,610.0,0.0,81.65,411.62,0.0,205.81
3437,7.99,24.77,197.93,610.0,0.0,80.77,408.05,0.0,204.025
3438,8.03,24.87,199.82,610.0,0.0,79.19,396.32,0.0,198.16
3439,8.33,25.31,210.75,610.0,0.0,72.96,346.19,0.0,173.095
3440,8.68,24.94,216.49,610.0,0.0,75.66,349.48,0.0,174.74
3441,8.31,25.02,207.85,610.0,0.0,75.85,364.93,0.0,182.465
3442,8.03,25.12,201.68,610.0,0.0,76.57,379.66,0.0,189.83
3443,7.96,25.16,200.24,610.0,0.0,68.67,342.94,0.0,171.47
3444,7.57,24.79,187.71,610.0,0.0,58.61,312.22,0.0,156.11
3445,7.83,24.72,193.67,610.0,0.0,59.3,306.19,0.0,153.095
3446,7.84,24.76,194.12,610.0,0.0,66.07,340.35,0.0,170.175
3447,7.74,24.99,193.54,610.0,0.0,60.93,314.84,0.0,157.42
3448,7.69,24.79,190.65,610.0,0.0,57.36,300.87,0.0,150.435
3449,8.28,24.98,206.87,610.0,0.0,81.25,392.78,0.0,196.39
3450,8.22,25.05,205.89,610.0,0.0,89.16,428.18,0.0,214.09
3451,8.21,24.66,202.46,610.0,0.0,85.49,422.25,0.0,211.125
3452,8.68,24.96,216.62,610.0,0.0,87.22,402.64,0.0,201.32
3453,8.2,25.03,205.35,610.0,0.0,88.95,433.15,0.0,216.575
3454,9.43,24.69,232.76,610.0,0.0,71.21,305.94,0.0,152.97
3455,9.35,24.77,231.62,610.0,0.0,64.1,276.75,0.0,138.375
3456,9.29,24.69,229.43,610.0,0.0,53.47,233.05,0.0,116.525
3457,9.07,25.31,229.51,610.0,0.0,68.95,300.43,0.0,150.215
3458,8.91,25.64,228.42,610.0,0.0,74.05,324.19,0.0,162.095
3459,8.42,24.72,208.03,610.0,0.0,90.33,434.24,0.0,217.12
3460,8.44,24.85,209.83,610.0,0.0,95.81,465.57,0.0,232.785
3461,8.52,25.03,213.24,610.0,0.0,83.44,391.28,0.0,195.64
3462,8.63,25.2,217.36,610.0,0.0,89.71,412.72,0.0,206.36
3463,8.24,24.52,201.98,610.0,0.0,88.67,439.01,0.0,219.505
3464,7.14,25.06,178.94,610.0,0.0,47.36,264.65,0.0,132.325
3465,7.19,24.89,178.94,610.0,0.0,53.24,297.54,0.0,148.77
3466,7.41,24.88,184.26,610.0,0.0,47.32,256.81,0.0,128.405
3467,7.36,24.76,182.25,610.0,0.0,46.07,252.78,0.0,126.39
3512,6.27,25.65,160.8255,610.0,0.1,45.36,282.044825,2.8254261177678233,155.12465375000002
3513,6.57,25.24,165.8268,610.0,0.1,33.04,199.2440305,3.7184186418296554,109.58421677500002
3514,7.45,25.49,189.9,610.0,0.1,44.85,236.1769352,3.7157527168228595,129.89731436000002
3528,6.51,25.24,164.3124,610.0,0.1,26.22,159.5740796,6.13745444333047,87.76574378000001
3529,6.49,25.22,163.6778,610.0,0.1,26.2,160.0705777,6.183122016010959,88.03881773500001
3530,6.36,25.21,160.3356,610.0,0.1,26.19,163.3448841,6.125313696554519,89.839686255
3532,6.39,25.43,162.4977,610.0,0.1,44.98,276.8039178,4.036349388031838,152.24215479000003
3533,6.44,25.85,166.34,610.0,0.1,33.84,203.4329307,5.076640443670342,111.888111885
3670,6.45,25.2,162.54,150.0,-2.5,-24.44,-150.3629876,6.5215039403903985,-45.108896279999996
3671,6.37,25.3,161.16,150.0,-2.5,-44.32,-274.9982936,3.4401216031878037,-82.49948808
3672,6.53,25.2,164.56,150.0,-2.5,-41.13,-249.9453074,4.969154884451621,-74.98359221999999
3673,6.43,25.3,162.68,150.0,-2.5,-48.8,-299.9772558,3.484299839346786,-89.99317674000001
3708,6.68,25.29,168.94,150.0,0.0,109.8,649.9456603,0.0,324.97283015
3709,6.64,25.32,168.12,150.0,0.0,111.1,660.81863,0.0,330.409315
3710,6.6,25.31,167.05,150.0,0.0,112.6,674.0658262,0.0,337.0329131
3711,6.63,25.28,167.61,150.0,0.0,108.8,649.1398896,0.0,324.5699448
3712,6.66,25.27,168.3,150.0,0.0,106.5,632.8053419,0.0,316.40267095
3735,6.7,25.26,169.24,150.0,-1.0,30.56,180.5698349,5.229817458192203,0.0
3736,6.65,25.24,167.85,150.0,-1.0,39.12,233.0707911,4.308671106715418,0.0
3737,6.64,25.21,167.39,150.0,-1.0,39.08,233.4606176,4.4187154968655955,0.0
3738,6.75,25.35,171.11,150.0,-1.0,30.67,179.2621813,5.439943434971297,0.0
3739,6.64,25.33,168.19,150.0,0.1,56.49,335.8677505,4.038620161949702,184.727262775
3740,6.64,25.15,167.0,150.0,0.1,56.09,335.8463676,3.9651075858490556,184.71550218000002
3741,6.64,25.15,167.0,150.0,0.1,44.52,266.5932118,4.923129988403675,146.62626649
3742,6.64,25.35,168.32,150.0,0.1,44.87,266.5692355,5.025428761407241,146.61307952500002
3820,8.08,25.22,203.69,610.0,0.1,25.31,124.23,5.733881482206561,68.32650000000001
3821,8.02,25.17,201.81,610.0,0.1,26.22,131.32,5.599989995742487,72.226
3823,8.02,24.91,199.7,610.0,0.1,26.22,131.3,5.477121254719663,72.21500000000002
3824,8.21,25.35,208.04,610.0,0.1,50.78,244.06,2.8041394323353503,134.233
3825,8.2,25.14,206.23,610.0,0.1,50.38,244.28,3.150756439860309,134.354
3826,7.97,24.98,199.17,610.0,0.1,44.58,223.82,3.4718781993072905,123.101
3827,8.09,25.19,203.82,610.0,0.1,33.07,162.27,4.809276826115209,89.2485
3828,8.13,25.09,203.9,610.0,0.1,44.46,218.07,3.4983105537896004,119.9385
3829,8.4,25.05,210.49,610.0,0.1,44.41,210.983,3.6840370374865197,116.04065000000001
3830,7.96,25.22,200.68,610.0,0.1,33.33,165.099,4.9095453322010165,90.80445
3831,8.42,25.18,211.98,610.0,0.1,33.05,155.926,4.837853478976071,85.7593
3832,8.0,25.32,202.59,610.0,0.1,25.37,125.221,5.61859297746707,68.87155000000001
3833,7.87,24.88,195.67,610.0,0.1,49.87,254.84,3.011993114659257,140.162
3834,7.94,25.31,201.09,610.0,0.1,33.28,165.491,4.501771085899107,91.02005000000001
3835,7.83,25.11,196.56,610.0,0.0,69.91,355.65,0.0,177.825
3836,7.93,25.06,198.63,610.0,0.0,75.88,383.035,0.0,191.5175
3837,8.02,25.25,202.44,610.0,0.0,72.88,359.992,0.0,179.996
3838,6.89,25.07,172.7,610.0,0.1,67.22,389.22,2.6464037262230695,214.07100000000003
3839,7.03,24.96,175.53,610.0,0.1,44.29,252.33,6.544391163297452,138.78150000000002
3840,7.03,25.4,178.47,610.0,0.1,56.74,371.9,5.527607992288499,204.54500000000002
3841,7.01,25.1,175.95,610.0,0.1,56.09,318.78,5.167154813209906,175.329
3842,7.01,25.34,177.6,610.0,0.1,56.63,318.89,5.331139696342204,175.3895
3843,6.87,25.26,173.59,610.0,0.1,44.89,258.59,6.2515250701722085,142.2245
3844,6.68,25.13,167.96,610.0,0.1,67.38,401.17,3.9307962629833004,220.64350000000002
3845,6.53,25.11,163.94,610.0,0.1,78.65,479.79,1.8195439355418688,263.88450000000006
3846,6.76,25.1,169.79,610.0,0.1,44.53,262.25,6.08315920511823,144.2375
3847,6.72,25.3,170.07,610.0,0.1,67.83,398.87,3.302330928684399,219.37850000000003
3849,6.95,25.21,175.19,610.0,0.1,64.54,369.18,3.1550322287909704,203.049
3850,6.92,25.61,177.16,610.0,0.1,65.52,370.9,3.5979144712025284,203.995
3851,6.98,25.36,177.09,610.0,0.1,64.93,371.38,3.871514558708382,204.25900000000001
3852,7.15,25.22,180.25,610.0,0.0,76.14,422.41,0.0,211.205
3853,7.02,25.4,178.29,610.0,0.0,92.04,516.2,0.0,258.1
3854,6.86,25.08,172.04,610.0,0.0,84.6,491.73,0.0,245.865
3855,7.01,25.32,177.56,610.0,0.0,87.28,491.56,0.0,245.78
4000,6.69,25.51,170.1,610.0,0.1,65.3,383.89,2.8692317197309762,211.1395
4001,6.78,24.56,166.52,610.0,0.1,76.67,460.43,2.0,253.23650000000004
