nr,Ncycles
989,-0.9552011652472694
539,0.34917150107362876
701,-0.9552011652472694
3826,0.48380107028915037
1677,1.507864177455947
519,-0.9552011652472694
2173,1.066834525512166
373,-0.9552011652472694
3831,1.0499619112780556
2285,-0.9552011652472694
2149,1.068384860163996
3841,1.186448656758401
1115,-0.9552011652472694
3120,0.36594237141755354
2607,0.9065938866939199
3266,-0.9552011652472694
837,0.7905404394917952
2283,-0.9552011652472694
3252,-0.9552011652472694
606,-0.9552011652472694
995,-0.9552011652472694
3026,-0.9552011652472694
3248,-0.9552011652472694
2153,0.5880052514132768
3123,0.4260906674395467
3122,0.7115103625160409
2628,1.1043191070281901
1116,-0.9552011652472694
2168,0.5336616598846633
2181,0.58680989030476
3853,-0.9552011652472694
2373,-0.9552011652472694
2160,0.9978762705846249
3842,1.2544160795408699
1857,-0.9552011652472694
2275,-0.9552011652472694
1293,1.0431894313548415
3530,1.5835803232457435
3739,0.7187007137666912
2164,1.1388640849224898
3162,1.5028754026060682
2137,-0.9552011652472694
1827,-0.9552011652472694
1939,0.12328429120333198
3225,-0.9552011652472694
3245,-0.9552011652472694
2297,1.0322161901149824
3175,0.8842873699286182
2172,1.1183854752819589
2546,-0.9552011652472694
1186,0.6734396723230577
2551,-0.9552011652472694
1828,-0.9552011652472694
3840,1.335847022923376
2177,0.8526281760191545
3436,-0.9552011652472694
3058,1.5236675097278127
3030,-0.9552011652472694
2558,-0.9552011652472694
1940,0.9949009359866312
2167,0.9572025405405978
3444,-0.9552011652472694
2156,0.4501790995306586
2443,-0.9552011652472694
3192,1.1211197514522968
1276,1.728956944638073
1680,0.41172452530400533
2539,-0.9552011652472694
3435,-0.9552011652472694
629,-0.9552011652472694
1572,-0.9552011652472694
2185,0.42508365141538296
1180,1.3253422746527208
2307,1.3965001467796525
1182,0.991315087428698
3170,1.8609263967701668
702,0.5805691853952993
3528,1.5886123435957549
2370,-0.9552011652472694
2802,-0.9552011652472694
632,-0.9552011652472694
708,-0.9552011652472694
3847,0.4135281841308405
634,-0.9552011652472694
3246,-0.9552011652472694
3032,-0.9552011652472694
3060,1.556517724703515
3194,1.0106378432739467
3179,0.5764425381752774
1117,-0.9552011652472694
988,-0.9552011652472694
710,-0.9552011652472694
1938,-0.03073872737905253
3251,-0.9552011652472694
3434,-0.9552011652472694
3199,1.4106161778891544
3450,-0.9552011652472694
3008,1.0754187656190561
2286,0.6525107428975161
536,0.14166360348992782
1824,-0.9552011652472694
498,-0.9552011652472694
3173,0.5221610794838555
2165,0.32924856570592137
730,-0.9552011652472694
2562,-0.9552011652472694
3216,-0.9552011652472694
3440,-0.9552011652472694
736,-0.9552011652472694
2161,0.36240120190556724
1185,0.6886603103668453
1277,1.2323126727697495
2299,1.268640127631506
706,-0.9552011652472694
3180,0.2938898375586484
833,1.1341614848286012
699,0.25554536326847643
2371,-0.9552011652472694
840,0.9885486096909153
1071,1.3984433298134404
2176,1.4298762658596071
2180,0.8775873559891236
1670,0.28068425335376007
3513,0.5859856019961113
3462,-0.9552011652472694
688,-0.9552011652472694
3190,1.3599086647444958
3467,-0.9552011652472694
1275,0.5085040008462479
631,-0.9552011652472694
544,1.7326849306492789
3445,-0.9552011652472694
1129,-0.9552011652472694
3119,1.146516127943694
1126,-0.9552011652472694
1121,-0.9552011652472694
2454,0.45416084260405726
2819,0.879713914620693
527,-0.9552011652472694
2135,-0.9552011652472694
2310,1.430400784269093
3844,0.6740105424099131
2784,-0.9552011652472694
1944,1.7882173634072118
2434,-0.9552011652472694
2890,-0.9552011652472694
533,-0.9552011652472694
515,-0.9552011652472694
3464,-0.9552011652472694
3224,-0.9552011652472694
2604,0.5591193084011795
1862,-0.9552011652472694
4000,0.2340199484970622
2155,0.8338289057039804
3533,1.1489328302695598
2298,1.236199220192021
2552,-0.9552011652472694
3738,1.299512368677172
538,0.31196335621232313
2544,-0.9552011652472694
2623,1.5987835236660881
1689,0.272623041651528
1064,0.12418206685414425
3128,0.42957150936923694
2891,-0.9552011652472694
2469,-0.9552011652472694
3261,-0.9552011652472694
398,-0.9552011652472694
607,-0.9552011652472694
1823,-0.9552011652472694
528,-0.9552011652472694
516,-0.9552011652472694
2162,1.4953636232643275
3228,-0.9552011652472694
2437,-0.9552011652472694
1130,-0.9552011652472694
3820,1.421341961421856
3740,0.6882316836693861
3439,-0.9552011652472694
2179,1.4060204430593202
2554,-0.9552011652472694
2151,0.54581034320349
3737,0.8762402371203805
3174,1.7454810521261448
522,-0.9552011652472694
723,-0.9552011652472694
3189,1.0599750043401335
1701,-0.9552011652472694
689,1.1224286449511962
3825,0.35070454351128355
2538,-0.9552011652472694
2536,-0.9552011652472694
2273,-0.9552011652472694
2158,0.10531626702269134
2541,-0.9552011652472694
1700,-0.9552011652472694
2548,-0.9552011652472694
1860,-0.9552011652472694
3455,-0.9552011652472694
1858,-0.9552011652472694
2438,-0.9552011652472694
1684,1.8119160917353225
3849,0.3524767456095978
3438,-0.9552011652472694
1574,-0.9552011652472694
2145,1.1938594232693325
715,-0.9552011652472694
3855,-0.9552011652472694
611,-0.9552011652472694
1059,1.6081319986816192
3217,-0.9552011652472694
3062,1.4202884677192993
2567,-0.9552011652472694
2793,-0.9552011652472694
3821,1.365847460382177
830,1.3999692965807449
2174,0.42039468135200253
2449,0.7183875348724259
2627,0.7264370655214603
2813,1.1950159821141872
1941,0.2524980703865557
3057,1.1757646987763044
3437,-0.9552011652472694
1198,-0.9552011652472694
3226,-0.9552011652472694
3710,-0.9552011652472694
733,-0.9552011652472694
502,-0.9552011652472694
3709,-0.9552011652472694
3263,-0.9552011652472694
2143,1.5600553526158396
3832,1.3735579072217754
3249,-0.9552011652472694
3267,-0.9552011652472694
1280,0.7416176196496935
2605,1.0656258015354516
739,-0.9552011652472694
3451,-0.9552011652472694
2300,0.807755873755846
749,-0.9552011652472694
1052,0.31755494576663995
3247,-0.9552011652472694
1571,-0.9552011652472694
2563,-0.9552011652472694
2290,1.1446283743948016
2435,-0.9552011652472694
2889,-0.9552011652472694
3126,0.6884850864274638
1856,-0.9552011652472694
2559,-0.9552011652472694
2136,-0.9552011652472694
987,-0.9552011652472694
3262,-0.9552011652472694
1061,1.5357715800874663
836,0.46076851250238754
2178,0.9113718351096172
2183,1.0286166676095212
1197,-0.9552011652472694
1066,0.05186727494766144
627,-0.9552011652472694
1292,1.065143394694573
3025,-0.9552011652472694
2157,1.557630320997982
2170,0.2772735559377856
2295,1.1236326056166799
1702,-0.9552011652472694
3834,0.910664595185955
3164,1.0602468572226313
1205,-0.9552011652472694
705,1.916084732827209
1683,0.36594237141755354
2542,-0.9552011652472694
541,0.6656940590693647
744,-0.9552011652472694
1281,0.7220132071809702
3121,0.9914454251634743
3452,-0.9552011652472694
1120,-0.9552011652472694
3255,-0.9552011652472694
1682,0.8351790691932683
1072,1.6188423085400903
2614,1.6695042636761328
3532,0.7177595376779515
2142,0.884857510283369
835,1.016103889640222
3735,1.2124206756593352
3177,0.9423390883039663
2139,-0.9552011652472694
2788,-0.9552011652472694
725,-0.9552011652472694
628,-0.9552011652472694
520,-0.9552011652472694
2615,0.9535632994530961
1127,-0.9552011652472694
2565,-0.9552011652472694
1278,1.0209885461276602
517,-0.9552011652472694
3827,1.0381176399671745
2305,0.9374036073030781
3160,0.6784105030420495
3512,0.21586367816287494
3118,1.1697011536789077
693,-0.9552011652472694
2610,1.5852250079842403
3741,1.08530678245745
2182,1.5843738607230113
1118,-0.9552011652472694
3033,-0.9552011652472694
1201,-0.9552011652472694
1113,-0.9552011652472694
829,0.4195288612851562
3850,0.5360397914090645
1861,-0.9552011652472694
3851,0.6494398345449203
2436,-0.9552011652472694
3736,0.8306297305461743
3232,-0.9552011652472694
1826,-0.9552011652472694
2451,1.3408627821077288
1184,0.7872960383447963
3459,-0.9552011652472694
827,1.450702349958247
839,0.36523968876263013
2734,2.192904489099433
2550,-0.9552011652472694
1698,-0.9552011652472694
3712,-0.9552011652472694
3031,-0.9552011652472694
1290,0.5832453452139025
3466,-0.9552011652472694
3253,-0.9552011652472694
2372,-0.9552011652472694
2444,0.7794550589194172
994,-0.9552011652472694
3843,1.6358916194260686
2303,1.4186871359161044
2169,0.6323175278086731
2277,-0.9552011652472694
1196,-0.9552011652472694
2616,0.7684931914858597
703,-0.9552011652472694
2602,0.6082053400534617
2609,0.7440229852032701
2624,0.41117988451073906
497,-0.9552011652472694
529,-0.9552011652472694
3845,-0.20104804103228582
3447,-0.9552011652472694
2560,-0.9552011652472694
